역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자,제공기관코드,제공기관명
115,부원역,L4801,부산-김해경전철,Buwon,府院,일반역,,,35.226489,128.8839018,부산-김해경전철㈜,경상남도 김해시 김해대로 2350,055-310-9615,2019-12-31,6260000,부산광역시
114,김해시청역,L4801,부산-김해경전철,Gimhae City Hall,金海市廳,일반역,,,35.227077,128.890425,부산-김해경전철㈜,경상남도 김해시 김해대로 2408,055-310-9614,2019-12-31,6260000,부산광역시
113,인제대역,L4801,부산-김해경전철,Inje Univ.,仁濟大,일반역,,,35.22810117,128.901761,부산-김해경전철㈜,경상남도 김해시 김해대로 2515,055-310-9613,2019-12-31,6260000,부산광역시
112,김해대학역,L4801,부산-김해경전철,Gimhae College,金海大學,일반역,,,35.229015,128.915561,부산-김해경전철㈜,경상남도 김해시 김해대로 2641,055-310-9612,2019-12-31,6260000,부산광역시
111,지내역,L4801,부산-김해경전철,Jinae,池內,일반역,,,35.227492,128.923782,부산-김해경전철㈜,경상남도 김해시 김해대로 2718,055-310-9611,2019-12-31,6260000,부산광역시
110,불암역,L4801,부산-김해경전철,Buram,佛岩,일반역,,,35.222192,128.927875,부산-김해경전철㈜,경상남도 김해시 김해대로 2787,055-310-9610,2019-12-31,6260000,부산광역시
109,대사역,L4801,부산-김해경전철,Daesa,大沙,일반역,,,35.217686,128.938423,부산-김해경전철㈜,부산광역시 강서구 낙동북로 82,055-310-9609,2019-12-31,6260000,부산광역시
108,평강역,L4801,부산-김해경전철,Pyeonggang,平江,일반역,,,35.214048,128.950756,부산-김해경전철㈜,부산광역시 강서구 낙동북로203,055-310-9608,2019-12-31,6260000,부산광역시
107,대저역,L4801,부산-김해경전철,Daejeo,大猪,환승역,L4801+S2603,부산-김해경전철+부산도시철도 3호선,35.213056,128.960647,부산-김해경전철㈜,부산광역시 강서구 낙동북로 294,055-310-9607,2019-12-31,6260000,부산광역시
106,등구역,L4801,부산-김해경전철,Deunggu,登龜,일반역,,,35.196194,128.963551,부산-김해경전철㈜,부산광역시 강서구 낙동북로 294,055-310-9606,2019-12-31,6260000,부산광역시
105,덕두역,L4801,부산-김해경전철,Deokdu,德斗,일반역,,,35.182006,128.954217,부산-김해경전철㈜,부산광역시 강서구 경전철로 10,055-310-9605,2019-12-31,6260000,부산광역시
104,공항역,L4801,부산-김해경전철,Gimhae International Airport,控抗,일반역,,,35.171929,128.948574,부산-김해경전철㈜,부산광역시 강서구 공항진입로 165,055-310-9604,2019-12-31,6260000,부산광역시
103,서부산유통지구역,L4801,부산-김해경전철,Seobusan Yutongjigu,西釜山 流通地區,일반역,,,35.166435,128.954807,부산-김해경전철㈜,부산광역시 강서구 유통단지 1로 57번길 7번,055-310-9603,2019-12-31,6260000,부산광역시
102,괘법르네시떼역,L4801,부산-김해경전철,Gwaebeop Renecite,掛法,일반역,,,35.163311,128.977737,부산-김해경전철㈜,부산광역시 사상구 광장로 9번,055-310-9602,2019-12-31,6260000,부산광역시
U125,탑석,L4101,의정부경전철,Tapseok,塔石,일반역,-,-,37.7334668,127.0889285,인천교통공사,경기도 의정부시 충의로 20,031-820-1000,2019-11-15,B551894,인천교통공사
228,반고개,S2702,대구 도시철도 2호선,Bangogae,없음,일반역,,,35.862248,128.572731,대구광역시 대구도시철도공사,대구광역시 서구 달구벌대로 지하1827 (내당동),053-655-1196,2019-12-19,B552109,대구도시철도공사
227,내당,S2702,대구 도시철도 2호선,Naedang,內唐,일반역,,,35.860139,128.564636,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1900 (두류동),053-656-6038,2019-12-19,B552109,대구도시철도공사
226,두류,S2702,대구 도시철도 2호선,Duryu,頭流,일반역,,,35.8578873,128.5552363,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1760 (두류동),053-628-3663,2019-12-19,B552109,대구도시철도공사
225,감삼,S2702,대구 도시철도 2호선,Gamsam,甘三,일반역,,,35.8542327,128.5477848,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1665 (감삼동),053-552-2856,2019-12-19,B552109,대구도시철도공사
224,죽전,S2702,대구 도시철도 2호선,Jukjeon,竹田,일반역,,,35.8503956,128.5381172,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1560 (죽전동),053-556-0292,2019-12-19,B552109,대구도시철도공사
223,용산,S2702,대구 도시철도 2호선,Yongsan,龍山,일반역,,,35.849053,128.528702,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1476 (용산동),053-553-3598,2019-12-19,B552109,대구도시철도공사
222,이곡,S2702,대구 도시철도 2호선,Igok,梨谷,일반역,,,35.850578,128.515776,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1357 (이곡동),053-582-6214,2019-12-19,B552109,대구도시철도공사
221,성서산업단지,S2702,대구 도시철도 2호선,Seongseo Industrial Complex,城西工團,일반역,,,35.8516818,128.5068662,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1280 (이곡동),053-582-6215,2019-12-19,B552109,대구도시철도공사
220,계명대,S2702,대구 도시철도 2호선,Keimyung Univ.,啓明大,일반역,,,35.8511654,128.4909082,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1140 (신당동),053-588-0990,2019-12-19,B552109,대구도시철도공사
219,강창,S2702,대구 도시철도 2호선,Gangchang,江倉,일반역,,,35.8530713,128.4770843,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1014 (호산동),053-585-0660,2019-12-19,B552109,대구도시철도공사
218,대실,S2702,대구 도시철도 2호선,Daesil,없음,일반역,,,35.8579028,128.4644392,대구광역시 대구도시철도공사,대구광역시 달성군 다사읍 달구벌대로지하888,053-587-1933,2019-12-19,B552109,대구도시철도공사
217,다사,S2702,대구 도시철도 2호선,Dasa,多斯,일반역,,,35.8649583,128.4561083,대구광역시 대구도시철도공사,대구광역시 달성군 다사읍 다사로지하30,053-588-6680,2019-12-19,B552109,대구도시철도공사
216,문양,S2702,대구 도시철도 2호선,Munyang,汶陽,일반역,,,35.864171,128.436969,대구광역시 대구도시철도공사,대구광역시 달성군 다사읍 문양길 71,053-584-6826,2019-12-19,B552109,대구도시철도공사
146,안심,S2701,대구 도시철도 1호선,Ansim,安心,일반역,,,35.871227,128.733739,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하455 (괴전동),053-963-7769,2019-12-19,B552109,대구도시철도공사
145,각산,S2701,대구 도시철도 1호선,Gaksan,角山,일반역,,,35.868012,128.724389,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하363 (신서동),053-963-7754,2019-12-19,B552109,대구도시철도공사
144,반야월,S2701,대구 도시철도 1호선,Banyawol,半夜月,일반역,,,35.865999,128.713553,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하261 (동호동),053-962-7798,2019-12-19,B552109,대구도시철도공사
143,신기,S2701,대구 도시철도 1호선,Singi,新基,일반역,,,35.866759,128.701658,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하159 (신기동),053-962-7773,2019-12-19,B552109,대구도시철도공사
142,율하,S2701,대구 도시철도 1호선,Yulha,栗下,일반역,,,35.869579,128.693032,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하57 (율하동),053-962-7729,2019-12-19,B552109,대구도시철도공사
141,용계,S2701,대구 도시철도 1호선,Yonggye,龍溪,일반역,,,35.876273,128.681415,대구광역시 대구도시철도공사,대구광역시 동구 동촌로 지하383 (용계동),053-985-7798,2019-12-19,B552109,대구도시철도공사
140,방촌,S2701,대구 도시철도 1호선,Bangchon,芳村,일반역,,,35.879692,128.669976,대구광역시 대구도시철도공사,대구광역시 동구 동촌로 지하275 (방촌동),053-984-7716,2019-12-19,B552109,대구도시철도공사
139,해안,S2701,대구 도시철도 1호선,Haean,解顔,일반역,,,35.8838981,128.6593108,대구광역시 대구도시철도공사,대구광역시 동구 동촌로 지하167 (방촌동),053-981-7775,2019-12-19,B552109,대구도시철도공사
138,동촌,S2701,대구 도시철도 1호선,Dongchon,東村,일반역,,,35.886159,128.649053,대구광역시 대구도시철도공사,대구광역시 동구 해동로 지하197 (검사동),053-981-7731,2019-12-19,B552109,대구도시철도공사
137,아양교,S2701,대구 도시철도 1호선,Ayanggyo,峨洋橋,일반역,,,35.887162,128.6375663,대구광역시 대구도시철도공사,대구광역시 동구 아양로 지하245 (신암동),053-942-7724,2019-12-19,B552109,대구도시철도공사
136,동구청,S2701,대구 도시철도 1호선,Dong-gu Office,東區廳,일반역,,,35.8838366,128.6316231,대구광역시 대구도시철도공사,대구광역시 동구 신암남로 지하169 (신암동),053-942-7721,2019-12-19,B552109,대구도시철도공사
135,동대구,S2701,대구 도시철도 1호선,Dongdaegu sta.,東大邱驛,일반역,,,35.877303,128.627513,대구광역시 대구도시철도공사,대구광역시 동구 동대구로 지하530 (신천동),053-742-7787,2019-12-19,B552109,대구도시철도공사
134,신천,S2701,대구 도시철도 1호선,Sincheon,新川,일반역,,,37.511624,127.083391,대구광역시 대구도시철도공사,대구광역시 동구 동부로 지하41 (신천동),053-756-7706,2019-12-19,B552109,대구도시철도공사
133,칠성시장,S2701,대구 도시철도 1호선,Chilseong Market,七星市場,일반역,,,35.876141,128.602971,대구광역시 대구도시철도공사,대구광역시 북구 칠성남로 지하222 (칠성동),053-427-7751,2019-12-19,B552109,대구도시철도공사
132,대구,S2701,대구 도시철도 1호선,Daegu sta.,大邱驛,일반역,,,35.8763691,128.5884861,대구광역시 대구도시철도공사,대구광역시 북구 칠성남로30길 지하24 (칠성동),053-426-7797,2019-12-19,B552109,대구도시철도공사
131,중앙로,S2701,대구 도시철도 1호선,Jungangno,中央路,일반역,,,35.870913,128.591799,대구광역시 대구도시철도공사,대구광역시 중구 중앙대로 지하424 (남일동),053-256-7746,2019-12-19,B552109,대구도시철도공사
130,반월당,S2701,대구 도시철도 1호선,Banwoldang,半月堂,환승역,S2701+S2702,대구 도시철도 1호선 + 대구 도시철도 2호선,35.864678,128.591147,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2100 (덕산동),053-255-7735,2019-12-19,B552109,대구도시철도공사
129,명덕,S2701,대구 도시철도 1호선,Myeongdeok,明德,환승역,S2701+S2703,대구 도시철도 1호선 + 대구 도시철도 3호선,35.8580257,128.5824361,대구광역시 대구도시철도공사,대구광역시 중구 명덕로 지하185 (남산동),053-255-7723,2019-12-19,B552109,대구도시철도공사
128,교대,S2701,대구 도시철도 1호선,Univ. of Educ,敎大,일반역,,,35.851106,128.588432,대구광역시 대구도시철도공사,대구광역시 남구 중앙대로 지하194 (대명동),053-473-7702,2019-12-19,B552109,대구도시철도공사
327,달성공원,S2703,대구 도시철도 3호선,Dalseong Park,達城公園,일반역,,,35.875779,128.5820904,대구광역시 대구도시철도공사,대구광역시 중구 달성로 116(수창동),053-640-7521,2019-12-19,B552109,대구도시철도공사
326,북구청,S2703,대구 도시철도 3호선,Buk-gu Office,北區廳,일반역,,,35.8838928,128.5814795,대구광역시 대구도시철도공사,대구광역시 서구 원대로 71(원대동2가),053-640-7521,2019-12-19,B552109,대구도시철도공사
325,원 대,S2703,대구 도시철도 3호선,Wondae,院垈,일반역,,,35.8878671,128.5742706,대구광역시 대구도시철도공사,대구광역시 서구 팔달로 224-2(원대동3가),053-640-7521,2019-12-19,B552109,대구도시철도공사
324,팔달시장,S2703,대구 도시철도 3호선,Paldal Market,八達市場,일반역,,,35.8888598,128.567844,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 163-1(노원동3가),053-640-7521,2019-12-19,B552109,대구도시철도공사
323,만 평,S2703,대구 도시철도 3호선,Manpyeong,萬坪,일반역,,,35.8898678,128.561021,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 105(노원동3가),053-640-7431,2019-12-19,B552109,대구도시철도공사
322,공 단,S2703,대구 도시철도 3호선,Gongdan,工團,일반역,,,35.8919855,128.5536204,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 28(비산동),053-640-7431,2019-12-19,B552109,대구도시철도공사
321,팔 달,S2703,대구 도시철도 3호선,Paldal,八達,일반역,,,35.8978498,128.5467575,대구광역시 대구도시철도공사,대구광역시 북구 매천로2길 43(팔달동),053-640-7431,2019-12-19,B552109,대구도시철도공사
320,매천시장,S2703,대구 도시철도 3호선,Maecheon Market,梅川市場,일반역,,,35.9044626,128.5457614,대구광역시 대구도시철도공사,대구광역시 북구 매천로 18길 39(매천동),053-640-7431,2019-12-19,B552109,대구도시철도공사
319,매 천,S2703,대구 도시철도 3호선,Maecheon,梅川,일반역,,,35.9127328,128.5433793,대구광역시 대구도시철도공사,대구광역시 북구 학정로 6(매천동),053-640-7431,2019-12-19,B552109,대구도시철도공사
318,태 전,S2703,대구 도시철도 3호선,Taejeon,太田,일반역,,,35.9197078,128.5474952,대구광역시 대구도시철도공사,대구광역시 북구 칠곡중앙대로 262(태전동),053-640-7431,2019-12-19,B552109,대구도시철도공사
317,구 암,S2703,대구 도시철도 3호선,Guam,鳩岩,일반역,,,35.9257608,128.5504075,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 1(구암동),053-640-7381,2019-12-19,B552109,대구도시철도공사
316,칠곡운암,S2703,대구 도시철도 3호선,Chilgok·Unam,漆谷雲岩,일반역,,,35.9314868,128.5545711,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 79(구암동),053-640-7381,2019-12-19,B552109,대구도시철도공사
315,동 천,S2703,대구 도시철도 3호선,Dongcheon,東川,일반역,,,35.9377071,128.5566602,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 147(동천동),053-640-7381,2019-12-19,B552109,대구도시철도공사
314,팔 거,S2703,대구 도시철도 3호선,Palgeo,八?,일반역,,,35.944126,128.5583539,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 226(동천동),053-640-7381,2019-12-19,B552109,대구도시철도공사
313,학 정,S2703,대구 도시철도 3호선,Hakjeong,鶴亭,일반역,,,35.951577,128.5591956,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 310(학정동),053-640-7381,2019-12-19,B552109,대구도시철도공사
312,칠곡경대병원,S2703,대구 도시철도 3호선,Chilgok Kyungpook Nat‘l Univ. Medical Center,漆谷 慶大病院,일반역,,,35.9583939,128.5599142,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 386(동호동),053-640-7381,2019-12-19,B552109,대구도시철도공사
244,영남대,S2702,대구 도시철도 2호선,Yeungnam University,嶺南大,일반역,,,35.8363683,128.7507913,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하270(대동),053-801-3785,2019-12-19,B552109,대구도시철도공사
243,임당,S2702,대구 도시철도 2호선,Imdang,林堂,일반역,,,35.8343906,128.7408599,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하170(중방동),053-811-0732,2019-12-19,B552109,대구도시철도공사
242,정평,S2702,대구 도시철도 2호선,Jeongpyeong,正坪,일반역,,,35.8340843,128.7264743,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하60(정평동),053-811-4753,2019-12-19,B552109,대구도시철도공사
241,사월,S2702,대구 도시철도 2호선,Sawol,沙月,일반역,,,35.8369933,128.7134473,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3290 (신매동),053-795-0767,2019-12-19,B552109,대구도시철도공사
240,신매,S2702,대구 도시철도 2호선,Sinmae,新梅,일반역,,,35.8408467,128.7045286,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3180 (매호동),053-791-0898,2019-12-19,B552109,대구도시철도공사
239,고산,S2702,대구 도시철도 2호선,Gosan,孤山,일반역,,,35.8428892,128.6928426,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3080 (시지동),053-791-0858,2019-12-19,B552109,대구도시철도공사
238,대공원,S2702,대구 도시철도 2호선,Daegongwon(Grand Park),大公園,일반역,,,35.8426754,128.6797386,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2950 (연호동),053-791-0881,2019-12-19,B552109,대구도시철도공사
237,연호,S2702,대구 도시철도 2호선,Yeonho,蓮湖,일반역,,,35.8463606,128.6712747,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2870 (연호동),053-791-0922,2019-12-19,B552109,대구도시철도공사
236,담티,S2702,대구 도시철도 2호선,Damti,(壽城大.大倫),일반역,,,35.8548283,128.6517483,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2672 (만촌동),053-752-0959,2019-12-19,B552109,대구도시철도공사
235,만촌,S2702,대구 도시철도 2호선,Manchon,晩村,일반역,,,35.8580984,128.6429934,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2584 (만촌동),053-751-0287,2019-12-19,B552109,대구도시철도공사
234,수성구청,S2702,대구 도시철도 2호선,Suseong-gu Office,壽城區廳,일반역,,,35.8585726,128.6360776,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2500 (범어동),053-756-7822,2019-12-19,B552109,대구도시철도공사
233,범어,S2702,대구 도시철도 2호선,Beomeo,泛魚,일반역,,,35.8590259,128.6238385,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2396 (범어동),053-756-9376,2019-12-19,B552109,대구도시철도공사
232,대구은행,S2702,대구 도시철도 2호선,Daegu Bank,大邱銀行,일반역,,,35.859777,128.614091,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2300 (수성동),053-752-0206,2019-12-19,B552109,대구도시철도공사
231,경대병원,S2702,대구 도시철도 2호선,Kyung-dae hosp.,慶大病院,일반역,,,35.863183,128.602626,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2190 (삼덕동),053-427-0523,2019-12-19,B552109,대구도시철도공사
230,반월당,S2702,대구 도시철도 2호선,Banwoldang,半月堂,환승역,S2702+S2701,대구 도시철도 2호선 + 대구 도시철도 1호선,35.865513,128.593393,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2100 (덕산동),053-252-0689,2019-12-19,B552109,대구도시철도공사
229,청라언덕,S2702,대구 도시철도 2호선,Cheongna Hill,靑蘿坡,환승역,S2702+S2703,대구 도시철도 2호선 + 대구 도시철도 3호선,35.864875,128.582358,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2000 (동산동),053-256-7728,2019-12-19,B552109,대구도시철도공사
117,광주송정역,S2901,광주도시철도 1호선,Gwangju Songjeong Station,光州松汀站,일반역,,,35.137529,126.791488,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 201-99(송정동),062-604-8570,2019-12-10,B551232,광주광역시도시철도공사
116,송정공원역,S2901,광주도시철도 1호선,Songjeong Park,松汀公園,일반역,,,35.143565,126.799245,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 314-99(송정동),062-604-8560,2019-12-10,B551232,광주광역시도시철도공사
115,공항역,S2901,광주도시철도 1호선,Airport,空港,일반역,,,35.144179,126.8112104,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 416-99(신촌동),062-604-8550,2019-12-10,B551232,광주광역시도시철도공사
114,김대중컨벤션센터(마륵)역,S2901,광주도시철도 1호선,KimDaejungConvention Center (Mareuk),馬勒,일반역,,,35.143214,126.841442,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 705(마륵동),062-604-8540,2019-12-10,B551232,광주광역시도시철도공사
113,상무역,S2901,광주도시철도 1호선,Sangmu,尙武,일반역,,,35.146784,126.848641,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 777(마륵동),062-604-8530,2019-12-10,B551232,광주광역시도시철도공사
112,운천역,S2901,광주도시철도 1호선,Uncheon,云泉,일반역,,,35.150486,126.858694,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 883(쌍촌동),062-604-8520,2019-12-10,B551232,광주광역시도시철도공사
111,쌍촌역,S2901,광주도시철도 1호선,Ssangchon,雙村,일반역,,,35.151793,126.869519,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 983(쌍촌동),062-604-8510,2019-12-10,B551232,광주광역시도시철도공사
110,화정역,S2901,광주도시철도 1호선,Hwajeong,花亭,일반역,,,35.150381,126.877698,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 1041(화정동),062-604-8500,2019-12-10,B551232,광주광역시도시철도공사
109,농성역,S2901,광주도시철도 1호선,Nongseong,農城,일반역,,,35.153563,126.883973,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 1123(농성동),062-604-8490,2019-12-10,B551232,광주광역시도시철도공사
108,돌고개역,S2901,광주도시철도 1호선,Dolgogae,해당사항 없음,일반역,,,35.152047,126.895637,광주광역시 도시철도공사,광주광역시 서구 경열로 지하 87(농성동),062-604-8480,2019-12-10,B551232,광주광역시도시철도공사
107,양동시장역,S2901,광주도시철도 1호선,Yangdong Market,良洞市場,일반역,,,35.154176,126.904489,광주광역시 도시철도공사,광주광역시 서구 경열로 지하 152(양동),062-604-8470,2019-12-10,B551232,광주광역시도시철도공사
106,금남로5가역,S2901,광주도시철도 1호선,Geumnamno 5(o)-ga,錦南路5街,일반역,,,35.1537137,126.910933,광주광역시 도시철도공사,광주광역시 북구 금남로 지하 138(북동),062-604-8460,2019-12-10,B551232,광주광역시도시철도공사
105,금남로4가역,S2901,광주도시철도 1호선,Geumnamno4(sa)-ga,錦南路4街,일반역,,,35.150976,126.914446,광주광역시 도시철도공사,광주광역시 동구 금남로 지하 210(금남로4가),062-604-8450,2019-12-10,B551232,광주광역시도시철도공사
104,문화전당역(구도청),S2901,광주도시철도 1호선,Culture Center(Formerly Provincial office),文化殿堂,일반역,,,35.144698,126.9196731,광주광역시 도시철도공사,광주광역시 동구 문화전당로 26번길 지하 7(광산동),062-604-8440,2019-12-10,B551232,광주광역시도시철도공사
103,남광주역,S2901,광주도시철도 1호선,Namgwangju,南光州,일반역,,,35.1478534,126.921807,광주광역시 도시철도공사,광주광역시 동구 제봉로 지하 14(학동),062-604-8430,2019-12-10,B551232,광주광역시도시철도공사
102,학동증심사입구역,S2901,광주도시철도 1호선,Hakdong Jeungsimsa,鶴洞ㆍ證心寺入口,일반역,,,35.133023,126.928382,광주광역시 도시철도공사,광주광역시 동구 남문로 지하 700(학동),062-604-8420,2019-12-10,B551232,광주광역시도시철도공사
101,소태역,S2901,광주도시철도 1호선,Sotae,所台,일반역,,,35.124108,126.932013,광주광역시 도시철도공사,광주광역시 동구 남문로 지하 587(소태동),062-604-8410,2019-12-10,B551232,광주광역시도시철도공사
100,녹동역,S2901,광주도시철도 1호선,Nokdong,鹿洞,일반역,,,35.107028,126.933932,광주광역시 도시철도공사,광주광역시 동구 녹동길 45(용산동),062-604-8410,2019-12-10,B551232,광주광역시도시철도공사
341,용 지,S2703,대구 도시철도 3호선,Yongji,龍池,일반역,,,35.8182735,128.6465169,대구광역시 대구도시철도공사,대구광역시 수성구 범안로 83(범물동),053-640-7611,2019-12-19,B552109,대구도시철도공사
340,범 물,S2703,대구 도시철도 3호선,Beommul,凡勿,일반역,,,35.8208443,128.6400962,대구광역시 대구도시철도공사,대구광역시 수성구 지범로 194(범물동),053-640-7611,2019-12-19,B552109,대구도시철도공사
339,지 산,S2703,대구 도시철도 3호선,Jisan,池山,일반역,,,35.8251707,128.631909,대구광역시 대구도시철도공사,대구광역시 수성구 지범로 100(지산동),053-640-7611,2019-12-19,B552109,대구도시철도공사
338,수성못,S2703,대구 도시철도 3호선,Suseongmot,없음,일반역,,,35.8313624,128.6231984,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 14(지산동),053-640-7611,2019-12-19,B552109,대구도시철도공사
337,황 금,S2703,대구 도시철도 3호선,Hwanggeum,黃金,일반역,,,35.8391104,128.6239718,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 100(두산동),053-640-7611,2019-12-19,B552109,대구도시철도공사
336,어린이회관,S2703,대구 도시철도 3호선,Children''s Hall,없음,일반역,,,35.8452121,128.6244688,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 166(황금동),053-640-7611,2019-12-19,B552109,대구도시철도공사
335,수성구민운동장,S2703,대구 도시철도 3호선,Suseong District Stadium,壽城區民運動場,일반역,,,35.852561,128.6250845,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 248(범어동),053-640-7581,2019-12-19,B552109,대구도시철도공사
334,수성시장,S2703,대구 도시철도 3호선,Suseong Market,壽城市場,일반역,,,35.8543308,128.6160342,대구광역시 대구도시철도공사,대구광역시 수성구 명덕로 420(수성동2가),053-640-7581,2019-12-19,B552109,대구도시철도공사
333,대봉교,S2703,대구 도시철도 3호선,Daebonggyo,大鳳橋,일반역,,,35.8550055,128.6063579,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 330(이천동),053-640-7581,2019-12-19,B552109,대구도시철도공사
332,건들바위,S2703,대구 도시철도 3호선,Geondeulbawi,없음,일반역,,,35.8554168,128.599626,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 260(이천동),053-640-7581,2019-12-19,B552109,대구도시철도공사
331,명 덕,S2703,대구 도시철도 3호선,Myeongdeok,明德,환승역,S2703+S2701,대구 도시철도 3호선 + 대구 도시철도 1호선,35.8569753,128.5900125,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 186(대명동),053-640-7581,2019-12-19,B552109,대구도시철도공사
330,남 산,S2703,대구 도시철도 3호선,Namsan,南山,일반역,,,35.8566997,128.5833577,대구광역시 대구도시철도공사,대구광역시 중구 남산로 2(남산동),053-640-7581,2019-12-19,B552109,대구도시철도공사
329,청라언덕,S2703,대구 도시철도 3호선,Cheongna Hill,靑蘿坡,환승역,S2703+S2702,대구 도시철도 3호선 + 대구 도시철도 2호선,35.8642709,128.5823466,대구광역시 대구도시철도공사,대구광역시 중구 남산로 80(남산동),053-640-7521,2019-12-19,B552109,대구도시철도공사
328,서문시장,S2703,대구 도시철도 3호선,Seomun Market,西門市場,일반역,,,35.8697503,128.5822416,대구광역시 대구도시철도공사,대구광역시 중구 달성로 50(대신동),053-640-7521,2019-12-19,B552109,대구도시철도공사
119,평동역,S2901,광주도시철도 1호선,Pyeongdong,平洞,일반역,,,35.1245829,126.769586,광주광역시 도시철도공사,광주광역시 광산구 평동로 870(월전동),062-604-8590,2019-12-10,B551232,광주광역시도시철도공사
118,도산역,S2901,광주도시철도 1호선,Dosan,道山,일반역,,,35.131713,126.787942,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 125-99(도산동),062-604-8580,2019-12-10,B551232,광주광역시도시철도공사
