허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
새별오름,8,제주특별자치도,제주시,,제주특별자치도 제주시 애월읍 봉성리 4554,33.3630349260,126.3641130818,10,25410원/년,2020-01-01,2020-12-31,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2623,2020-06-30,6510000,제주특별자치도 제주시
의림지 공영주차장,2,충청북도,제천시,충청북도 제천시 모산동 210번지 공영주차장,충청북도 제천시 모산동 210번지 공영주차장,37.1758154,128.2114765,2,년187570,2019-06-08,2021-06-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,식품위생법 시행령 제21조 제8호 가목의 휴게음식점영업 또는 같은 호 바목의 제과점영업 외,제천시청,043-641-3182,2020-07-10,4400000,충청북도 제천시
우치공원,4,광주광역시,북구,광주광역시 북구 우치로 677(생용동),광주광역시 북구 생용동 90,35.22192382,126.8943993,1,"년28,000원",2016-04-19,2018-04-18,평일,00:00,00:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,10:00,20:00,10:00,20:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,11:00,17:00,,광주광역시 우치공원,062-613-5860,2020-06-30,3620000,광주광역시 북구
곡성세계장미축제장,2,전라남도,곡성군,전라남도 곡성군오곡면 기차마을로 232,,35.2775326543,127.3082864723,,"일 20,000원",2020-05-22,2020-06-07,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,곡성군청,061-360-8635,2020-07-10,4860000,전라남도 곡성군
곡성심청축제장,2,전라남도,곡성군,전라남도 곡성군오곡면 기차마을로 232,,35.2775326543,127.3082864723,,0,2019-10-03,2019-10-06,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,곡성군청,061-360-8635,2020-07-10,4860000,전라남도 곡성군
인천대학교 BTL생활원 부속시설,6,인천광역시,연수구,"인천광역시 연수구 아카데미로 119, 인천대학교 BTL생활원 부속시설",인천광역시 연수구 송도동12-1,37.3778557116,126.6325052950,1,-,2018-04-24,2023-02-01,"토요일,일요일",10:00,19:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,미래행복(주),032-556-4503,2020-07-09,3520000,인천광역시 연수구
인천송도국제캠핑장,8,인천광역시,연수구,인천광역시 연수구 지식기반로 60,인천광역시 연수구 송도동221-2,37.3615808115,126.6458775369,2,-,2020-07-07,2020-10-31,월요일,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,(주)공공스토리사업단,032-673-1458,2020-07-09,3520000,인천광역시 연수구
인제군농특산물전시판매장 주차장,99,강원도,인제군,강원도 인제군 인제읍 비봉로 48,강원도 인제군 인제읍 상동리 430,38.06526797,128.1744703,2,"공시지가의 50/1,000",2018-05-23,2023-05-09,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,인제군,033-460-2246,2020-06-19,4330000,강원도 인제군
신례천로옆,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 신례리 850-1,33.2858916981,126.6351597563,1,0,2019-11-25,2021-11-25,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
태풍센터근처,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 한남리 산76-1,,,1,0,2018-10-15,2020-10-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름주차장,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2142-14,,,1,60000원,2019-02-08,2021-01-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름주차장,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2142-14,,,1,60000원,2019-02-13,2021-01-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름주차장,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2142-7,,,1,79000원,2018-12-14,2020-11-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,,,1,105000원,2019-03-08,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,,,1,105000원,2019-03-22,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,,,1,105000원,2019-04-03,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-23,,,1,0,2015-05-07,2020-04-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-23,,,1,0,2015-07-22,2020-07-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
서귀포시시공원,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 서홍동 696,,,1,70500원,2018-11-20,2020-10-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
제2산록도로 광평교차로,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 안덕면 동광리 산 28,,,1,14200원,2019-04-10,2021-04-01,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
제주컨벤션센터광장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 중문동 2503,,,1,0,2015-06-09,2020-04-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
천제연폭포주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 중문동 2232,33.2526765845,126.4183754156,1,0,2015-05-21,2020-04-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,,,1,0,2019-03-26,2021-03-23,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,,,1,0,2019-04-01,2021-03-23,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,,,1,0,2019-04-19,2021-03-29,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,,,1,0,2019-04-23,2021-04-05,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
구)탐라대교차로,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 하원동 산 76-1,,,1,16000원,2019-03-12,2021-02-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,위생관리과,064-760-2423,2020-07-01,6520000,제주특별자치도 서귀포시
경인아라뱃길 시천교,5,인천광역시,서구,,인천광역시 서구 시천동 158-11,,,4,"연 630,500원",2019-01-04,2021-01-03,연중무휴,10:00,22:00,10:00,22:00,10:00,20:00,10:00,20:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,20:00,10:00,20:00,주류,한국수자원공사 인천김포권지사,032-590-2252,2020-07-09,3560000,인천광역시 서구
인천가족공원,4,인천광역시,부평구,"인천광역시 부평구 평온로 61, 인천가족공원 승화원 내 푸드트럭 지정장소 (부평동)",,37.4774802146,126.7167686974,1,"월 234,075",2020-05-01,2020-10-31,연중무휴,06:00,16:00,06:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천시설공단,032-456-2344,2020-04-29,3540000,인천광역시 부평구
아일랜드캐슬 워터파크,1,경기도,의정부시,경기도 의정부시 장곡로 22,경기도 의정부시 장암동 135,37.7069486,127.0533857858,,-,2019-08-01,2023-06-30,"1월~5월, 9월~12월",10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,10:00,18:00,10:00,18:00,10:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,스낵류,의정부시,031-828-2944,2020-07-10,3820000,경기도 의정부시
푸드트럭허가구역,01,전라남도,장흥군,,전라남도 장흥군 장흥읍 예양리 197-1,34.678879392,126.903590967,1,45000,2019-04-16,2021-03-31,우천시,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,주류,장흥군보건소,061-860-6454,2020-07-06,4910000,전라남도 장흥군
신포청년몰,99,인천광역시,중구,인천광역시 중구 우현로35번길 1(신포동),,37.4704570171,126.6275216092,1,"연 1,445,446원",2019-05-01,2020-07-14,월요일,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,없음,인천광역시,032-760-7347,2020-07-08,3490000,인천광역시 중구
자연학습공원,4,경기도,의왕시,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3,37.30712099,126.9531473531,3,39930,2016-07-07,2018-07-06,월요일+화요일+수요일+목요일+금요일,00:00,12:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2824,2020-06-23,4030000,경기도 의왕시
왕송호수공원,4,경기도,의왕시,,경기도 의왕시 월암동 571,37.3059418979,126.9525479883,2,33290,2016-12-20,2019-12-14,월요일+화요일+수요일+목요일+금요일,00:00,12:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2824,2020-06-23,4030000,경기도 의왕시
의왕시청,8,경기도,의왕시,경기도 의왕시 시청로 11,경기도 의왕시 고천동 171,37.3453186078,126.9679891751,1,349910,2017-03-20,2018-08-31,월요일+화요일+수요일+목요일+금요일,00:00,12:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2824,2020-06-23,4030000,경기도 의왕시
청계TG졸음쉼터,7,경기도,의왕시,경기도 의왕시 안양판교로 476,경기도 의왕시 청계동 산8-18,37.3932698389,127.0223102693,1,100000,2018-02-23,2019-02-28,연중무휴,00:00,12:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2824,2020-06-23,4030000,경기도 의왕시
청계산 공영주차장,99,경기도,의왕시,,경기도 의왕시 청계동 77,37.40577287,127.0251663,2,20790,2017-09-27,2018-12-31,월요일+화요일+수요일+목요일+금요일,00:00,12:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2824,2020-06-23,4030000,경기도 의왕시
의왕휴게소,7,경기도,의왕시,경기도 의왕시 오전로 24,경기도 의왕시 왕곡동 260,37.3478698537,126.9831746746,1,33290,2019-04-29,2033-06-30,월요일+화요일+수요일+목요일+금요일,00:00,12:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,의왕시,031-345-2825,2020-06-23,4030000,경기도 의왕시
칠곡군,1,경상북도,칠곡군,,경상북도 칠곡군 석적읍 중지리 552,36.018344,128.401163,1,"년51,040원",2017-03-30,2021-03-07,없음,10:00,23:00,10:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,칠곡군,054-979-6674,2020-07-01,5220000,경상북도 칠곡군
숭덕재활원,99,충청북도,충주시,충청북도 충주시 상아배이길 84,충청북도 충주시 호암동 산76-3,36.9604513051,127.9224554434,1,0,2019-11-27,2019-10-30,일정하지않음,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,충주시청 위생과,043-850-3472,2020-06-30,4390000,충청북도 충주시
평택-제천선 중앙탑 졸음쉼터 내,7,충청북도,충주시,,충청북도 충주시 중앙탑면 하구암리 352-3,,,1,0,2019-12-02,2021-01-18,없음,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,주류,충주시청 위생과,043-850-3472,2020-06-30,4390000,충청북도 충주시
자유시장아케이트내,99,충청북도,충주시,,충청북도 충주시 충의동 286,,,1,0,2020-06-22,2019-12-26,일정하지않음,17:00,23:00,17:00,23:00,,,,,,,,,,,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,주류,충주시청 위생과,043-850-3472,2020-06-30,4390000,충청북도 충주시
해운대구청,8,부산광역시,해운대구,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.1631596,129.1635629,1,"연간 2,523,950원",2017-01-01,2020-12-31,일요일 휴무,08:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,해운대구,051-749-4161,2020-06-22,3330000,부산광역시 해운대구
입곡군립공원 주차장,2,경상남도,함안군,,경상남도 함안군 산인면 입곡리 1181,35.263336,128.449553,1,"년 6,870원",2016-10-10,2020-10-09,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,"주류,담배",함안군,055-580-3413,2020-07-03,5400000,경상남도 함안군
입곡군립공원 아라힐링카페,2,경상남도,함안군,,경상남도 함안군 산인면 입곡리 1310,35.2595393982,128.4510892440,1,년 900원,2018-11-14,2021-11-13,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,"주류,담배",함안군,055-580-3413,2020-07-03,5400000,경상남도 함안군
악양생태공원,4,경상남도,함안군,,경상남도 함안군 대산면 하기리 806,35.3397887526,128.3966926676,1,"년 10,870원",2018-12-06,2021-12-05,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,"주류,담배",함안군,055-580-3424,2020-07-03,5400000,경상남도 함안군
강나루생태공원,5,경상남도,함안군,,경상남도 함안군 칠서면 이룡리 996-8,35.392269,128.509703,1,"년 35,000원",2015-07-16,2020-07-15,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,"주류,담배",함안군,055-580-3416,2020-07-03,5400000,경상남도 함안군
부천종합운동장,03,경기도,부천시,경기도 부천시 소사로 482,,37.5025669833,126.7990239231,1,"연 341,000원",2019-11-01,2022-10-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,부천도시공사,032-340-0871,2020-03-02,3860000,경기도 부천시
소사국민체육센터,03,경기도,부천시,경기도 부천시 소사로 108,,37.4684393542,126.7983828114,1,"연 1,365,650원",2019-04-01,2022-03-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,부천도시공사,032-340-5324,2020-03-02,3860000,경기도 부천시
양서친환경도서관 앞,08,09,양평군,,경기도 양평군 양서면 용담리 535-15,37.5419856777,127.3232470291,1,"연 127,470원",2017-08-01,2020-04-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,양평군,031-770-2625,2020-04-27,4170000,경기도 양평군
어울림근린공원,4,경기도,동두천시,경기도 동두천시 중앙로 183,경기도 동두천시 생연동 714-6,37.89661147,127.0517101,1,"257,100원/연",2016-07-04,2020-07-04,없음,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,주류,동두천시청 농업축산위생과,031-860-2232,2020-06-30,3920000,경기도 동두천시
캠프보산 월드푸드스트리트,8,경기도,동두천시,,경기도 동두천시 보산동 429-19,37.91646779,127.0562633,12,"1,000,000/연",2020-06-20,2023-06-20,없음,18:00,23:00,18:00,23:00,00:00,00:00,00:00,00:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,00:00,00:00,주류,동두천시총 전략사업과,031-860-2275,2020-06-30,3920000,경기도 동두천시
강촌레일파크푸드,01,강원도,춘천시,,강원도 춘천시 남산면 강촌리 산 1,,,1,"40,000",2019-05-20,2021-05-20,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,춘천시,033-250-4511,2020-07-01,4180000,강원도 춘천시
치요남치킨강촌점,01,강원도,춘천시,,강원도 춘천시 남면 가정리 908,,,1,"300,000",2019-08-23,2020-08-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,춘천시,033-250-4511,2020-07-01,4180000,강원도 춘천시
엑스포시민광장,4,대전광역시,서구,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.3664685709,127.3880153885,4,0,2017-12-15,2018-02-18,연중무휴,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,대전광역시 서구 위생과,042-288-3332,2020-06-30,3660000,대전광역시 서구
위덕대학교 학교주차장,6,경상북도,경주시,경상북도 경주시 강동면 동해대로 261,경상북도 경주시 강동면 유금리 525,36.01610965,129.2825922,,문의,2018-04-01,2029-12-31,월요일+수요일+목요일+금요일+토요일+일요일,11:00,19:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경주시,054-760-1037,2020-06-30,5050000,경상북도 경주시
진접읍사무소 주차장일부,8,경기도,남양주시,경기도 남양주시 진접읍 금강로 1509-26,경기도 남양주시 진접읍 장현리 68-39,37.72632935,127.1898639,1,0,2016-01-27,2018-12-06,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
"다산동,테니스장앞주차장",3,경기도,남양주시,경기도 남양주시 경춘로 522,경기도 남양주시 다산동 3159-7,37.61024222,127.1719593,1,0,2016-01-01,2018-12-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
와부읍사무소 자치센터 주차장,8,경기도,남양주시,경기도 남양주시 와부읍 월문천로 35,경기도 남양주시 와부읍 덕소리 117-1,37.58551455,127.2163294,1,0,2016-04-21,2019-03-17,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
호평동 주차장,8,경기도,남양주시,경기도 남양주시 호평로68번길 21,경기도 남양주시 호평동 669,37.65456666,127.2489491,1,0,2016-09-06,2019-08-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
남양주체육문화센터 푸드트럭존,3,경기도,남양주시,경기도 남양주시 다산지금로 91,경기도 남양주시 이패동 산87,37.60592685,127.1777885,1,0,2018-08-01,2020-12-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
진건도서관,8,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 41-25,경기도 남양주시 진건읍 사능리 646-7,37.65513558,127.1774389,1,0,2019-06-01,2023-05-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
별내체육공원,3,경기도,남양주시,경기도 남양주시 별내3로 244(별내동),경기도 남양주시 별내동 910,37.65972953,127.1213599,1,0,2019-07-07,2022-07-06,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
다산동사무소,8,경기도,남양주시,경기도 남양주시 다산중앙로 7(다산동),경기도 남양주시 다산동 6150,37.6139266,127.1555493,1,0,2019-10-08,2021-10-13,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
진접읍사무소 주차장일부,8,경기도,남양주시,경기도 남양주시 진접읍 금강로 1509-26,경기도 남양주시 진접읍 장현리 68-39,37.72632935,127.1898639,1,0,2016-01-27,2018-12-06,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
"다산동,테니스장앞주차장",3,경기도,남양주시,경기도 남양주시 경춘로 522,경기도 남양주시 다산동 3159-7,37.61024222,127.1719593,1,0,2016-01-01,2018-12-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
와부읍사무소 자치센터 주차장,8,경기도,남양주시,경기도 남양주시 와부읍 월문천로 35,경기도 남양주시 와부읍 덕소리 117-1,37.58551455,127.2163294,1,0,2016-04-21,2019-03-17,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
호평동 주차장,8,경기도,남양주시,경기도 남양주시 호평로68번길 21,경기도 남양주시 호평동 669,37.65456666,127.2489491,1,0,2016-09-06,2019-08-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
남양주체육문화센터 푸드트럭존,3,경기도,남양주시,경기도 남양주시 다산지금로 91,경기도 남양주시 이패동 산87,37.60592685,127.1777885,1,0,2018-08-01,2020-12-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
진건도서관,8,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 41-25,경기도 남양주시 진건읍 사능리 646-7,37.65513558,127.1774389,1,0,2019-06-01,2023-05-31,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
별내체육공원,3,경기도,남양주시,경기도 남양주시 별내3로 244(별내동),경기도 남양주시 별내동 910,37.65972953,127.1213599,1,0,2019-07-07,2022-07-06,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
다산동사무소,8,경기도,남양주시,경기도 남양주시 다산중앙로 7(다산동),경기도 남양주시 다산동 6150,37.6139266,127.1555493,1,0,2019-10-08,2021-10-13,없음,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,남양주시,031-590-8676,2020-01-22,3990000,경기도 남양주시
용평리조트,2,강원도,평창군,강원도 평창군 대관령면 올림픽로 715,강원도 평창군 대관령면 용산리 130,37.6551363873,128.7038011422,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
알펜시아 리조트,2,강원도,평창군,강원도 평창군 대관령면 솔봉로 325,강원도 평창군 대관령면 용산리 195-1,37.6627446072,128.6823846979,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,평창군,033-330-2314,2020-06-29,4280000,강원도 평창군
