업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜건아렌트카,주사업장,서울특별시 용산구 독서당로 23,,37.5306075704,127.0071682853,독서당로 23,,,78,7,71,0,0,,,,,,,,00:00,24:00,,,,,,,,02-798-2410,2020-07-08,3020000,서울특별시 용산구
㈜렌트온,주사업장,서울특별시 용산구 한남대로10길 60,,37.5331519190,127.0083678092,양천구 중앙로29길 41,,,50,45,5,0,0,,,,,,,,00:00,24:00,,,,,,,,02-798-2080,2020-07-08,3020000,서울특별시 용산구
㈜코리도어,주사업장,서울특별시 용산구 원효로 268,,37.5409331621,126.9704493762,미8군부대내,,,50,45,5,0,0,,,,,,,,00:00,24:00,,,,,,,,02-6383-2570,2020-07-08,3020000,서울특별시 용산구
에이제이렌터카㈜,영업소,강원도 인제군 인제읍 비봉로 37-1,강원도 인제군 인제읍 상동리 249-5,38.0661986210,128.1744570109,강원도 인제군 인제읍 비봉로 15번길 4,"강원도 인제군 인제읍 상동리 256-1, 3",30,85,83,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,www.ajrentacar.co.kr,김도균,033-461-4446,2020-06-25,4330000,강원도 인제군
㈜로또렌터카,영업소,강원도 인제군 북면 금강로 29,강원도 인제군 북면 원통리 650-5,38.1227565544,128.206377,강원도 인제군 북면 금강로 29,강원도 인제군 북면 원통리 650-5,5,3,3,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,홍성희,033-462-8822,2020-06-25,4330000,강원도 인제군
㈜글로리렌터카,영업소,강원도 인제군 인제읍 비봉로44번길 59,강원도 인제군 인제읍 남북리 792-1,38.0623358329,128.169363,강원도 인제군 인제읍 비봉로44번길 55,강원도 인제군 인제읍 남북리 792-3,1,1,1,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,민겸욱,033-463-8294,2020-06-25,4330000,강원도 인제군
㈜현대관광렌트카,영업소,강원도 인제군 인제읍 비봉로 37-1,강원도 인제군 인제읍 상동리 249-5,38.0661986210,128.1744570109,강원도 인제군 인제읍 비봉로 15번길 4,강원도 인제군 인제읍 상동리 256-1,3,3,1,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,김도균,033-461-4446,2020-06-25,4330000,강원도 인제군
㈜조은렌트카,영업소,충청남도 부여군 부여읍 동문로 142번길 2,,36.2646567957,126.9441807476,충청남도 부여군 부여읍 신기정로 72-23,충청남도 부여군 부여읍 군수리 49,66,3,3,0,0,0,,,,,,,,08:30,19:00,,,,,,,장창기,041-836-5858,2020-06-30,4570000,충청남도 부여군
(주)스마트렌트카,영업소,충청남도 부여군 규암면 내동로 11,,36.2696971255,126.8848553954,충청남도 부여군 은산면 은남로 92-18,충청남도 부여군 은산면 가중리 345-10,6600,316,291,25,0,0,,,,,,,,09:00,18:00,,,,,,,홍석희,042-488-2141,2020-06-30,4570000,충청남도 부여군
㈜삼성렌트카,영업소,충청남도 부여군 부여읍 신기정로 72-23,,36.2659492638,126.9068150412,충청남도 부여군 구룡면 흥수로 215,충청남도 부여군 구룡면 태양리 82-2,165,16,12,4,0,0,,,,,,,,09:00,19:00,,,,,,,백종덕,041-833-5020,2020-06-30,4570000,충청남도 부여군
(자)기풍렌트카,영업소,충청남도 부여군 부여읍 계백로 322-1,,36.2759447333,126.9157827172,충청남도 부여군 규암면 진변로 39-5,충청남도 부여군 규암면 규암리 18-8,160,4,3,1,0,0,,,,,,,,08:00,20:00,,,,,,,김대호,041-835-1577,2020-06-30,4570000,충청남도 부여군
신형렌트카,주사업장,충청북도 제천시 의림대로 1,충청북도 제천시 영천동 1381-1,37.128453,128.204112,충청북도 제천시 의림대로 1,충청북도 제천시 영천동 1381-1,60,34,31,3,0,0,50000,60000,70000,120000,120000,,,06:00,22:00,06:00,22:00,06:00,22:00,"설,추석 당일",ww.w신형렌트카.com,정우영,043-645-5888,2020-07-09,4400000,충청북도 제천시
삼지렌트카,주사업장,충청북도 제천시 청전대로 93,충청북도 제천시 청전동 197-6,37.148717,128.208703,충청북도 제천시 청전대로 93,충청북도 제천시 청전동 197-6,53,45,40,5,1,0,,60000,70000,120000,120000,,,08:30,22:00,08:30,22:00,00:00,00:00,"설,추석 당일",www.3grentcar.com,강민석,043-648-1006,2020-07-09,4400000,충청북도 제천시
베스트렌트카,영업소,"충청북도 제천시 원화산로 154, 2층",충청북도 제천시 동현동 358,37.130129,128.220456,충청북도 제천시 원화산로 154,충청북도 제천시 동현동 358,18,16,15,1,0,0,50000,70000,80000,120000,110000,,,08:00,19:00,08:00,19:00,08:00,19:00,연중무휴,www.bestrentcar.kr,김광태,043-646-1777,2020-07-09,4400000,충청북도 제천시
애니렌트카,영업소,충청북도 제천시 숭문로 72,충청북도 제천시 의림동 48-6,37.139416,128.207455,충청북도 제천시 숭문로 72,충청북도 제천시 의림동 48-6,26,23,20,3,0,0,50000,60000,80000,150000,200000,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,고병석,043-647-0647,2020-07-09,4400000,충청북도 제천시
㈜영호렌트카,주사업장,경상북도 안동시 경동로 690-1(운흥동),,36.5628868438,128.7334438446,경상북도 안동시 경동로 690-1                       경상북도 안동시 풍산읍 상리길 121-1경상북도 안동시 샘들길 12-3,,,47,38,9,0,0,,,,,,,,08:00,20:00,,,,,,,,054-853-8300,2020-07-13,5070000,경상북도 안동시
㈜씨엔에스렌터카,영업소,경상북도 안동시 퇴계로 50,,36.5635875476,128.7263869943,경상북도 안동시 퇴계로 50,,,1,0,1,0,0,,,,,,,,08:00,20:00,,,,,,,,054-859-0022,2020-07-13,5070000,경상북도 안동시
㈜경일알씨,영업소,경상북도 안동시 경동로 521,,36.5640217354,128.7147847929,경상북도 안동시 경동로 521,,,1,1,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-842-9100,2020-07-13,5070000,경상북도 안동시
솔렌트카㈜,영업소,경상북도 안동시 태화길 143,,36.5592517276,128.7101403163,경상북도 예천군 예천읍 갈구2길 81,,,1,1,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-842-9100,2020-07-13,5070000,경상북도 안동시
㈜인스렌트카,영업소,"경상북도 안동시 안기천로 12, 2층",,36.5585780392,128.7156383751,경상북도 안동시 옥동1길 27-20경상북도 안동시 풍산읍 본마을길 94,,,16,16,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-821-4600,2020-07-13,5070000,경상북도 안동시
㈜제로렌트카,영업소,경상북도 안동시 경북대로 581,,36.5804158435,128.6979917578,경상북도 안동시 경북대로 581,,,4,4,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-852-2563,2020-07-13,5070000,경상북도 안동시
㈜대구렌트카,영업소,경상북도 안동시 경북대로 519,,36.5748885092,128.6973881048,경상북도 안동시 풍산읍 노리 368-1,,,11,11,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-843-1600,2020-07-13,5070000,경상북도 안동시
㈜거성운수,영업소,경상북도 안동시 말구리4길 39-4,,36.5682917745,128.7055498685,경상북도 안동시 은행나무로 57,,,7,6,1,0,0,,,,,,,,08:00,20:00,,,,,,,,054-857-8723,2020-07-13,5070000,경상북도 안동시
SK렌터카㈜,영업소,"경상북도 안동시 경동로 246, 1층",,36.5726143590,128.6879950319,경상북도 안동시 경동로 246,,,11,11,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-841-7850,2020-07-13,5070000,경상북도 안동시
㈜현대렌트카,영업소,경상북도 안동시 맑은샘길 12,,36.5628849270,128.7283639725,경상북도 안동시 맑은샘길 12,,,0,0,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-843-0011,2020-07-13,5070000,경상북도 안동시
㈜렌트카엠,영업소,경상북도 안동시 송하1길 110-26,,36.5674838271,128.6926999042,경상북도 안동시 풍천면 풍일로 1338경상북도 풍천면 어담리 819-4,,,3,3,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-805-7722,2020-07-13,5070000,경상북도 안동시
롯데렌탈㈜,영업소,경상북도 안동시 경동로 503-3,,36.5651992945,128.7133498267,경상북도 안동시 경동로 503-3,,,2,2,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-843-9933,2020-07-13,5070000,경상북도 안동시
㈜글로벌금오렌트카,영업소,경상북도 안동시 경동로 962-3,,36.5538013852,128.7592400304,경상북도 안동시 경동로 962-3경상북도 안동시 북후면 북평로 892경상북도 안동시 북후면 옹천리 575-8,,,17,15,2,0,0,,,,,,,,08:00,20:00,,,,,,,,054-822-1282,2020-07-13,5070000,경상북도 안동시
㈜제이케이렌트카,영업소,경상북도 안동시 경동로 178,,36.5743158967,128.6813383545,경상북도 안동시 서후면 서선길 179,,,21,20,1,0,0,,,,,,,,08:00,20:00,,,,,,,,054-843-2222,2020-07-13,5070000,경상북도 안동시
㈜극동오토렌탈,영업소,경상북도 안동시 단원로 113,,36.5709467907,128.7161800871,경상북도 안동시 매화길 81-8,,,15,13,2,0,0,,,,,,,,08:00,20:00,,,,,,,,054-843-3399,2020-07-13,5070000,경상북도 안동시
㈜미르렌트카,영업소,경상북도 안동시 단원로 59,,36.5717866344,128.7104077928,경상북도 안동시 강남로 68-6,,,2,2,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-841-1212,2020-07-13,5070000,경상북도 안동시
㈜미르렌트카 안동터미널,영업소,경상북도 안동시 경동로 157,,36.5749480697,128.6789346169,경상북도 안동시 강남로 173,,,6,6,0,0,0,,,,,,,,08:00,20:00,,,,,,,,054-841-1212,2020-07-13,5070000,경상북도 안동시
㈜쏘카,영업소,경상북도 안동시 앙실2길 13,,36.5582236802,128.6774825337,경상북도 안동시 앙실2길 13,,,17,17,0,0,0,,,,,,,,08:00,20:00,,,,,,,,000-0000-0000,2020-07-13,5070000,경상북도 안동시
㈜하이렌터카,영업소,"경상북도 안동시 태화길 143, 2층",,36.5592517276,128.7101403163,경상북도 예천군 예천읍 갈구2길 81,,,9,8,1,0,0,,,,,,,,08:00,20:00,,,,,,,,054-213-2114,2020-07-13,5070000,경상북도 안동시
㈜힐튼렌트카,영업소,경상북도 안동시 강남로 173,,36.5525606648,128.7200350228,경상북도 안동시 강남로 173,,,13,12,1,0,0,,,,,,,,08:00,20:00,,,,,,,,054-238-5655,2020-07-13,5070000,경상북도 안동시
영일산업㈜,주사업장,경상북도 경산시 원효로 42길 1,,35.81855307,128.758432,,"경상북도 경산시 자인면 서부리 428-3, 429",,90,85,5,0,0,,,,,,,,09:00,23:00,,,,,,,,053-384-0101,2020-07-06,5130000,경상북도 경산시
㈜유렌트카,주사업장,경상북도 경산시 중방로 21,,35.830469,128.7365913,,경상북도 경산시 남산면 상대리 575,,70,62,8,0,0,,,,,,,,09:00,23:00,,,,,,,,053-811-8888,2020-07-06,5130000,경상북도 경산시
㈜건일렌터카,주사업장,경상북도 경산시 하양읍 대경로 686,,35.9090805,128.816409,경상북도 경산시 조영길 7-4,,,68,64,4,0,0,,,,,,,,09:00,23:00,,,,,,,,053-851-0020,2020-07-06,5130000,경상북도 경산시
㈜국제렌트카,영업소,경상북도 경산시 진량읍 대구대로 224(1층),,35.896767,128.847575,,경상북도 경산시 남산면 상대리 575,,14,11,3,0,0,,,,,,,,09:00,23:00,,,,,,,,053-856-9600,2020-07-06,5130000,경상북도 경산시
㈜뉴그린렌트카,영업소,경상북도 경산시 대학로 205,,35.83450277,128.745358,경상북도 경산시 대학로 205,,,16,16,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-811-0854,2020-07-06,5130000,경상북도 경산시
㈜새한글로벌렌트카,영업소,경상북도 경산시 진량읍 대학로 1394,,35.90348031,128.824932,"경상북도 경산시 진량읍 대학로 1394, 대구광역시 달성군 화원읍 설화본길 42-12",,,60,52,8,0,0,,,,,,,,09:00,23:00,,,,,,,,053-852-5900,2020-07-06,5130000,경상북도 경산시
㈜쏘카,영업소,경상북도 경산시 경청로 219길 4-6(3층),,35.803659,128.738237,경상북도 경산시 경청로 219길 4-6 3층,,,42,42,0,0,0,,,,,,,,09:00,23:00,,,,,,,,02-1661-3315,2020-07-06,5130000,경상북도 경산시
㈜전연령렌트카,영업소,"경상북도 경산시 대학로 324, 경상북도 경산시 하양읍 대경로 686",,35.83876212,128.756838,,경상북도 경산시 조영동 346-3,,0,0,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-818-8777,2020-07-06,5130000,경상북도 경산시
㈜토탈렌트카,영업소,"경상북도 경산시 대학로 324, 경상북도 경산시 하양읍 대경로 686",,35.83876212,128.756817,,경상북도 경산시 조영동 346-3,,0,0,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-851-0020,2020-07-06,5130000,경상북도 경산시
㈜한지렌트카,영업소,경상북도 경산시 중방로 22,,35.82975893,128.736409,,경상북도 경산시 중방동 22,,46,38,8,0,0,,,,,,,,09:00,23:00,,,,,,,,053-802-5222,2020-07-06,5130000,경상북도 경산시
㈜한진렌트카,영업소,경상북도 경산시 진량읍 대학로 1394 (305호),,35.90348031,128.824967,,"경상북도 경산시 자인면 신관리 454, 455, 경상북도 경산시 진량읍 대학로 1401, 경상북도 경산시 중방동 835-5",,34,33,1,0,0,,,,,,,,09:00,23:00,,,,,,,,053-851-1725,2020-07-06,5130000,경상북도 경산시
고려렌트카㈜,영업소,경상북도 경산시 강변동로 260,,35.832834,128.734067,,"경상북도 경산시 중방동 180-3, 경상북도 경산시 중방동 222-1, 경상북도 경산시 중방동 222-3, 경상북도 경산시 중방동 800-77",,11,2,5,0,0,,,,,,,,09:00,23:00,,,,,,,,053-812-8811,2020-07-06,5130000,경상북도 경산시
극동오토렌탈,영업소,,경상북도 경산시 계양동 665-4,35.821803,128.751753,경상북도 경산시 진량읍 대학로 1442-6,,,6,5,1,0,0,,,,,,,,09:00,23:00,,,,,,,,053-817-8700,2020-07-06,5130000,경상북도 경산시
에이제이렌트카㈜,영업소,경상북도 경산시 대학로 104 (5층),,35.833657,128.734168,,경상북도 경산시 압량면 부적리 70-5,,5,5,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-817-4411,2020-07-06,5130000,경상북도 경산시
인스렌트카㈜,영업소,경상북도 경산시 압량면 청운2로 86 (앨리스 1층),,35.843629,128.756943,,"경상북도 경산시 중방동 838-15, 경상북도 경산시 남산면 상대리 575",,12,12,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-264-7100,2020-07-06,5130000,경상북도 경산시
㈜하나로렌트카,영업소,,경상북도 경산시 중방동 219-4,35.83352224,128.7336662,,경상북도 경산시 중방동 219-4,,16,15,1,0,0,,,,,,,,09:00,23:00,,,,,,,,053-801-3131,2020-07-06,5130000,경상북도 경산시
㈜알앤에이,영업소,경상북도 경산시 박물관로1길 10,,35.817003,128.760698,,경상북도 경산시 박물관로1길 10,,30,30,0,0,0,,,,,,,,09:00,23:00,,,,,,,,1644-5022,2020-07-06,5130000,경상북도 경산시
㈜롯데렌탈,영업소,경상북도 경산시 압량면 대학로 350,,35.840088,128.759122,,경상북도 경산시 압량면 부적리 306,,0,0,0,0,0,,,,,,,,09:00,23:00,,,,,,,,000-0000-0000,2020-07-06,5130000,경상북도 경산시
(유)더굿카,영업소,경상북도 경산시 박물관로1길 10,,35.8170711,128.760698,경상북도 경산시 박물관로1길 10,,,14,14,0,0,0,,,,,,,,09:00,23:00,,,,,,,,000-0000-0000,2020-07-06,5130000,경상북도 경산시
㈜안전렌터카,영업소,경상북도 경산시 하양읍 대경로 693-1,,35.90970217,128.816601,경상북도 경산시 하양읍 대경로 693-1,,,5,5,0,0,0,,,,,,,,09:00,23:00,,,,,,,,000-0000-0000,2020-07-06,5130000,경상북도 경산시
㈜허니문렌트카,주사업장,"서울특별시 노원구 동일로 986,102동 210호(공릉동, 프레미어스엠코)",,37.6186102525,127.0763795662,"서울특별시 양천구 중앙로29길 41 (신정동,다락골공영주차장)",,,68,65,3,0,0,,,,,,,,00:00,23:59,,,,,,,,02-953-8888,2020-07-14,3100000,서울특별시 노원구
케이비오토렌트매니지먼트㈜,주사업장,서울특별시 노원구 월계동 411-34,,37.621774,127.061664,서울특별시 노원구 월계동 411-34,,,326,306,20,0,0,,,,,,,,00:00,23:59,,,,,,,,02-990-2346,2020-07-14,3100000,서울특별시 노원구
㈜새롬오토랜드,주사업장,서울특별시 노원구 덕릉로 703(중계동),,37.6605427693,127.0752982464,서울특별시 중랑구 사가정로 332,,,56,46,10,0,0,,,,,,,,00:00,23:59,,,,,,,,02-3391-8240,2020-07-14,3100000,서울특별시 노원구
㈜크라운렌트카,주사업장,"서울특별시 노원구 동일로 1002, 202호 (공릉동)",,37.6196164356,127.0753203834,서울특별시 동대문구 청계천로 525,,,83,74,9,0,0,,,,,,,,00:00,23:59,,,,,,,,02-973-2222,2020-07-14,3100000,서울특별시 노원구
㈜뉴스마일렌트카,주사업장,"서울특별시 노원구 한글비석로 383, 117호(중계동,삼창타워프라자)",,37.6591134087,127.0730755247,서울특별시 용산구 후암로28길 21,,,74,70,4,0,0,,,,,,,,00:00,23:59,,,,,,,,02-932-2501,2020-07-14,3100000,서울특별시 노원구
에이티렌터카㈜,주사업장,"서울특별시 노원구 월계로 334, 318호(월계동, 그랑디오피스텔)",,37.6290182983,127.057615,서울특별시 서초구 명달로45 (방배동),,,129,129,0,0,0,,,,,,,,00:00,23:59,,,,,,,,02-3292-1124,2020-07-14,3100000,서울특별시 노원구
e-토이렌트카,주사업장,"서울특별시 노원구 노원로 428, 202호 (상계동,상계2차중앙하이츠아파트상가)",,37.6545284399,127.0683522388,서울특별시 노원구 상계로10길 14,,,62,60,2,0,0,,,,,,,,00:00,23:59,,,,,,,,02-1577-7593,2020-07-14,3100000,서울특별시 노원구
에이지렌트카㈜,주사업장,"서울특별시 노원구 동일로243길 29, 내제1호 3층 301호 (상계동)",,37.6784301718,127.053351,서울특별시 서초구 명달로45 (방배동),,,52,51,1,0,0,,,,,,,,00:00,23:59,,,,,,,,02-1588-1517,2020-07-14,3100000,서울특별시 노원구
인천공항렌트카㈜,주사업장,서울특별시 노원구 동일로 178길 10 201호(공릉동),,37.621287,127.075141,서울특별시 서초구 명달로45 (방배동),,,82,4,78,0,0,,,,,,,,00:00,23:59,,,,,,,,02-1599-2924,2020-07-14,3100000,서울특별시 노원구
뉴드림렌터카,영업소,전라북도 순창군 순창읍 신기길 31-3,전라북도 순창군 순창읍 복실리 280-2,35.3878719,127.1403049,전라북도 순창군 순창읍 신기길 31-3,전라북도 순창군 순창읍 복실리 280-2,13,8,6,2,0,0,,,,,,,,09:00,19:00,,,,,,,조규백,063-653-7240,2020-07-02,4770000,전라북도 순창군
㈜서경엔카,영업소,경상남도 함양군 함양읍 동위천3길 7,,35.5162720186,127.7259423539,경상남도 함양군 함양읍 동위천3길 7,,,27,23,4,0,0,,,,,,,,08:00,18:00,,,,,,,황상연,055-740-3252,2020-07-14,5460000,경상남도 함양군
㈜안전,영업소,경상북도 청도군 화양읍 청화1길2,경상북도 청도군 화양읍 범곡리 534-7,35.64855662,128.7317397,경상북도 청도군 청도읍 고수서1길 1,경상북도 청도군 청도읍 고수리 282-4,38,19,18,1,0,0,50000,60000,70000,120000,100000,0,0,00:00,23:59,00:00,23:59,00:00,23:59,없음,없음,윤순이,054-373-7271,2020-06-30,5190000,경상북도 청도군
(합)오토렌트카,영업소,경상북도 청도군 청도읍 중앙로 33-1,경상북도 청도군 청도읍 고수리 754-6,35.64442725,128.7473538,경상북도 청도군 청도읍 중앙로 150-1,경상북도 청도군 청도읍 원정리 1258-26,16,14,11,3,0,0,0,60000,80000,100000,100000,100000,0,08:00,22:00,08:00,22:00,08:00,,없음,없음,이기호,054-371-4343,2020-06-30,5190000,경상북도 청도군
㈜오케이렌터카,영업소,경상북도 청도군 청도읍 청화로 128,경상북도 청도군 청도읍 고수리 504-1,35.64532856,128.7403741,경상북도 청도군 청도읍 청화로 128,경상북도 청도군 청도읍 고수리 504-1,6,2,1,1,0,0,0,0,0,0,100000,0,0,09:00,18:00,,,,,"주말,공휴일",없음,김종탁,054-373-0505,2020-06-30,5190000,경상북도 청도군
준렌트카㈜,주사업장,"경기도 파주시 법원읍 화합로 97, 1층 (대능리)",,37.84672731,126.8773873,"경기도 파주시 적성면 자장리 554-1,3",,,46,42,2,0,0,,,,,,,,09:00,19:00,,,,,,,홍성천,031-958-8119,2020-07-02,4060000,경기도 파주시
자유로운수㈜,주사업장,경기도 파주시 평화로 38 (금촌동),,37.76105935,126.7714902,경기도 파주시 법원읍 가야리 173-1,,,75,71,4,0,0,,,,,,,,09:00,19:00,,,,,,,이부희　,031-949-3900,2020-07-02,4060000,경기도 파주시
㈜대아운수,주사업장,경기도 파주시 천정구로 124 (당하동),,37.74650274,126.752078,경기도 파주시 천정구로 124 (당하동),,,51,50,1,0,0,,,,,,,,09:00,19:00,,,,,,,조규택　,031-943-2777,2020-07-02,4060000,경기도 파주시
(주)프린스렌트카,주사업장,경기도 파주시 돌단풍길 27(문발동),,37.7199675,126.7109293,경기도 파주시 월롱면 덕은리 1300 LCD파크 A동 401호,,,138,39,99,0,0,,,,,,,,09:00,19:00,,,,,,,김영식,031-946-6504,2020-07-02,4060000,경기도 파주시
(주)에이엠렌트카,주사업장,"경기도 파주시 지목로 70-34, 제4동 제디-103호(문발동, 파비뇽아울렛)",,37.72498078,126.6981379,"경기도 파주시 월롱면 엘씨디로 16, LCD파크 A동 701호",,,137,136,1,0,0,,,,,,,,09:00,19:00,,,,,,,임의석,02-408-5959,2020-07-02,4060000,경기도 파주시
㈜부일렌트카,주사업장,"경기도 파주시 새꽃로 227, 5호",,37.7667841,126.7772418953,"경기도 파주시 문산읍 내포리 548-3,549",,,88,82,6,0,0,,,,,,,,09:00,19:00,,,,,,,최병철,031-945-0333,2020-07-02,4060000,경기도 파주시
㈜제이씨코리아베이스,주사업장,"경기도 파주시 청석로 307, 301호 (다율동)",,37.7295181,126.7175477,"경기도 파주시 청석로 307, 대경주차빌딩(다율동)",,,64,7,57,0,0,,,,,,,,09:00,19:00,,,,,,,김인국,031-942-6505,2020-07-02,4060000,경기도 파주시
준카 주식회사,주사업장,경기도 파주시 문산읍 문향로84번길 10,,37.85913989,126.7870368,경기도 파주시 월롱면 덕은리 1271,,,153,145,8,0,0,,,,,,,,09:00,19:00,,,,,,,"전재현, 윤선애",031-959-9201,2020-07-02,4060000,경기도 파주시
㈜쓰리케이스컴퍼니,주사업장,"경기도 파주시 하우3길 17, 2층",,37.71829567,126.7712171,"경기도 파주시 미래로 369-55, 4층, 5층",,,90,88,2,0,0,,,,,,,,09:00,19:00,,,,,,,"배소연, 황광선",1666-9778,2020-07-02,4060000,경기도 파주시
㈜하이원렌터카,주사업장,"경기도 파주시 방촌로 300-1, 201호 (맥금동)",,37.7725214,126.725265,경기도 고양시 덕양구 덕은동 569-11외 11필지,,,50,43,7,0,0,,,,,,,,09:00,19:00,,,,,,,이동제,031-123-4567,2020-07-02,4060000,경기도 파주시
㈜엠에이치 렌터카,주사업장,경상북도 경주시 원화로 266(성동동),,35.847357,129.218051,,경상북도 경주시 성동동 96,,48,46,2,0,0,,,,,,,,09:00,18:00,,,,,,,,054-741-4025,2020-07-14,5050000,경상북도 경주시
㈜우성렌터카,주사업장,경상북도 경주시 양정로 155-8(성동동),,35.84788501,129.2210931,경상북도 경주시 양정로 155-8(성동동),,,69,65,4,0,0,,,,,,,,08:00,23:00,,,,,,http://www.woosungrentcar.kr,,054-775-2000,2020-07-14,5050000,경상북도 경주시
㈜한지렌트카,주사업장,경상북도 경주시 승삼1길 5-3(용강동),,35.87698773,129.2289818,,경상북도 경주시 안강읍 하곡리 277,,35,26,9,0,0,,,,,,,,08:30,18:30,,,,,,http://hanjirentcar.co.kr,,054-277-9119,2020-07-14,5050000,경상북도 경주시
㈜한지렌트카,영업소,경상북도 경주시 태종로 714(사정동),,35.83870796,129.2061423,,경상북도 경주시 안강읍 하곡리 277,,23,18,5,0,0,,,,,,,,08:30,18:30,,,,,,http://hanjirentcar.co.kr,,054-277-9119,2020-07-14,5050000,경상북도 경주시
㈜한지렌트카,영업소,경상북도 경주시 외동읍 산업로 2681,,35.7497307,129.3154481,,경상북도 경주시 외동읍 죽동리 13-9,,27,27,0,0,0,,,,,,,,08:30,18:30,,,,,,http://hanjirentcar.co.kr,,054-277-9119,2020-07-14,5050000,경상북도 경주시
브이아이피렌트카㈜,영업소,경상북도 경주시 태종로 706(사정동),,35.8386021,129.205388,,경상북도 경주시 노서동 171-12,,13,12,1,0,0,,,,,,,,09:00,18:00,,,,,,,,054-274-4972,2020-07-14,5050000,경상북도 경주시
㈜한진렌트카,영업소,경상북도 경주시 소금강로 3(용강동),,35.86002814,129.2208034,,경상북도 경주시 안강읍 하곡리 277,,18,18,0,0,0,,,,,,,,08:30,18:30,,,,,,,,054-277-9119,2020-07-14,5050000,경상북도 경주시
㈜한진렌트카,영업소,경상북도 경주시 원효로 131(황오동),,35.8419672,129.2154123,경상북도 경주시 산업로 2890(시래동),,,11,9,2,0,0,,,,,,,,08:30,18:30,,,,,,,,054-277-9119,2020-07-14,5050000,경상북도 경주시
엠알렌트카㈜,영업소,경상북도 경주시 태종로 195(효현동),,35.8318713,129.1600078,경상북도 경주시 태종로 195(효현동),,,4,4,0,0,0,,,,,,,,09:00,18:00,,,,,,,,054-277-9119,2020-07-14,5050000,경상북도 경주시
(주)세종통운,영업소,경상남도 함양군 함양읍 용평3길 33,,35.5188390568,127.7306881782,경상남도 함양군 함양읍 고운로 220,,,23,16,7,0,0,55000,70000,80000,100000,120000,,,08:00,20:00,08:00,20:00,08:00,20:00,,,강점자,055-962-4321,2020-07-14,5460000,경상남도 함양군
(주)서경렌트카,영업소,경상남도 함양군 함양읍 고운로 107,,35.5217630273,127.7330298178,경상남도 함양군 함양읍 함양로 1281,,,12,11,1,0,0,,70000,90000,110000,140000,,,08:00,18:00,08:00,18:00,08:00,20:00,,,김진숙,055-964-8282,2020-07-14,5460000,경상남도 함양군
굿렌트카,주사업장,"서울특별시 강남구 개포로623, 209호(개포동, 대청타워)",,37.49434255,127.079623,서울특별시 강남구 논현동 192-9,,,68,68,0,0,0,,,,,,,,00:00,00:00,,,,,,,,00-000-0000,2020-06-25,3220000,서울특별시 강남구
영일기업㈜,주사업장,경상북도 경산시 원효로 42길 1,,35.81855307,128.7584471,,"경상북도 경산시 자인면 서부리 428-3, 429",,71,71,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-813-0101,2020-07-06,5130000,경상북도 경산시
㈜서경렌트카,영업소,경상남도 고성군 고성읍 송학고분로 319,경상남도 고성군 고성읍 송학리 416-83,34.98170224,128.3247955,경상남도 고성군 고성읍 송학리 416-83,,,22,22,0,0,0,,,,,,,,09:00,23:00,,,,,,,남경태,055-672-6585,2020-07-10,5420000,경상남도 고성군
㈜삼성렌트카,영업소,경상남도 고성군 고성읍 중앙로 88,경상남도 고성군 고성읍 동외리 162-7,34.97492613,128.329551,경상남도 고성군 고성읍 동외리 162-7,,,30,27,3,0,0,,,,,,,,09:00,23:00,,,,,,,유동민,055-673-5757,2020-07-10,5420000,경상남도 고성군
