업소명,업종명코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,업소전화번호,할인적용최소연령,할인율,할인금액,할인대상서비스명,할인부가정보,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,경로우대업소지정일자,경로우대업소해제일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
솔미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 서당로3길 123-8,,35.85238354,128.4952276,000-0000-0000,65,,,,,08:40,19:30,08:40,19:30,08:40,19:30,2018-08-29,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
신창이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 진천로18길 27(대천동),,35.8169002,128.5244032400,053-633-3022,65,,,,,07:00,20:00,07:00,20:00,07:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
삼성이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상원로 143(월성동),,35.82084121,128.5280103,053-644-6178,65,,,,,08:30,19:30,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
머리하는곳,7 ,대구광역시,달서구,27290,대구광역시 달서구 월성로 77,,35.83004237,128.528337,053-636-0021,65,,,,,09:00,20:00,09:00,20:00,09:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
수헤어,7 ,대구광역시,달서구,27290,대구광역시 달서구 월성로 74,,35.8309968076,128.5271605063,053-639-1804,65,,,,,09:30,20:00,09:30,20:00,09:30,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
차앤박헤어,7 ,대구광역시,달서구,27290,대구광역시 달서구 월성로 36,,35.8316219291,128.5315724119,053-633-5532,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
황위수 헤어,7 ,대구광역시,달서구,27290,대구광역시 달서구 학산로7길 39,,35.83156785,128.5298746,053-644-4993,65,,,,,09:00,19:00,09:00,19:00,09:00,19:00,2018-04-26,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
진천이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상화로21길 40(진천동),,35.81022844,128.5248305,053-631-1383,65,,,,,08:00,20:30,08:00,20:30,08:00,20:30,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
부림이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로22길 11(진천동),,35.81373646,128.5265286835,053-632-8679,65,,,,,07:00,19:00,07:00,19:00,07:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
청구이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 진천로 41(진천동),,35.81196316,128.5238792,053-632-7261,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
은정이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 진천로10길 48(진천동),,35.81204326,128.5261703,053-632-6958,65,,,,,07:30,20:00,07:30,20:00,07:30,20:00,2018-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
그린이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 당산동길 73(성당동),,35.84524618,128.5487631,000-0000-0000,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
착한헤어 착한사랑 가게,7 ,대구광역시,달서구,27290,대구광역시 달서구 성당로 207-1(성당동),,35.8509822,128.5730372,000-0000-0000,65,,,,,10:00,19:00,10:00,19:00,10:00,19:00,2018-10-08,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
혜림이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 달구벌대로378길 121(두류동),,35.85628632,128.570241,053-657-3466,65,,,,,06:00,18:00,06:00,18:00,06:00,18:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
신화이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 명덕로2길 39(두류동),,35.86004936,128.5711871,053-625-7925,65,,,,,07:00,19:00,07:00,19:00,07:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
시장이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 파도고개로16길 21(두류동),,35.85641997,128.5686698,053-653-4504,65,,,,,06:30,19:00,06:30,19:00,06:30,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
서부이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 두류남길 118(두류동),,35.85705377,128.5680654,000-0000-0000,65,,,,,08:00,19:00,08:00,19:00,00:00,00:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
현대미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 명덕로2길 30,,35.86054734,128.5706850813,053-652-6925,65,,,,,09:00,21:00,09:00,21:00,09:00,21:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
강기향헤어스토리,7 ,대구광역시,달서구,27290,대구광역시 달서구 야외음악당로39동길 31(두류동),,35.8555991595,128.5546806,053-656-7824,65,,,,,08:30,20:30,08:30,20:30,08:30,20:30,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
느낌헤어,7 ,대구광역시,달서구,27290,대구광역시 달서구 상화북로 62 (진천동),,35.8117072,128.5328738,000-0000-0000,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
새별헤어스케치,7 ,대구광역시,달서구,27290,대구광역시 달서구 상화북로 56 (진천동),,35.81175497,128.5322655,053-632-0877,65,,,,,09:00,21:00,09:00,21:00,09:00,21:00,2017-10-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
주엘미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 상인서로 65(상인동),,35.81556453,128.543003,053-637-8244,65,,,,,09:00,20:00,09:00,20:00,09:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
예인헤어??,7 ,대구광역시,달서구,27290,대구광역시 달서구 상인서로 46(상인동),,35.8152372045,128.5438194,053-638-3727,65,,,,,09:30,20:00,09:30,20:00,09:30,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
광천이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상화북로 195-13(상인동),,35.81447111,128.5456071,053-636-6972,65,,,,,06:00,18:00,06:00,18:00,06:00,18:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
세정이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상화북로 177-3(상인동),,35.81287957,128.5447663,000-0000-0000,65,,,,,06:40,19:00,06:40,19:00,06:40,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
다사랑미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 상인서로 76(상인동),,35.81651286,128.5425779,000-0000-0000,65,,,,,09:30,20:00,09:30,20:00,09:30,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
박영조이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로7길 28(상인동),,35.8202097,128.5462441,000-0000-0000,65,,,,,07:00,19:00,07:00,19:00,07:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
달배이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상화로51안길 43(상인동),,35.81015062,128.5403215,053-633-7800,65,,,,,07:30,20:00,07:30,20:00,07:30,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
일신이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로42길 14(상인동),,35.81763375,128.5358461,053-631-2506,65,,,,,08:00,19:00,08:00,19:00,08:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
대구이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상원로 74(상인동),,35.81577727,128.5337643,053-632-5047,65,,,,,10:00,18:00,10:00,18:00,00:00,00:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
효명이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월곡로51길 12(상인동),,35.81718041,128.5384547,053-635-2290,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
광호이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 상원로5길 25,,35.81195026,128.5349669,000-0000-0000,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
가인헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 월곡로26안길 26,,35.80969027,128.5503767,053-637-7332,65,,,,,09:00,21:00,09:00,21:00,09:00,21:00,2016-02-10,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
작품김선미미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 상인로9안길 29(상인동),,35.81027431,128.5488094,053-641-4530,65,,,,,09:00,20:00,09:00,20:00,09:00,20:00,2007-09-09,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
은미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 월곡로 112,,35.80724121,128.5498176,000-0000-0000,65,,,,,09:00,21:00,09:00,21:00,09:00,21:00,2018-01-24,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
뉴-석미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 한실로 136(도원동),,35.80610762,128.5414337,053-641-3171,65,,,,,09:30,20:00,09:30,20:00,09:30,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
리숑헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 한실로 117(도원동),,35.80694196,128.5382969,053-643-0132,65,,,,,10:00,19:00,10:00,19:00,10:00,19:00,2008-09-09,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
까까머리미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 한실로 29,,35.8077806,128.5301145,053-632-5375,65,,,,,10:00,21:00,10:00,21:00,10:00,21:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
안나미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 도원남로 54,,35.80397398,128.5348468,053-641-2155,65,,,,,10:00,19:00,10:00,19:00,10:00,19:00,2018-08-13,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
나래미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 한실로 137,,35.80665732,128.5414596,053-634-9109,65,,,,,09:00,20:00,09:00,20:00,09:00,20:00,2012-01-10,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
수헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 도원남로 54,,35.80397398,128.5348468,053-635-2135,65,,,,,10:00,17:00,10:00,17:00,10:00,17:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
굿미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 한실로 45,,35.80854892,128.5316576,000-0000-0000,65,,,,,10:00,21:00,12:00,21:00,10:00,21:00,2015-12-17,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
진이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 용산큰못길 23(용산동),,35.85990816,128.5272623,000-0000-0000,65,,,,,13:00,18:00,13:00,18:00,13:00,18:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
주공이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 성지로 35(용산동),,35.85397217,128.5202147,053-591-1254,65,,,,,09:00,20:00,09:00,20:00,09:00,20:00,1999-07-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
미래이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 성지로14길 10(용산동),,35.85523641,128.5217398,053-587-2550,65,,,,,08:00,19:00,08:00,19:00,08:00,19:00,2007-07-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
송이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 성서동로 355-20(이곡동),,35.8529545,128.5137535,000-0000-0000,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
성서이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 달구벌대로262길 6(이곡동),,35.85084439,128.5097653,053-581-2850,65,,,,,08:00,19:00,08:00,19:00,08:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
푸짐한활어회본점식당,2 ,대전광역시,대덕구,30230,대전광역시 대덕구 송촌남로56번길 1 (송촌동),대전광역시 대덕구 송촌동 292-1,36.35562318,127.4436301,042-626-8008,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2005-10-10,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
일신남성컷,7 ,대구광역시,달서구,27290,대구광역시 달서구 중흥로4길 115(송현동),,35.82842385,128.5514914,053-622-1874,65,,,,,08:00,20:00,08:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
마을이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 앞산순환로63길 75(송현동),,35.83137308,128.5588723,053-624-5849,65,,,,,07:00,20:00,07:00,20:00,07:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
영광이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로8길 6(송현동),,35.82211862,128.5486366,053-654-0572,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
명동이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로12길 6,,35.82341739,128.5464764,053-623-4469,65,,,,,09:00,20:00,09:00,19:00,09:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
김미주헤어숍,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로72길 39,,35.82563648,128.5500222,053-629-5331,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
스칼렛헤어모드,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로8길 21(송현동),,35.82291024,128.5489741,053-625-1930,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
사랑방미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로84길 45(송현동),,35.8300698,128.5542034,053-627-0482,65,,,,,09:00,19:00,09:00,19:00,09:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
우민미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로10길 10,,35.82299713,128.5477131,000-0000-0000,65,,,,,09:00,21:00,09:00,21:00,09:00,21:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
문영미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 앞산순환로51길 27(송현동),,35.82652717,128.5542894,000-0000-0000,65,,,,,10:00,18:00,10:00,20:00,00:00,00:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
최창환헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로93길 99(송현동),,35.83494774,128.5499095,053-651-6695,65,,,,,10:00,19:00,10:00,19:00,10:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
대송이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로69길 45(송현동),,35.82744133,128.5455965,053-622-2865,65,,,,,08:00,20:00,08:00,20:00,20:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
정원미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로67길 42(송현동),,35.82662407,128.544949,053-651-0361,65,,,,,10:00,19:00,10:00,19:00,10:00,19:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
롯데미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로93길 109(송현동),,35.83495924,128.5493672,053-624-5316,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
월성이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로67길 46-16(송현동),,35.82701173,128.5449295,053-652-9994,65,,,,,07:30,20:00,07:30,20:00,07:30,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
명성이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로75길 57(송현동),,35.83005701,128.5471751,053-625-9006,65,,,,,07:30,19:30,07:30,19:30,07:30,19:30,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
예림헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로75길 36(송현동),,35.82918989,128.5475786,053-628-3649,65,,,,,10:00,17:00,10:00,17:00,10:00,17:00,2018-01-30,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
곽명숙 미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로16길 63(송현동),,35.82689285,128.545305,053-621-6781,65,,,,,09:30,19:30,09:30,19:30,09:30,19:30,2018-05-21,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
권은숙헤어라인,7 ,대구광역시,달서구,27290,대구광역시 달서구 와룡로4길 36(본동),,35.83443666,128.5394018,053-526-1420,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
제일이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 구마로14남길 52(본동),,35.83560397,128.5323256,000-0000-0000,65,,,,,07:30,18:30,07:30,18:30,07:30,18:30,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
전유란 헤어,7 ,대구광역시,달서구,27290,대구광역시 달서구 학산로7길 87(본동),,35.83608956,128.5305467,000-0000-0000,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2018-06-08,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
21세기미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로28길 91,,35.81324647,128.5333268,000-0000-0000,65,,,,,09:00,19:30,09:00,19:30,09:00,19:30,2019-06-28,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
까망머리방,7 ,대구광역시,달서구,27290,대구광역시 달서구 도원남로 54,,35.80397398,128.5348468,053-633-0034,65,,,,,09:30,19:30,09:30,19:30,09:30,19:30,2019-04-30,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
포유헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 송현로16길 52(송현동),,35.82624386,128.5453116,053-637-8055,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2019-01-17,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
승일이용소,7 ,대구광역시,달서구,27290,"대구광역시 달서구 대명천로 16, 103호",,35.839564,128.5574023,053-623-2861,65,,,,,06:30,19:30,06:30,19:30,06:30,19:30,2020-01-16,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
탈렌트 헤어샵,7 ,대구광역시,달서구,27290,대구광역시 달서구 명덕로2길 18 (두류동),,35.86098497,128.5715592,000-0000-0000,65,,,,,10:00,19:00,10:00,19:00,10:00,19:00,2020-04-22,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
뉴진천이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 월배로14길 11(진천동),,35.8129548,128.5217722,000-0000-0000,65,,,,,08:00,20:00,08:00,20:00,08:00,20:00,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
김근영미용실,7 ,대구광역시,달서구,27290,대구광역시 달서구 비슬로 2724,,35.8088325787,128.5140001665,053-631-0081,65,,,,,09:00,19:30,09:00,19:30,09:00,19:30,2015-01-01,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
읍내동풍천민물장어,2 ,대전광역시,대덕구,30230,"대전광역시 대덕구 계족로 760, 2층 (읍내동)",대전광역시 대덕구 읍내동 573-1 (2층),36.37910696,127.4270223,042-627-8899,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2014-01-01,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
정원미용실,7 ,대전광역시,대덕구,30230,대전광역시 대덕구 회덕로 14-28 (신대동),대전광역시 대덕구 신대동 214-13,36.399136,127.4226657,000-000-0000,70,10,,미용서비스,,10:00,20:00,10:00,20:00,10:00,20:00,2010-01-01,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
더뷰티헤어,7 ,대전광역시,대덕구,30230,"대전광역시 대덕구 홍도로 120, 1층 (중리동)",대전광역시 대덕구 중리동 246-1 (1층),36.3566089,127.4274701,042-627-3375,70,10,,미용서비스,,10:00,20:00,10:00,20:00,10:00,20:00,2014-01-01,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
더 김도연,7 ,대전광역시,대덕구,30230,"대전광역시 대덕구 홍도로 107, 1동 1층 (중리동)",,36.3556576,127.4271919,000-000-0000,70,10,,미용서비스,,10:00,20:00,10:00,20:00,10:00,20:00,2014-01-01,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
헤어클라라,7 ,대구광역시,달서구,27290,대구광역시 달서구 야외음악당로39길 39 (두류동),,35.85384542,128.5545132,053-625-2225,65,,,,,10:00,20:00,10:00,20:00,10:00,20:00,2019-10-24,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
삼정이용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 두류공원로49길 75,,35.85382263,128.5555427,000-0000-0000,65,,,,,07:00,19:00,07:00,19:00,07:00,19:00,2019-10-14,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
다은미용소,7 ,대구광역시,달서구,27290,대구광역시 달서구 당산로 35,,35.84019229,128.544245,000-0000-0000,65,,,,,09:30,19:00,09:30,19:00,09:30,19:00,2020-02-17,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
목련미용소,7 ,대구광역시,달서구,27290,"대구광역시 달서구 상인로5길 22 (상인동, (1층))",,35.8100822,128.5494278,000-0000-0000,65,,,,,09:00,20:00,09:00,20:00,09:00,20:00,2020-05-06,,대구광역시 달서구,053-667-3598,2020-06-16,3470000,대구광역시 달서구
은혜식당,2 ,대전광역시,대덕구,30230,대전광역시 대덕구 한밭대로1159번길 11 (중리동),대전광역시 대덕구 중리동 204-7,36.3596043,127.4272298,042-625-5248,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2006-06-29,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
유가옥설렁탕식당,2 ,대전광역시,대덕구,30230,대전광역시 대덕구 한밭대로 1161 (중리동),대전광역시 대덕구 중리동 202-1,36.35932274,127.4274883,042-626-3450,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2017-01-01,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
삼순이시골감자탕,2 ,대전광역시,대덕구,30230,"대전광역시 대덕구 한밭대로 1141, 1층 (중리동)",대전광역시 대덕구 중리동 409-4 (1층),36.3593204,127.4251471,042-625-0189,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2014-01-01,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
덕이식당,2 ,대전광역시,대덕구,30230,"대전광역시 대덕구 한남로149번길 36, 1층 (오정동)",,36.34591655,127.4153232,042-638-1790,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2014-03-13,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
공주칼국수식당,2 ,대전광역시,대덕구,30230,대전광역시 대덕구 한남로137번안길 6 (오정동),대전광역시 대덕구 오정동 490-11,36.34722491,127.4153611,042-632-2219,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2016-06-15,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
사랑채식당,2 ,대전광역시,대덕구,30230,"대전광역시 대덕구 한남로137번안길 16 (오정동,(1층))",대전광역시 대덕구 오정동 490-16 (1층),36.346918,127.415059,042-626-3215,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2007-06-07,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
은상현골목대장,2 ,대전광역시,대덕구,30230,"대전광역시 대덕구 한남로137번길 31, 1층 (오정동)",대전광역시 대덕구 오정동 489-22 (1층),36.34671577,127.4166538,042-623-8846,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2018-11-14,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
제일추어탕,2 ,대전광역시,대덕구,30230,대전광역시 대덕구 한남로 137 (오정동),대전광역시 대덕구 오정동 490-6,36.3474034,127.4151646,042-633-1190,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2010-04-09,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
자연산형제횟집,2 ,대전광역시,대덕구,30230,"대전광역시 대덕구 중리로76번길 22, 1층 (중리동)",대전광역시 대덕구 중리동 372-3 (1층),36.36571058,127.4263896,042-624-2957,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2018-05-17,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
용궁식당,2 ,대전광역시,대덕구,30230,대전광역시 대덕구 중리로75번길 22 (중리동),대전광역시 대덕구 중리동 363-21,36.3658575,127.4237284,042-625-7694,70,10,,음식,,12:00,18:00,12:00,18:00,12:00,18:00,2005-11-08,,대전광역시 대덕구,042-608-6883,2020-04-29,3680000,대전광역시 대덕구
