원천도형ID,읍면동코드,읍면동명,데이터기준일자,제공기관코드,제공기관명
100,27290115,상인동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2897,46810320,칠량면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1027,28200107,남촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2996,41190115,옥길동,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,26260105,복천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1089,28260108,가정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1411,28260119,오류동,2018-01-11,AAAAAAA,공공데이터활용지원센터
787,28260106,연희동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1090,28260109,신현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
716,42110128,신동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,42130107,단구동,2018-01-11,AAAAAAA,공공데이터활용지원센터
433,42130320,호저면,2018-01-11,AAAAAAA,공공데이터활용지원센터
434,42130330,지정면,2018-01-11,AAAAAAA,공공데이터활용지원센터
383,42150112,초당동,2018-01-11,AAAAAAA,공공데이터활용지원센터
384,42150132,지변동,2018-01-11,AAAAAAA,공공데이터활용지원센터
385,42150320,왕산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
386,42150360,사천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
387,42150330,구정면,2018-01-11,AAAAAAA,공공데이터활용지원센터
15779,48123104,외동,2018-01-11,AAAAAAA,공공데이터활용지원센터
12593,44180109,요암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
105,42170121,호현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
15780,48123111,내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1073,44200253,배방읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,42190112,통동,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,42190104,철암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
92,42190113,백산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
93,42190105,문곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
689,42210113,장사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
717,42110340,남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
718,42110380,북산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
388,42150124,신석동,2018-01-11,AAAAAAA,공공데이터활용지원센터
391,42150104,성내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
390,42150350,옥계면,2018-01-11,AAAAAAA,공공데이터활용지원센터
392,42150310,성산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
393,42150105,임당동,2018-01-11,AAAAAAA,공공데이터활용지원센터
372,42150125,입암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
795,42170129,망상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1745,42170124,삼화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,42210111,도문동,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,42210112,설악동,2018-01-11,AAAAAAA,공공데이터활용지원센터
720,42110350,서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
719,42110107,옥천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
374,42150118,장현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
375,42150120,담산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
376,42150123,월호평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
108,42170125,이기동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5041,47170115,남부동,2018-01-11,AAAAAAA,공공데이터활용지원센터
654,42230320,하장면,2018-01-11,AAAAAAA,공공데이터활용지원센터
655,42230122,오분동,2018-01-11,AAAAAAA,공공데이터활용지원센터
652,42230330,노곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
653,42230112,평전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
661,42230340,미로면,2018-01-11,AAAAAAA,공공데이터활용지원센터
721,42110250,신북읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
722,42110330,신동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
723,42110124,석사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
377,42150128,학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
378,42150137,저동,2018-01-11,AAAAAAA,공공데이터활용지원센터
379,42150135,운정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
98,42170134,신흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,42170106,효가동,2018-01-11,AAAAAAA,공공데이터활용지원센터
482,29110126,용산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1633,42820253,거진읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
87,41650103,자작동,2018-01-11,AAAAAAA,공공데이터활용지원센터
88,41650104,선단동,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,41650101,신읍동,2018-01-11,AAAAAAA,공공데이터활용지원센터
724,42110121,온의동,2018-01-11,AAAAAAA,공공데이터활용지원센터
725,42110123,퇴계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
726,42110114,소양로2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
727,42110101,봉의동,2018-01-11,AAAAAAA,공공데이터활용지원센터
370,42150114,송정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
436,42150131,유천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
412,42150117,회산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
413,42150106,금학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
102,42170105,지흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,42170128,대진동,2018-01-11,AAAAAAA,공공데이터활용지원센터
92,41650102,어룡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
754,41650106,동교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,41650105,설운동,2018-01-11,AAAAAAA,공공데이터활용지원센터
706,42110102,요선동,2018-01-11,AAAAAAA,공공데이터활용지원센터
707,42110117,근화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
708,42110390,동내면,2018-01-11,AAAAAAA,공공데이터활용지원센터
414,42150109,옥천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
415,42150111,포남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
440,42150101,홍제동,2018-01-11,AAAAAAA,공공데이터활용지원센터
441,42150110,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
737,42150129,병산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1058,42150250,주문진읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,42170136,달방동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3251,47290116,계양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2322,41670119,매룡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1681,41670123,오금동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2321,41670106,신진동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1682,41670101,상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
709,42110125,삼천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
710,42110106,중앙로3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
94,42130118,가현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
95,42130101,중앙동,2018-01-11,AAAAAAA,공공데이터활용지원센터
96,42130102,평원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,42130103,원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
98,42130104,인동,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,42150133,죽헌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
110,42170130,심곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
111,42170132,괴란동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1428,42170117,지가동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,42210104,금호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,42210110,대포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,42210105,청학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2001,41670112,상거동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1703,41670107,하동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1706,41670330,금사면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1709,41670360,북내면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1710,41670370,강천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,42130105,개운동,2018-01-11,AAAAAAA,공공데이터활용지원센터
100,42130106,명륜동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2993,41273106,목내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
120,42170120,대구동,2018-01-11,AAAAAAA,공공데이터활용지원센터
117,42170122,내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
43,42210102,동명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
44,42210107,노학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2003,41670111,연라동,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,41800330,백학면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1711,41670380,산북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1712,41670310,점동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
2002,41670250,가남읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
337,41800250,연천읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
338,41800310,군남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
339,41800340,미산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
340,41800253,전곡읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
341,41800320,청산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
115,42130114,행구동,2018-01-11,AAAAAAA,공공데이터활용지원센터
102,42130108,일산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
467,42170119,귀운동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3681,41135107,야탑동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3682,41135106,이매동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5873,48220250,산양읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
15777,48123520,중앙동,2018-01-11,AAAAAAA,공공데이터활용지원센터
433,42190111,창죽동,2018-01-11,AAAAAAA,공공데이터활용지원센터
436,42190101,황지동,2018-01-11,AAAAAAA,공공데이터활용지원센터
88,42190109,화전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
342,41800380,장남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
343,41800360,신서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
346,41800370,중면,2018-01-11,AAAAAAA,공공데이터활용지원센터
673,41800350,왕징면,2018-01-11,AAAAAAA,공공데이터활용지원센터
343,41820250,가평읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
344,41820310,설악면,2018-01-11,AAAAAAA,공공데이터활용지원센터
345,41820325,청평면,2018-01-11,AAAAAAA,공공데이터활용지원센터
346,41820330,상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
348,41820350,북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
347,41820345,조종면,2018-01-11,AAAAAAA,공공데이터활용지원센터
353,41830350,서종면,2018-01-11,AAAAAAA,공공데이터활용지원센터
355,41830310,강상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
356,41830330,양서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
357,41830380,양동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
358,41830370,청운면,2018-01-11,AAAAAAA,공공데이터활용지원센터
359,41830320,강하면,2018-01-11,AAAAAAA,공공데이터활용지원센터
360,41830395,지평면,2018-01-11,AAAAAAA,공공데이터활용지원센터
361,41830340,옥천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
694,41830400,용문면,2018-01-11,AAAAAAA,공공데이터활용지원센터
696,41830360,단월면,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,41830250,양평읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,42130110,단계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,42130112,태장동,2018-01-11,AAAAAAA,공공데이터활용지원센터
116,42130117,반곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
126,42170127,어달동,2018-01-11,AAAAAAA,공공데이터활용지원센터
127,42170115,구호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,42210103,중앙동,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,42210109,청호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,42210108,조양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
370,41830410,개군면,2018-01-11,AAAAAAA,공공데이터활용지원센터
704,42110118,우두동,2018-01-11,AAAAAAA,공공데이터활용지원센터
705,42110119,사농동,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,42130109,학성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
107,42130111,우산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
796,42170131,초구동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,42170133,만우동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,42170135,비천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,42210106,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,42210101,영랑동,2018-01-11,AAAAAAA,공공데이터활용지원센터
648,42230125,정상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
649,42230104,읍중동,2018-01-11,AAAAAAA,공공데이터활용지원센터
651,42230350,가곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
715,42110127,송암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
522,30200114,원신흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
523,30200111,봉명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
509,30200105,학하동,2018-01-11,AAAAAAA,공공데이터활용지원센터
510,30200106,계산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2436,31140115,용연동,2018-01-11,AAAAAAA,공공데이터활용지원센터
426,31140101,무거동,2018-01-11,AAAAAAA,공공데이터활용지원센터
12594,44180110,신흑동,2018-01-11,AAAAAAA,공공데이터활용지원센터
123,42170126,이로동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1329,47940320,북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1683,41670102,홍문동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1685,41670118,연양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1687,41670103,창동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1688,41670109,월송동,2018-01-11,AAAAAAA,공공데이터활용지원센터
713,42110120,후평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
714,42110126,칠전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
689,42110103,낙원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
690,42110104,중앙로1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
691,42110105,중앙로2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
692,42110113,소양로1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
397,42150115,견소동,2018-01-11,AAAAAAA,공공데이터활용지원센터
738,42150130,남항진동,2018-01-11,AAAAAAA,공공데이터활용지원센터
396,42150113,강문동,2018-01-11,AAAAAAA,공공데이터활용지원센터
406,42150122,유산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
81,42190102,장성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
82,42190117,조탄동,2018-01-11,AAAAAAA,공공데이터활용지원센터
83,42190115,상사미동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1689,41670104,우만동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1690,41670115,점봉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1691,41670116,능현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
696,42110320,동산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
697,42110400,남산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
698,42110109,죽림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
695,42110360,사북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
699,42110110,운교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
700,42110111,약사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
701,42110108,조양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
702,42110122,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
407,42150126,청량동,2018-01-11,AAAAAAA,공공데이터활용지원센터
408,42150107,용강동,2018-01-11,AAAAAAA,공공데이터활용지원센터
409,42150108,성남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
410,42150103,명주동,2018-01-11,AAAAAAA,공공데이터활용지원센터
411,42150102,남문동,2018-01-11,AAAAAAA,공공데이터활용지원센터
84,42190114,원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
434,42190110,적각동,2018-01-11,AAAAAAA,공공데이터활용지원센터
94,42190107,소도동,2018-01-11,AAAAAAA,공공데이터활용지원센터
95,42190103,금천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1692,41670117,멱곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1695,41670113,하거동,2018-01-11,AAAAAAA,공공데이터활용지원센터
703,42110115,소양로3가,2018-01-11,AAAAAAA,공공데이터활용지원센터
81,42130370,흥업면,2018-01-11,AAAAAAA,공공데이터활용지원센터
82,42130310,소초면,2018-01-11,AAAAAAA,공공데이터활용지원센터
84,42130350,부론면,2018-01-11,AAAAAAA,공공데이터활용지원센터
85,42130390,신림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
86,42130250,문막읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
87,42130113,봉산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
398,42150127,두산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
399,42150340,강동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
400,42150370,연곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
401,42150119,박월동,2018-01-11,AAAAAAA,공공데이터활용지원센터
402,42150136,난곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
403,42150139,운산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
404,42150138,안현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
96,42190108,혈동,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,42190106,동점동,2018-01-11,AAAAAAA,공공데이터활용지원센터
85,42190116,하사미동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1696,41670114,삼교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1693,41670105,단현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1694,41670108,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
89,42130115,무실동,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,42130360,귀래면,2018-01-11,AAAAAAA,공공데이터활용지원센터
92,42130380,판부면,2018-01-11,AAAAAAA,공공데이터활용지원센터
93,42130116,관설동,2018-01-11,AAAAAAA,공공데이터활용지원센터
380,42150134,대전동,2018-01-11,AAAAAAA,공공데이터활용지원센터
381,42150116,내곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
382,42150121,노암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
664,42230120,남양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
665,42230103,읍상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
666,42230101,성내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
667,42230115,마평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
668,42230116,오사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
642,42230119,성남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1697,41670120,천송동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1698,41670121,오학동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2641,41670122,현암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1700,41670110,가업동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1707,41670340,능서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
469,31200104,가대동,2018-01-11,AAAAAAA,공공데이터활용지원센터
388,30170124,원정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
389,30170121,평촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
492,30200124,구성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
494,30200123,어은동,2018-01-11,AAAAAAA,공공데이터활용지원센터
495,30200126,가정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
496,30200143,탑립동,2018-01-11,AAAAAAA,공공데이터활용지원센터
120,30230110,비래동,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,31110104,북정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
100,31110109,성안동,2018-01-11,AAAAAAA,공공데이터활용지원센터
101,31110113,동동,2018-01-11,AAAAAAA,공공데이터활용지원센터
466,31110117,약사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
430,31140104,신정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
471,31200117,신현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
13489,44825340,소원면,2018-01-11,AAAAAAA,공공데이터활용지원센터
7410,31710250,온산읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
7411,31710256,온양읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
390,30170122,오동,2018-01-11,AAAAAAA,공공데이터활용지원센터
407,30170127,괴곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
408,30170108,괴정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
803,30200117,장대동,2018-01-11,AAAAAAA,공공데이터활용지원센터
498,30200153,구룡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,31110118,반구동,2018-01-11,AAAAAAA,공공데이터활용지원센터
467,31110116,장현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
475,31200127,염포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
476,31200115,대안동,2018-01-11,AAAAAAA,공공데이터활용지원센터
5169,31710380,상북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1010,31710340,웅촌면,2018-01-11,AAAAAAA,공공데이터활용지원센터
6129,31710253,언양읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
5170,31710390,삼남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5489,31710370,두서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
6130,31710360,두동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4849,31710400,삼동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
410,30170112,둔산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
403,30170117,흑석동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2625,30170114,가수원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
499,30200137,안산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
500,30200136,수남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
468,31110114,서동,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,31110101,학성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
480,31200126,송정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
481,31200125,화봉동,2018-01-11,AAAAAAA,공공데이터활용지원센터
514,30200149,대동,2018-01-11,AAAAAAA,공공데이터활용지원센터
515,30200112,구암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
501,30200145,봉산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
502,30200152,둔곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
108,31110102,학산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
109,31110105,옥교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
161,31110106,성남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
483,31200102,호계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
482,31200101,창평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
516,30200148,금고동,2018-01-11,AAAAAAA,공공데이터활용지원센터
517,30200116,복용동,2018-01-11,AAAAAAA,공공데이터활용지원센터
503,30200133,추목동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1127,30200129,방현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
452,31110103,복산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
112,31110108,우정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
435,30140640,부사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
123,30140101,은행동,2018-01-11,AAAAAAA,공공데이터활용지원센터
124,30140115,유천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
125,30140108,호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
126,30140114,태평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,30140113,오류동,2018-01-11,AAAAAAA,공공데이터활용지원센터
518,30200131,덕진동,2018-01-11,AAAAAAA,공공데이터활용지원센터
519,30200144,용산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
505,30200151,신동,2018-01-11,AAAAAAA,공공데이터활용지원센터
506,30200150,금탄동,2018-01-11,AAAAAAA,공공데이터활용지원센터
162,31110107,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,31110112,다운동,2018-01-11,AAAAAAA,공공데이터활용지원센터
116,30140105,대흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
117,30140119,안영동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,30140125,어남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
115,30140110,대사동,2018-01-11,AAAAAAA,공공데이터활용지원센터
520,30200146,관평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
801,30200119,노은동,2018-01-11,AAAAAAA,공공데이터활용지원센터
507,30200102,교촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
508,30200118,갑동,2018-01-11,AAAAAAA,공공데이터활용지원센터
449,31110110,유곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
450,31110111,태화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
423,31140105,달동,2018-01-11,AAAAAAA,공공데이터활용지원센터
118,30140118,사정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
119,30140121,구완동,2018-01-11,AAAAAAA,공공데이터활용지원센터
436,30140620,석교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
130,30140123,목달동,2018-01-11,AAAAAAA,공공데이터활용지원센터
131,30140109,옥계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
521,30200113,덕명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
133,30140122,침산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
527,30200130,화암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1130,30200122,궁동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1138,30200134,자운동,2018-01-11,AAAAAAA,공공데이터활용지원센터
121,30230107,송촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
122,30230102,대화동,2018-01-11,AAAAAAA,공공데이터활용지원센터
434,31140110,상개동,2018-01-11,AAAAAAA,공공데이터활용지원센터
435,31140111,부곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
127,30140106,문창동,2018-01-11,AAAAAAA,공공데이터활용지원센터
128,30140117,산성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2306,30170102,변동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1988,30170111,갈마동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2307,30170110,내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1025,30170109,가장동,2018-01-11,AAAAAAA,공공데이터활용지원센터
529,30200115,상대동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1124,30200132,하기동,2018-01-11,AAAAAAA,공공데이터활용지원센터
123,30230101,오정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
130,30230103,읍내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
