육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
와동 보도육교,시도,대로1-2호선,신탄진로,대전광역시 대덕구 신탄진로 170,36.3971341,127.4241208531,31.5,,0.5,4.5,4,,,Y,엘리베이터,2,엘리베이터,2,,Y,양호,제한없음,,정기점검,2020-03-22,대전광역시 대덕구청,2020-03-30,3680000,대전광역시 대덕구
신탄진역 보도육교,구도,소로2-석봉24호선,석봉로57번길,대전광역시 대덕구 석봉로57번길 44,36.4493592,127.4276905,60,,,7,2.4,,,N,없음,,없음,,,N,양호,제한없음,,정기점검,2020-03-22,대전광역시 대덕구청,2020-03-30,3680000,대전광역시 대덕구
신대화아파트 앞 보도육교,시도,대로1-7호선,대전로,대전광역시 대덕구 대전로 1247,36.3654927,127.4183841,30,,0.5,4.5,3.5,,,N,없음,,없음,,,N,양호,제한없음,,정기점검,2020-03-22,대전광역시 대덕구청,2020-03-30,3680000,대전광역시 대덕구
남경마을 앞 보도육교,시도,대로1-2호선,신탄진로,대전광역시 대덕구 신탄진로 746,36.4439714,127.4294749,30,,0.5,4.5,4,,,Y,경사로,2,없음,,,N,양호,제한없음,,정기점검,2020-03-22,대전광역시 대덕구청,2020-03-30,3680000,대전광역시 대덕구
제조창건널목 보도육교,시도,대로1-2호선,신탄진로,대전광역시 대덕구 신탄진로 606-1,36.4316468,127.4228726,25,,0.5,7,3,,,Y,경사로,2,캐노피,3,,N,양호,제한없음,,정기점검,2020-03-22,대전광역시 대덕구청,2020-03-30,3680000,대전광역시 대덕구
갈현보도육교,시도,0,드림로,인천광역시 계양구 드림로 790번길 2,37.575996,126.721171,29,,,5,4,,,N,점자블럭,,,,,Y,양호,사용제한,,정밀점검,2019-04-01,인천광역시 계양구청,2020-06-11,3550000,인천광역시 계양구
솔뫼초교앞 육교,시도,없음,시민로,경기도 의정부시 오목로 1,37.73156851,127.0837387,36,5,,4.8,3.5,,,N,없음,,,,,N,양호,제한없음,,정기점검,2019-11-10,경기도 의정부시,2020-06-01,3820000,경기도 의정부시
금오벽산아파트앞 육교,시도,없음,금오로,경기도 의정부시 금오로80번길 15,37.75514065,127.0746762,43,5,,4.5,3,,,Y,엘리베이터,2,,,,N,양호,제한없음,,정기점검,2019-11-10,경기도 의정부시,2020-06-01,3820000,경기도 의정부시
녹양택지 육교 1,시도,없음,체육로,경기도 의정부시 체육로 298-12,37.76035818,127.0397051,35,6.7,,4.5,4,,,Y,경사로,2,,,,N,양호,제한없음,,정기점검,2019-11-10,경기도 의정부시,2020-06-01,3820000,경기도 의정부시
녹양택지 육교 2,시도,없음,본원로,경기도 의정부시 본원로 40,37.76127476,127.0411988,32,6.9,,4.5,4,,,Y,엘리베이터,2,,,,N,양호,제한없음,,정기점검,2019-11-10,경기도 의정부시,2020-06-01,3820000,경기도 의정부시
녹양택지 육교 3,시도,없음,체육로,경기도 의정부시 체육로 249-28,37.76123659,127.0368482,34,6.2,,4.5,4,,,Y,경사로,2,,,,N,양호,제한없음,,정기점검,2019-11-10,경기도 의정부시,2020-06-01,3820000,경기도 의정부시
신천육교,일반국도,42번,수인로,경기도 시흥시 신천동 714,37.441681,126.781783,50.6,5.5,,4.5,4.2,1.5,,Y,경사로,2,없음,,1987-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
은행대한주유소 앞 육교,일반국도,42번,수인로,경기도 시흥시 대야동 산1-3,37.438848,126.792077,44.7,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
대흥중학교 육교,시도,1번,서해안로,경기도 시흥시 대야동 377-100,37.446863,126.784962,32,5.5,,4.5,2.5,1.5,,N,없음,0,캐노피,2,1995-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
신천배수지 육교,시도,1번,서해안로,경기도 시흥시 신천동 산19-44,37.444734,126.780824,30.7,5.5,,4.5,2.5,1.5,,N,없음,0,없음,,1995-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
대야동사무소 육교,시도,1번,복지로,경기도 시흥시 대야동 506,37.442973,126.788858,21.3,5.5,,4.5,4,1.5,,Y,경사로,2,캐노피,2,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
보행1육교,시도,39번,정왕대로,경기도 시흥시 정왕동 1902,37.354206,126.724486,124,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
보행2육교,시도,39번,정왕대로,경기도 시흥시 정왕동 1746,37.348023,126.734518,105,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
보행3육교,시도,39번,정왕대로,경기도 시흥시 정왕동 1758,37.346008,126.737776,105,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
보행4육교,시도,39번,정왕대로,경기도 시흥시 정왕동 1630,37.338694,126.749563,105,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
정왕2육교,시도,39번,정왕대로,경기도 시흥시 정왕동 1914,37.350964,126.729704,45,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
검도수련관 앞 육교,시도,8번,봉화로,경기도 시흥시 정왕동 1888-2,37.367196,126.736695,38.26,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
능곡초등학교 앞 육교,시도,52번,능곡중앙로,경기도 시흥시 능곡동 798,37.365063,126.811409,104,5.5,,4.5,3,1.5,,Y,경사로,2,없음,,2006-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
노인복지회관 앞 육교,시도,52번,능곡중앙로,경기도 시흥시 능곡동 760,37.368353,126.812732,45,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,2006-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
공원앞 육교,시도,52번,능곡중앙로,경기도 시흥시 능곡동 763,37.367891,126.814712,94.2,5.5,,4.5,3.5,1.5,,Y,경사로,2,없음,,2006-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
옥구공원앞 삼거리 육교,시도,39번,옥구공원로,경기도 시흥시 정왕동 1943,37.354679,126.715589,39.2,5.5,,4.5,4,1.5,,Y,경사로,2,엘리베이터,2,2011-12-31,Y,양호,제한없음,,정기점검,2019-01-01,시흥시,2020-06-02,4010000,경기도 시흥시
동명초교앞보도육교,시도,20,내곡~월곡선-30(고산자로),서울특별시 성동구 고산자로 323,37.568532,127.037199,20.4,,,4.4,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2020-04-17,서울특별시 성동구청,2020-06-03,3030000,서울특별시 성동구
행당초교앞보도육교,시도,20,내곡~월곡선-30(응봉로),서울특별시 성동구 고산자로 194,37.557701,127.034041,26,,,4.5,4,,,N,없음,,,,,N,보통,제한없음,,정기점검,2020-04-17,서울특별시 성동구청,2020-06-03,3030000,서울특별시 성동구
응봉산대현산간생태육교,시도,79,한남~응봉선-2703,서울특별시 성동구 독서당로 373,37.549081,127.029072,26.5,,,4.5,8,,,N,없음,,,,,N,보통,제한없음,,정기점검,2020-04-17,서울특별시 성동구청,2020-06-03,3030000,서울특별시 성동구
행당스카이워크,구도,0,고산자로2길,서울특별시 성동구 고산자로2길 77,37.5570583296,127.0388917295,78.5,,,13.3,5,,,Y,엘리베이터,2,,,,Y,양호,제한없음,,정기점검,2020-04-17,서울특별시 성동구청,2020-06-03,3030000,서울특별시 성동구
선학육교,시도,광(주)2-6,광(주)2-6,인천광역시 연수구 경원대로,37.431824,126.698702,,,,5.1,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2019-03-12,인천광역시 연수구청,2020-06-01,3520000,인천광역시 연수구
청학육교,시도,광(주)3-6,광(주)3-6,인천광역시 연수구 비류대로,37.426685,126.665402,,,,4.9,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2019-03-12,인천광역시 연수구청,2020-06-01,3520000,인천광역시 연수구
함박육교,시도,광(주)3-6,광(주)3-6,인천광역시 연수구 비류대로,37.424568,126.678174,,,,5,,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2019-03-12,인천광역시 연수구청,2020-06-01,3520000,인천광역시 연수구
축현초교육교,시도,대(보)2-14,대(보)2-14,인천광역시 연수구 한나루로,37.422744,126.653523,,,,5,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2019-03-12,인천광역시 연수구청,2020-06-01,3520000,인천광역시 연수구
동막육교,시도,대(보)3-28,대(보)3-28,인천광역시 연수구 아암대로,37.395571,126.662275,,,,4.5,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2019-03-12,인천광역시 연수구청,2020-06-01,3520000,인천광역시 연수구
월계육교,특별시도,2805,미아~상계선,서울특별시 강북구 월계로 105-3,37.615245,127.039516,22,9,0,8.5,3.5,1.1,3,N,없음,0,없음,0,1980-02-28,N,보통,제한없음,균열보수,정밀점검,2019-03-26,서울특별시 강북구,2020-05-25,3080000,서울특별시 강북구
충남여고앞 보도육교,시도,13_2016_127,동서대로,대전광역시 중구 동서대로 1361,36.330792,127.409637,36,4.9,5,4.5,4,1.2,14,Y,경사로,1,없음,1,1993-08-31,N,보통,제한없음,,정기점검,2020-03-18,대전광역시 중구청,2020-05-21,3650000,대전광역시 중구
오류동 보도육교,기타,1번,호남선,대전광역시 중구 수침로 54-22,36.324421,127.402384,71,6,5,5.5,3.5,1.2,10,Y,경사로,1,없음,1,1992-12-31,N,보통,제한없음,,정기점검,2020-03-18,대전광역시 중구청,2020-05-21,3650000,대전광역시 중구
산성동 보도육교,기타,1번,호남선,대전광역시 중구 문화로46번길 54,36.307839,127.391603,27.9,6,5,5.5,4,1.2,10,Y,경사로,1,없음,1,1993-12-31,N,보통,제한없음,,정기점검,2020-03-18,대전광역시 중구청,2020-05-21,3650000,대전광역시 중구
문화동 보도육교,기타,1번,호남선,대전광역시 중구 문화로94번길 45,36.309395,127.397161,27,6,5,5.5,3.5,1.2,10,Y,경사로,1,없음,1,1997-07-31,N,보통,제한없음,,정기점검,2020-03-18,대전광역시 중구청,2020-05-21,3650000,대전광역시 중구
버드내마을 아파트 앞 보도육교,시도,21_01_05,계백로,대전광역시 중구 계백로 1510,36.316008,127.388155,32.5,6,5,5,2.5,1.2,9,Y,엘리베이터+경사로,1,엘리베이터,2,2001-11-30,N,보통,제한없음,,정기점검,2020-03-18,대전광역시 중구청,2020-05-21,3650000,대전광역시 중구
안영동 보도육교,시도,23_14_3,대둔산로,대전광역시 중구 대둔산로128번길 2,36.282134,127.375832,37,6,5,5,4,1.2,11,Y,엘리베이터+경사로,1,엘리베이터,2,2004-12-31,N,보통,제한없음,,정기점검,2020-03-18,대전광역시 중구청,2020-05-21,3650000,대전광역시 중구
신정육교,구도,중2-350,중2-350,울산광역시 남구 신정동 421-3,35.54931947,129.3129127,19.3,,,4.5,3,,,Y,엘리베이터,1,,,2011-05-09, ,양호,제한없음,도장보수공사,정기점검,2020-02-13,남구청,2020-05-12,3700000,울산광역시 남구
세상2보도교,시도,4005,해운대로,부산광역시 해운대구 좌동순환로 280,35.1710053,129.1795197,32,,,5,5,,,N,없음,,,,1996-01-01,N,양호,제한없음,육교도색,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
세상1보도교,시도,40,좌동로,부산광역시 해운대구 좌동로 126,35.1732929,129.1750499,81.3,,,5,4.8,,,N,없음,,,,1996-01-01,N,양호,제한없음,육교도색,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
중앙보도교,시도,7715,양운로,부산광역시 해운대구 양운로 176,35.1780311,129.1684235,87.7,,,5,5,,,Y,경사로,,,,1996-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
해강초등육교,시도,181,해운대로 452번길,부산광역시 해운대구 해운대해변로 73,35.1646105,129.134355,24,,,5,3,,,N,없음,,,,1997-01-01,N,양호,제한없음,육교도색,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
무지개다리,시도,7715,양운로,부산광역시 해운대구 대천로103번길 29,35.1755964,129.1689881,64,,,5,3,,,N,없음,,,,1996-01-01,N,양호,제한없음,육교도색,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
춘천1 보도교,시도,7715,양운로,부산광역시 해운대구 양운로 176,35.1780311,129.1684235,30,,,5,4,,,N,없음,,,,1996-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
춘천2 보도교,시도,7715,좌동순환로,부산광역시 해운대구 좌동순환로 118,35.1755345,129.1683031,30,,,5,4,,,N,없음,,,,1996-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
나무를 타는 아이,시도,40,해운대로,부산광역시 해운대구 해운대로 428,35.1655071,129.1383106,110,,,6,3.3,,,Y,엘리베이터,,,,2002-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
자전거횡단육교1,시도,00번,금곡로,경기도 수원시 권선구 금곡동 1128,37.2769853,126.9490094,15,,,2.5,5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
반여3동 우체국앞 육교,기타,4004,재반로,부산광역시 해운대구 재반로255번길 17-1,35.201463,129.131759,18.6,,,4.5,3.3,,,Y,경사로,,,,2002-01-01,N,양호,제한없음,육교 도색 및 바닥부 정비중,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
센텀파크APT 주변 보도육교 1,구도,해운대구 3,센텀동로,부산광역시 해운대구 재송2로175번길 43,35.179336,129.123957,25.2,,,8.5,3.6,,,Y,엘리베이터,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
센텀파크APT 주변 보도육교 2,구도,해운대구 3,센텀중앙로,부산광역시 해운대구 재송2로175번길 43,35.178862,129.122756,37.7,,,4.5,3.4,,,Y,엘리베이터,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
센텀파크APT 주변 보도육교 3,구도,해운대구 3,센텀중앙로,부산광역시 해운대구 재송2로175번길 43,35.178657,129.122881,44.4,,,9.2,3.4,,,N,없음,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
센텀파크APT 주변 보도육교 4,기타,79,센텀북대로,부산광역시 해운대구 재송2로175번길 43,35.176722,129.124623,48.7,,,4.5,3.4,,,Y,엘리베이터,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
센텀중학교 인근 보도육교,구도,해운대구 3-1,수영강변대로~센텀북대로,부산광역시 해운대구 센텀북대로 32,35.175481,129.122835,16,,,5.4,3.5,,,Y,엘리베이터,,,,2004-01-01,N,양호,제한없음,,정기점검,2019-12-31,부산광역시 해운대구,2020-04-28,3330000,부산광역시 해운대구
대평육교,시도,00번,만석로,경기도 수원시 장안구 만석로68번길 7,37.2973787,126.9898152,35,5,,5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2019-05-02,장안구청,2020-04-30,3740000,경기도 수원시
연꽃육교,시도,00번,정자천로,경기도 수원시 장안구 정자천로 187,37.2965283,126.9954537,35,5,,5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2019-05-02,장안구청,2020-04-30,3740000,경기도 수원시
sk보행육교,시도,00번,이목로,경기도 수원시 장안구 이목로 24-25,37.3095764,126.9864004,66.3,5,,4.8,6,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2019-05-02,장안구청,2020-04-30,3740000,경기도 수원시
천천보행육교,시도,00번,정자로,경기도 수원시 장안구 정자로42번길 52,37.2980843,126.9808896,72,6,,6,3.5,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2019-05-02,장안구청,2020-04-30,3740000,경기도 수원시
고색육교,일반국도,43번,매송고색로,경기도 수원시 권선구 매송고색로 681,37.2514358,126.978636,30,5,,5,4,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
효정육교,시도,00번,동수원로,경기도 수원시 권선구 동수원로285번길 5,37.2549267,127.0347079,34.6,,,5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
구운육교,일반국도,42번,구운로,경기도 수원시 권선구 구운로14번길 42,37.27874842,126.9758428,53.5,5,,4.8,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
농수산물센터육교,일반국도,42번,수인로,경기도 수원시 권선구 수인로 330,37.2856747,126.9687174,44.5,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
서수원육교,일반국도,42번,수인로,경기도 수원시 권선구 수인로 291,37.2825088,126.9701183,50,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
궁촌육교,시도,00번,덕영대로,경기도 수원시 권선구 덕영대로1323번길 26-14,37.2467325,127.0362901,65,5,,5,5.5,,,Y,경사로+엘리베이터,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
권선3지구육교,시도,00번,동탄원천로,경기도 수원시 권선구 동탄원천로813번길 16,37.2488967,127.0387086,84,5,,4.8,5,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
상구운육교,시도,00번,서부로,경기도 수원시 권선구 서부로 1937,37.2828282,126.9672677,56,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
오현육교,시도,00번,서수원로,경기도 수원시 권선구 서수원로 220,37.2466381,126.9685113,21,5,,4,4,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
솔대육교,시도,00번,오목천로,경기도 수원시 권선구 오목천로152번길 45,37.2430291,126.9784643,34,5,,4,3,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
벌터보도육교,시도,00번,세화로,경기도 수원시 권선구 세화로161번길 6,37.2662683,126.993018,53,5,,5,3.8,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
동그라미육교,시도,00번,덕영대로,경기도 수원시 권선구 덕영대로 1357,37.2455422,127.0389575,234,5,,5,3.4,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
수원역고가육교,시도,00번,덕영대로,경기도 수원시 권선구 덕영대로 960,37.2623072,127.0028136,38,5,,5,4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
푸른숲육교,시도,00번,칠보로,경기도 수원시 권선구 호매실동 683-2,37.2664838,126.9504993,45,,,4.3,6,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
참나래육교,시도,00번,금곡로,경기도 수원시 권선구 금곡로140번길 29,37.2724292,126.9460431,45,,,4.8,20,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
가온육교,시도,00번,금곡로,경기도 수원시 권선구 금곡로 126,37.2736145,126.9447704,40,,,4,7,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
자전거횡단육교3,시도,00번,호매실로,경기도 수원시 권선구 호매실로165번길 70,37.260296,126.9514081,15,,,2.5,5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
달맞이육교,시도,00번,덕영대로,경기도 수원시 권선구 덕영대로1190번길 100,37.24469709,127.0194352,28,,,2.5,3.5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-12-11,권선구청,2020-04-30,3740000,경기도 수원시
서호육교,시도,00번,덕영대로,경기도 수원시 팔달구 덕영대로735번길 18,37.2812449,126.9934139,100,,,7,3,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
정천정문육교,시도,00번,일월천로,경기도 수원시 장안구 일월천로 77,37.2868358,126.9780895,28.4,5,,4.5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
정천후문육교,시도,00번,정자천로,경기도 수원시 팔달구 정자천로14번길 6-2,37.2884214,126.9790385,58.1,5,,4.5,3,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
애경육교,일반국도,43번,덕영대로,경기도 수원시 팔달구 덕영대로 923-10,37.2659137,127.0016871,33.2,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
효성육교,시도,00번,월드컵로,경기도 수원시 팔달구 월드컵로 256,37.2833006,127.0394349,184,5,,4.8,4.4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
창룡육교,시도,00번,경수대로,경기도 수원시 팔달구 경수대로692번길 7,37.28720316,127.0269927,35.8,5,,5,3.4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
청소년육교,시도,00번,권광로,경기도 수원시 영통구 권광로 302,37.2739591,127.0371102,80,5,,4.5,8,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
인도래교,시도,00번,권광로,경기도 수원시 팔달구 권광로 243,37.2687719,127.0339336,50,5,,5,5,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
효원육교,시도,00번,동수원로,경기도 수원시 팔달구 동수원로 335,37.258629,127.0359448,67.8,5,,4.8,4.5,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2018-11-30,팔달구청,2020-04-30,3740000,경기도 수원시
큰말육교(청명육교),시도,00번,청명로,경기도 수원시 영통구 청명로 130,37.25686099,127.0744662,54.9,6.4,,4.8,5.4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
신나무실육교,시도,00번,매영로,경기도 수원시 영통구 매영로 346,37.2510288,127.0702949,54.4,6,,4.8,5.4,,,Y,엘리베이터+에스컬레이터,,,,, ,보통,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
황골육교,시도,00번,봉영로,경기도 수원시 영통구 봉영로 1763,37.2664538,127.081651,58.4,6,,4.8,5.4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
느티나무육교,시도,00번,봉영로,경기도 수원시 영통구 봉영로 1598,37.2532972,127.0739335,61,6,,4.8,30.3,,,N,없음,,,,, ,보통,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
효사랑육교,시도,00번,효원로,경기도 수원시 영통구 효원로 363,37.2613995,127.0405068,76,6.5,,5,4.6,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
망포육교,시도,00번,봉영로,경기도 수원시 영통구 봉영로 1432-25,37.24116294,127.0653941,40,7.2,,4.5,13.2,,,Y,점자블록,,,,, ,보통,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
먼내보도교,시도,00번,중부대로,경기도 수원시 영통구 중부대로448번길 28,37.2682487,127.0604022,35.27,3.5,,2.5,3,,,N,없음,,,,, ,보통,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
소화육교,시도,00번,광교중앙로,경기도 수원시 영통구 광교중앙로37번길 47,37.27814864,127.0514081,50,6.5,,5,4.5,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
호수공원육교,시도,00번,광교호수로,경기도 수원시 영통구 광교호수로152번길 80,37.2775898,127.0680503,109,6,,5,4.5,,,Y,엘리베이터+경사로,,,,, ,양호,제한없음,,정기점검,2018-11-18,영통구청,2020-04-30,3740000,경기도 수원시
상관육교,일반국도,17호선,춘향로,전라북도 완주군 상관면 용암리 307-2,35.71448682,127.2363649,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2016-11-15,전주국토관리사무소,2020-04-07,4720000,전라북도 완주군
용진육교,일반국도,17호선,완주로,전라북도 완주군 용진읍 운곡리 975-54,35.90540522,127.1568122,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2016-11-15,전주국토관리사무소,2020-04-07,4720000,전라북도 완주군
소양육교,일반국도,26호선,전진로,전라북도 완주군 소양면 해월리 799-2,35.85608006,127.2557269,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2016-11-15,전주국토관리사무소,2020-04-07,4720000,전라북도 완주군
은하육교,지방도,799호선,봉동로,전라북도 완주군 봉동읍 은하리 1052-1,35.95522667,127.1437354,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2016-11-15,전라북도 도로관리사업소,2020-04-07,4720000,전라북도 완주군
봉동육교,지방도,799호선,삼봉로,전라북도 완주군 봉동읍 장기리 708-1,35.93817305,127.1601888,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2016-11-15,전라북도 도로관리사업소,2020-04-07,4720000,전라북도 완주군
석전육교,지방도,799호선,삼봉로,전라북도 완주군 삼례읍 석전리 753-5,35.92108775,127.1044345,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2016-11-15,전라북도 도로관리사업소,2020-04-07,4720000,전라북도 완주군
