보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
매산로,울산광역시,북구,매곡동,2007-09-13,전일제,00:00,23:59,00:00,23:59,35.643285,129.360006,35.646342,129.360364,겸용,6,Y,보행환경개선,2018-11-01,합격,,,,,,,,,,,울산광역시 북구청,052-241-7877,2019-09-02,3720000,울산광역시 북구
연세로,서울특별시,서대문구,창천동,,주말제,00:00,00:00,14:00,22:00,37.555660,126.936890,37.559800,126.936940,,14, ,지역상권활성화+보행환경개선,2018-08-12,합격,,,,,,,,,,,서울특별시 서대문구,02-330-1797,2019-03-04,3120000,서울특별시 서대문구
소로1-42(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.907955,127.530756,36.907955,127.530756,,10, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로1-64(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.899045,127.534761,36.899043,127.534762,,10, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로2-10(혁신도시),충청북도,진천군,덕산면,2009-08-28,전일제,00:00,24:00,00:00,24:00,36.901716,127.527722,36.901716,127.527728,,8, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-36(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.910142,127.534154,36.910147,127.534154,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-문화70호선,대전광역시,중구,문화동,2001-06-14,전일제,00:00,23:59,00:00,23:59,36.3227242,127.424933,36.3117269,127.412893,전용,6,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정2호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정5호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정6호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정7호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정8호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정10호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정11호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-사정12호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-선화51호선,대전광역시,중구,선화동,2006-10-13,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,2,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영2호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.294946,127.397152,36.294946,127.397152,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영3호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영4호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2839585,127.383963,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영5호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영6호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영7호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2911972,127.377597,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영8호선,대전광역시,중구,안영동,1998-09-08,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영9호선,대전광역시,중구,안영동,1998-09-08,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영10호선,대전광역시,중구,안영동,1998-09-08,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영11호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영12호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영13호선,대전광역시,중구,안영동,1998-09-08,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영14호선,대전광역시,중구,안영동,1998-02-28,전일제,00:00,23:59,00:00,23:59,36.2887373,127.380335,36.2890476,127.381961,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로3-안영15호선,대전광역시,중구,안영동,1998-09-08,전일제,00:00,23:59,00:00,23:59,36.2819047,127.378031,36.2819047,127.378031,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
이서면 소로3-138(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.831646,127.022399,35.831759,127.022388,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-139(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.832164,127.024029,35.832290,127.023954,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-141(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.832590,127.023418,35.832590,127.023616,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-146(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.838222,127.055467,35.838853,127.052243,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-155(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.825275,127.023718,35.824966,127.023723,전용,5,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-134(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.834147,127.022372,35.834047,127.022377,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
우장산공원길,서울특별시,강서구,우장산동,2010-11-06,주말제,00:00,00:00,06:00,20:00,37.552739,126.844406,37.549109,126.842569,,5,Y,보행환경개선,2017-07-13,합격,,0,,,,,,,,,서울특별시 강서구청,02-2600-4137,2019-12-26,3150000,서울특별시 강서구
양천로69길,서울특별시,강서구,염창동,2013-10-01,전일제,00:00,00:00,00:00,00:00,37.555323,126.872378,37.556127,126.872453,,8,N,보행환경개선,2017-07-13,합격,,0,,,,,,,,,서울특별시 강서구청,02-2600-4137,2019-12-26,3150000,서울특별시 강서구
양천로67길,서울특별시,강서구,염창동,2013-10-01,전일제,00:00,00:00,00:00,00:00,37.555953,126.868895,37.555018,126.869674,,6,N,보행환경개선,2017-07-13,합격,,0,,,,,,,,,서울특별시 강서구청,02-2600-4137,2019-12-26,3150000,서울특별시 강서구
우장산로10길,서울특별시,강서구,우장산동,2013-10-01,시간제,18:00,07:30,00:00,00:00,37.551204,126.844497,37.549109,126.842569,,5,Y,보행환경개선,2017-07-13,합격,,0,,,,,,,,,서울특별시 강서구청,02-2600-4137,2019-12-26,3150000,서울특별시 강서구
금낭화로26길,서울특별시,강서구,방화3동,2015-10-01,전일제,00:00,00:00,00:00,00:00,37.578855,126.816592,37.579891,126.815447,,5.5,N,보행환경개선,2017-07-13,합격,,0,,,,,,,,,서울특별시 강서구청,02-2600-4137,2019-12-26,3150000,서울특별시 강서구
시도2호선,경기도,양주시,백석읍 연곡리,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.796401,126.959201,37.779151,127.071391,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도3호선,경기도,양주시,어둔동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.778921,127.015411,37.774091,127.054301,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도6호선,경기도,양주시,광사동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.779151,127.071391,37.808981,127.107991,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도8호선,경기도,양주시,광적면 덕도리,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.813291,127.046591,37.803181,127.080391,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도9호선,경기도,양주시,마전동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.811631,127.055451,37.821231,127.057961,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도12호선,경기도,양주시,회정동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.832141,127.054521,37.838161,127.071381,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도15호선,경기도,양주시,만송동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.785281,127.086081,37.805301,127.086851,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도17호선,경기도,양주시,삼숭동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.797621,127.101121,37.800111,127.087811,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도19호선,경기도,양주시,고읍동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.803181,127.080391,37.841251,127.062631,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
시도21호선,경기도,양주시,덕계동,2006-12-13,전일제,00:00,00:00,00:00,00:00,37.822291,127.049771,37.821861,127.056141,,2, ,보행안전 및 편의증진,2019-06-29,합격,,,,,,,,,,,양주시 도로과,031-8082-7324,2019-12-18,5590000,경기도 양주시
소로3-대흥22호선,대전광역시,중구,대흥동,1969-04-11,전일제,00:00,23:59,00:00,23:59,36.3184425,127.420133,36.319599,127.426932,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-대흥8호선,대전광역시,중구,대흥동,1969-04-11,전일제,00:00,23:59,00:00,23:59,36.3184425,127.420133,36.3227242,127.424933,전용,4,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
소로4-대흥21호선,대전광역시,중구,대흥동,1969-04-11,전일제,00:00,23:59,00:00,23:59,36.3227242,127.424933,36.3184824,127.421614,전용,3,Y,보행환경개선,2020-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2020-04-27,3650000,대전광역시 중구
이서면 소로3-24(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830722,127.022836,35.830722,127.023185,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-25(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830726,127.023801,35.830726,127.024161,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-27(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.831670,127.020615,35.831861,127.020615,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-28(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.831848,127.022407,35.831661,127.022487,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-29(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.831213,127.024000,35.831735,127.023984,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-30(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.839372,127.052559,35.839255,127.052806,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-31(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.838755,127.055474,35.838751,127.055627,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-32(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.839429,127.053152,35.839225,127.053924,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-33(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.839048,127.055265,35.839120,127.054460,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-80(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.831809,127.018088,35.831809,127.017970,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-81(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.829774,127.024241,35.829839,127.024241,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-82(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.833276,127.052310,35.833496,127.052340,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-83(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.832926,127.055376,35.833045,127.055379,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-84(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.834278,127.053461,35.834107,127.053458,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-85(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.834278,127.055365,35.834194,127.055371,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-98(혁신),전라북도,완주군,이서면,2010-12-16,전일제,00:00,23:59,00:00,23:59,35.839318,127.055262,35.839529,127.055257,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-99(혁신),전라북도,완주군,이서면,2010-12-16,전일제,00:00,23:59,00:00,23:59,35.833024,127.054402,35.833254,127.054437,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-130(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.833407,127.023005,35.833407,127.023198,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-131(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.834081,127.024158,35.834160,127.024147,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-132(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.833403,127.022179,35.833403,127.022393,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-133(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.833403,127.022485,35.833407,127.022903,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-135(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.832594,127.022189,35.832594,127.022393,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-136(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.832594,127.022845,35.832590,127.022914,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-137(혁신),전라북도,완주군,이서면,2013-12-06,전일제,00:00,23:59,00:00,23:59,35.832590,127.023016,35.832590,127.023214,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-55(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.835596,127.052530,35.835604,127.054670,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-56(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.836165,127.056896,35.836157,127.055743,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-57(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.835770,127.057497,35.837813,127.057481,전용,10,Y,보행환경개선,2017-11-02,불합격,보도블럭 침하보수완료,,4,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-58(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.837135,127.057015,35.837148,127.057492,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-59(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.837148,127.057492,35.837148,127.057932,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-60(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.837148,127.058039,35.837152,127.058576,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-61(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.839188,127.055733,35.839197,127.057873,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로1-62(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.839206,127.058573,35.839199,127.057975,전용,10,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-8(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830175,127.020624,35.830372,127.020602,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-9(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.829874,127.022039,35.830087,127.022034,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-10(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830451,127.009611,35.831584,127.019597,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-11(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830453,127.020619,35.831582,127.020603,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-12(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830174,127.022034,35.831496,127.022023,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-13(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830061,127.024000,35.830522,127.023979,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-14(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830956,127.018894,35.830953,127.019273,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-15(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830956,127.019374,35.830951,127.019605,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
