교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
해송교,03,시도,달맞이길,4007,3,부산광역시,해운대구,33300,부산광역시 해운대구 달맞이길,부산광역시 해운대구 중동 산 19-8,35.164083,129.1858119675,35.164421,129.186214,80,8.5,2,7,4,N,RC슬래브교(RCS),1970,2018-12-31,A,,,,,,,18,,해운대구청,051-749-4695,2020-06-30,3330000,부산광역시 해운대구
산디교,99,7,산디로,소로3-와동2호선,3,6,대덕구,30230,,대전광역시 대덕구 장동 834,36.3977127,127.437957,36.3977127,127.437957,15,7,7,2.5,1,N,RC라멘교,1998,2020-03-22,B,,,,,,,24,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
용호교,3,7,대청로,중로3-292호선,3,6,대덕구,30230,,대전광역시 대덕구 용호동 427-1,36.4483128,127.4513285,36.4483128,127.4513285,40,10,10,8,2,Y,PC슬래브,1975,2020-03-22,D,,,,,,,18,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
장동교,99,7,장동로234번길,소로-장동3호선,3,6,대덕구,30230,,대전광역시 대덕구 장동 328-6,36.4144343,127.4409818,36.4144343,127.4409818,20,6.4,6.4,2.5,1,N,RC슬래브,1986,2020-03-22,B,,,,,,,13.5,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
장동2교,99,7,산디로15번길,중로3-167호선,3,6,대덕구,30230,,대전광역시 대덕구 장동 403,36.4118787,127.4397145,36.4118787,127.4397145,26.4,5,5,3,1,N,RC라멘교,2017,2020-03-22,A,,,,,,,13.5,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
평촌교,99,7,방두막1길,소로2-평촌3호선,3,6,대덕구,30230,,대전광역시 대덕구 평촌동 514-45,36.4311799,127.4250003,36.4311799,127.4250003,16,7,7,2.5,1,N,RC슬래브,1984,2020-03-22,B,,,,,,,18,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
동원교,99,7,방두막1길,소로2-평촌3호선,3,6,대덕구,30230,,대전광역시 대덕구 상서동 172-1,36.429071,127.426061,36.429048,127.425956,10,10,10,2,1,N,RC슬래브,1988,2020-03-22,B,,,,,,,18,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
장승교,99,7,장동로228번길,중로3-167호선,3,6,대덕구,30230,,대전광역시 대덕구 장동 342,36.4136724,127.4397552,36.4136724,127.4397552,20,12,12,2.5,2,Y,RC슬래브,2007,2020-03-22,B,,,,,,,18,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
정안교,99,7,장동로278번길,중로3-234호선,3,6,대덕구,30230,,대전광역시 대덕구 장동 808-1,36.4170814,127.4419943,36.4170814,127.4419943,20,12,12,3,2,Y,RC슬래브,2007,2020-03-22,B,,,,,,,18,,대전광역시 대덕구청,042-608-5213,2020-03-30,3680000,대전광역시 대덕구
계수육교,2,5,마유로,9번,3,9,시흥시,40100,,경기도 시흥시 계수동 551-9,37.449727,126.811271,37.450325,126.810558,120,18,0,4.5,4,N,강박스거더교,2015,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
관곡교,1,2,시흥대로,39번,3,9,시흥시,40100,,경기도 시흥시 하중동 344,37.400189,126.792785,37.400670,126.792248,80,21,0,4.5,4,N,아치교,2015,2019-06-20,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
달월고가교,1,2,서해안로,77번,3,9,시흥시,40100,,경기도 시흥시 월곶동 1055,37.378281,126.739707,37.375960,126.739370,250,28,0,4.5,6,Y,강박스거더교,2010,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
대야육교,1,5,마유로,9번,3,9,시흥시,40100,,경기도 시흥시 계수동 411-15,37.458756,126.803064,37.459901,126.802424,145,18,0,4.5,4,N,강박스거더교,2015,2019-06-30,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
소래대교,2,2,소래로,77번,3,9,시흥시,40100,,경기도 시흥시 월곶동 520-205,37.396986,126.742043,37.399340,126.741013,390,20,0,4.5,4,N,강박스거더교,2000,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
안현육교,1,5,마유로,9번,3,9,시흥시,40100,,경기도 시흥시 안현동 193-4,37.434826,126.807151,37.436098,126.807674,145,17,0,4.5,4,N,강박스거더교,2015,2019-06-20,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
연성교,1,5,마유로,9번,3,9,시흥시,40100,,경기도 시흥시 하중동 142-24,37.404442,126.796540,37.406007,126.797296,200,24,0,4.5,4,N,강박스거더교,2015,2019-06-20,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
오이고가교,1,2,서해안로,77번,3,9,시흥시,40100,,경기도 시흥시 정왕동 2207-26,37.335002,126.693252,37.334359,126.691452,210,17.4,0,4.5,4,N,강박스거더교,2015,2019-06-20,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
옥구고가교,2,2,서해안로,77번,3,9,시흥시,40100,,경기도 시흥시 정왕동 2139,37.359287,126.719079,37.357383,126.717466,295,14.6,0,4.5,4,N,강박스거더교,2006,2014-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
포동교,2,5,비류대로,46번,3,9,시흥시,40100,,경기도 시흥시 포동 101,37.407158,126.774687,37.408257,126.771926,270.4,21,0,4.5,4,N,PC빔교,2015,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
하중교,2,5,비류대로,46번,3,9,시흥시,40100,,경기도 시흥시 하중동 137-105,37.405385,126.789650,37.405406,126.792744,270.3,20.9,0,4.5,4,N,IT거더교,2015,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
하중교R-C,2,5,비류대로,46번,1,9,시흥시,40100,,경기도 시흥시 매화동 807-4,37.405590,126.792715,37.405527,126.791203,160.2,7.9,0,4.5,1,N,IT거더교,2015,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
하중교R-D,2,5,비류대로,46번,2,9,시흥시,40100,,경기도 시흥시 하중동 137-219,37.405277,126.790825,37.405271,126.792952,200.2,7.9,0,4.5,1,N,IT거더교,2015,2019-12-31,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
학미교,1,5,비류대로,46번,3,9,시흥시,40100,,경기도 시흥시 포동 67-215,37.405215,126.784950,37.405165,126.783430,130.2,21,0,4.5,4,N,강박스거더교,2015,2019-06-20,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
동삼1호교,99,7,,,3,2,영도구,26200,부산광역시 영도구 해양로 337,부산광역시 영도구 동삼1동 1126-8,35.0776499,129.0732001,35.0776499,129.0732001,36,25,5.9,5.8,4,n,아치교,2012,2014-01-01,A,,,,,,,43.2,,영도구,051-419-4634,2020-03-12,3280000,부산광역시 영도구
동삼2호교,99,5,,,3,2,영도구,26200,부산광역시 영도구 상리해안5길 17,부산광역시 영도구 동삼1동 1126-10,35.07526213,129.0747466,35.07526213,129.0747466,30,35,5.4,4.5,6,n,PSC I형교,2012,2014-01-01,A,,,,,,,43.2,,영도구,051-419-4634,2020-03-12,3280000,부산광역시 영도구
절영교,99,5,,,3,2,영도구,26200,부산광역시 영도구 절영로 355,부산광역시 영도구 동삼1동 628-90,35.0716401,129.0573621,35.0716401,129.0573621,45,15,1.85,8,3,n,-,2016,2016-01-01,A,,,,,,,43.2,,영도구,051-419-4634,2020-03-12,3280000,부산광역시 영도구
부산대교,01,03,대교로,63,03,2,영도구,26200,부산광역시 영도구 대교로,부산광역시 영도구 봉래동1가151,35.095162,129.039428,35.097505,129.038141,694.3,20.3,4.4,4,4,N,AR,1980,2018-12-01,B,정밀점검,미적용,N,0,0,DB-18,34.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
문현고가교,01,03,번영로,11,03,2,남구,26290,부산광역시 남구 번영로,부산광역시 남구 문현동,35.137527,129.074357,35.130141,129.063602,1496.6,22.4,0,4,4,Y,"RCS,STB",1980,2017-12-05,C,정밀안전진단,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
수영고가교,01,03,번영로,11,03,2,수영구,26500,부산광역시 수영구 번영로,부산광역시 수영구 광안동,35.176882,129.112322,35.167815,129.107569,1051.4,22.4,0,4,4,Y,"PCI,STB",1980,2019-03-26,B,정밀안전진단,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
영주고가교,01,03,대영로,10,03,2,중구,26110,부산광역시 중구 대영로,부산광역시 중구 영주동 583,35.112061,129.036926,35.112212,129.042259,573,16,0,4,4,N,PCB,1990,2017-12-19,B,정밀안전진단,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
대영고가교,01,03,대영로,10,03,2,서구,26140,부산광역시 서구 대영로,부산광역시 서구 동대신동187,35.112203,129.021312,35.111771,129.022674,180,9.8,0,4,2,N,STB,1992,2017-07-23,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
민락교,01,03,광남로,2003,03,2,수영구,26500,부산광역시 수영구 광남로,부산광역시 수영구 민락동,35.160358,129.129202,35.162468,129.133928,500,20,5.5,4,4,N,PCB,1993,2019-02-04,C,정밀안전진단,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
충장고가교,01,03,충장대로,71,03,2,동구,26170,부산광역시 동구 충장대로,부산광역시 동구 범일동 1152,35.125862,129.051213,35.129946,129.061351,1073,17,0,4,4,Y,"PCI,STB",1993,2017-07-19,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
구포대교,01,03,낙동북로,40,03,2,"북구, 강서구",26320,부산광역시 북구 낙동북로,부산광역시 북구 구포동 1157-1,35.210888,128.982755,35.202462,128.996271,1596.9,30,2,4,6,N,STB,1993,2018-10-20,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
동서고가로,01,03,동서고가로,22,03,2,"남구,사상구",26290,부산광역시 부산진구 백양대로,부산광역시 부산진구 개금동 212-1,35.152506,128.972324,35.143459,129.066755,10557,42.4,0,4,4,N,PCB,1995,2019-04-30,B,정밀안전진단,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7266,2019-08-01,6260000,부산광역시
영락교,01,03,금정도서관로,0,03,2,금정구,26410,부산광역시 금정구 none,부산광역시 금정구 선두구동 648-42,35.272023,129.108851,35.275771,129.106932,304,6.6,0,5,1,N,STB,1996,2018-06-20,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
범일과선교,01,03,중앙대로,61,03,2,부산진구,26230,부산광역시 부산진구 중앙대로,부산광역시 부산진구 범천동,35.144058,129.057075,35.144782,129.057755,70.8,24,8,4,4,N,AR,1996,2017-09-08,B,정밀안전진단,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7252,2019-08-01,6260000,부산광역시
대연1교,01,03,황령대로,24,03,2,남구,26290,부산광역시 남구 황령대로,부산광역시 남구 대연동,35.144851,129.099444,35.144972,129.095507,365.5,8.5,0,4,1,N,STB,1996,2018-07-10,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
우암고가교,01,03,동서고가로,22,03,2,남구,26290,부산광역시 남구 동서고가로,부산광역시 남구 감만동,35.122056,129.077252,35.140478,129.066647,2673.5,19.1,0,4,4,Y,PCB,1997,2019-02-17,C,정밀안전진단,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
조만교,01,03,가락대로,15,03,2,강서구,26440,부산광역시 강서구 가락대로,부산광역시 강서구 범방동 1411-3,35.162507,128.889879,35.163244,128.892391,240,40,7,4,8,N,STB,1997,2019-04-05,B,정밀안전진단,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
신호대교,01,03,르노삼성대로,77,03,2,강서구,26440,부산광역시 강서구 르노삼성대로,부산광역시 강서구 신호동 25,35.089021,128.887684,35.089021,128.896528,840,36,7,4,8,Y,"STB, 아치",1997,2019-06-30,C,정밀안전진단,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
반여고가교,01,03,컨테이너배후수송도로,44,03,2,해운대구,26350,부산광역시 해운대구 컨테이너배후수송도로,부산광역시 해운대구 반여동,35.191985,129.115424,35.196354,129.115079,500,23.5,0,4,6,Y,STB,1998,2018-07-02,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
모라고가교,01,03,관문대로,33,03,2,사상구,26530,부산광역시 사상구 관문대로,부산광역시 사상구 모라동,35.185832,128.998017,35.193368,128.982034,1570,25,0,4,6,N,STB,1999,2017-07-10,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
석대고가교,01,03,컨테이너배후수송도로,44,03,2,해운대구,26350,부산광역시 해운대구 컨테이너배후수송도로,부산광역시 해운대구 석대동,35.216084,129.119951,35.226909,129.117873,1200,16.5,0,4,4,Y,STB,2000,2017-07-05,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
우동고가교,01,03,외부순환도로,77,03,2,해운대구,26350,부산광역시 해운대구 외부순환도로,부산광역시 해운대구 우동,35.172881,129.146861,35.168349,129.139072,923,21,0,4,4,Y,"PCB,STB",2000,2017-06-23,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
감만고가교,01,07,신선로,0,03,2,남구,26290,부산광역시 남구 none,부산광역시 남구 감만동,35.116622,129.076451,35.114642,129.074639,180.4,16.3,0,4,4,N,STB,2001,2018-07-06,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
가야고가교,01,03,관문대로,33,03,2,부산진구,26230,부산광역시 부산진구 관문대로,부산광역시 부산진구 개금동,35.151423,129.032774,35.166525,129.028371,1346,20.5,0,4,4,N,STB,2001,2017-08-25,B,정밀안전진단,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7252,2019-08-01,6260000,부산광역시
좌천고가교,01,03,관문대로,33,03,2,동구,26170,부산광역시 동구 관문대로,부산광역시 동구 좌천동,35.129617,129.054486,35.133137,129.051987,473.5,18,0,4,4,Y,STB,2001,2017-12-19,B,정밀안전진단,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
삼락I.C,01,03,관문대로,33,03,2,사상구,26530,부산광역시 사상구 관문대로,부산광역시 사상구 삼락동,35.190882,128.980026,35.195047,128.980124,1276,8,0,4,1,N,STB,2001,2018-12-09,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
강서대교Ramp,01,03,공항로,31,03,2,강서구,26440,부산광역시 강서구 공항로,부산광역시 강서구 대저동,35.205052,128.974554,35.205107,128.976039,331,6.5,0,4,1,Y,STB,2002,2018-11-17,B,정밀안전진단,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
좌수영교,01,03,수영강변대로,38,03,2,수영구,26500,부산광역시 수영구 수영강변대로,부산광역시 수영구 망미동,35.174221,129.119951,35.175544,129.122442,310,36.3,4.5,4,6,Y,"STB,PF",2003,2018-06-22,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
낙동강하구둑교량,01,03,낙동남로,10,03,2,사하구,26380,부산광역시 사하구 낙동남로,부산광역시 사하구 하단동 1202,35.107421,128.950553,35.106574,128.956063,515,15,3.5,4,3,N,STB,2004,2018-06-25,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7262,2019-08-01,6260000,부산광역시
부두순환교,01,07,충장대로,33,03,2,동구,26170,부산광역시 동구 none,부산광역시 동구 범일동,35.129477,129.064335,35.129253,129.061372,399,14.5,0,4,4,N,STB,2004,2017-07-19,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
우암고가차도접속교상행선,01,03,동서고가로,33,01,2,남구,26290,부산광역시 남구 동서고가로,부산광역시 남구 감만동,35.124444,129.068744,35.127112,129.066371,400.4,6.1,0,4,1,N,STB,2004,2017-06-11,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
우암고가차도접속교하행선,01,03,동서고가로,33,02,2,남구,26290,부산광역시 남구 동서고가로,부산광역시 남구 감만동,35.127029,129.066228,35.124367,129.068554,445.1,6.1,0,4,1,N,STB,2004,2017-06-11,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
공항진입교,01,03,공항로,31,03,2,강서구,26440,부산광역시 강서구 공항로,부산광역시 강서구 대저2동,35.205107,128.976039,35.180912,128.958437,734,17.4,0,4,4,N,STB,2005,2019-07-03,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
녹산대교,01,03,신항남로,0,03,2,강서구,26440,부산광역시 강서구 신항남로,부산광역시 사하구 송정동 1508,35.102089,128.835064,35.086265,128.834721,1780,22,0,4,4,N,STB,2005,2017-12-20,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
덕천I.C,01,03,의성로,0,03,2,북구,26320,부산광역시 북구 none,부산광역시 북구 덕천동 763-29,35.216119,129.000152,35.215392,129.004983,2098,8,0,4,1,N,STB,2006,2017-11-20,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
강변대교,01,03,강변대로,66,03,2,북구,26320,부산광역시 북구 강변대로,부산광역시 북구 구포동,35.200911,128.990891,35.207241,128.996613,950,37,0,4,8,Y,RA(라멘교),2007,2016-06-27,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
견마교,01,03,녹산산업대로,0,03,2,강서구,26440,부산광역시 강서구 신항북로,부산광역시 강서구 송정동 1750,35.087705,128.831856,35.088351,128.832591,150,40,8,4,8,N,STB,2008,2019-05-07,B,정밀안전진단,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
수영교,01,03,수영로,20,03,2,수영구,26500,부산광역시 수영구 수영로,부산광역시 수영구 민락동,35.165689,129.125968,35.166526,129.128031,180,34.3,8.3,4,8,Y,강상판형교,2008,2019-02-12,B,정밀안전진단,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
상모교,03,06,,,01,14,함평군,49600,,전라남도 함평군 해보면 상곡리 1079-9,35.159517,126.591694,35.159575,126.591973,25,9,0,0,2,N,RCS,2000,2019-07-10,A,,,,,,,13.5,,함평군청,061-320-1963,2019-08-09,4960000,전라남도 함평군
두명육교,01,03,광역순환도로,88,01,2,기장군,26710,부산광역시 기장군 광역순환도로,부산광역시 기장군 정관읍 두명리,35.353221,129.150997,35.353098,129.152686,135,11.7,0,4,2,N,STB,2008,2018-12-03,B,정밀안전진단,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
회동2교,01,03,정관산업로,81,03,2,금정구,26410,부산광역시 금정구 정관산업로,부산광역시 금정구 회동동,35.234446,129.118562,35.234419,129.119973,250,35.9,0,4,8,Y,STB,2009,2018-06-23,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
망미교,02,03,번영로,11,03,2,수영구,26500,부산광역시 수영구 번영로,부산광역시 수영구 망미동,35.182118,129.114879,35.183051,129.115187,123,22.4,0,4,4,Y,PCI,1980,2017-06-21,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
가덕대교,01,03,거가대로,17,03,2,강서구,26440,부산광역시 강서구 거가대로,부산광역시 강서구 송정동 1715,35.074181,128.838445,35.084514,128.839344,1140,21,0,4,4,N,STB,2010,2019-06-14,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
눌차대교,01,03,거가대로,17,03,2,강서구,26440,부산광역시 강서구 거가대로,부산광역시 강서구 눌차동 720,35.064301,128.833058,35.072518,128.837772,1020,21,0,4,4,N,RCB,2011,2018-12-18,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
천성교,01,03,거가대로,17,03,2,강서구,26440,부산광역시 강서구 거가대로,부산광역시 강서구 천성동 산9-1,35.034391,128.825075,35.035304,128.825784,110,22.8,0,4,4,N,STI,2011,2018-05-08,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
천성IC교,01,03,거가대로,17,03,2,강서구,26440,부산광역시 강서구 거가대로,부산광역시 강서구 천성동 112,35.029802,128.821442,35.030232,128.821839,50,22,0,4,4,N,AR,2011,2018-05-08,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
성북IC교,01,03,거가대로,17,03,2,강서구,26440,부산광역시 강서구 거가대로,부산광역시 강서구 성북동 849,35.057438,128.828699,35.057993,128.828869,55,21,0,4,4,N,AR,2011,2018-05-08,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
과정교,01,03,고분로,6103,03,2,수영구,26500,부산광역시 수영구 고분로,부산광역시 수영구 망미동,35.184377,129.115973,35.184383,129.117929,313,30,9,4,6,N,AR,2011,2018-06-22,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7275,2019-08-01,6260000,부산광역시
산막2교,01,03,광역순환도로,88,03,2,기장군,26710,부산광역시 기장군 광역순환도로,부산광역시 기장군 정관읍 두명리,35.336766,129.173867,35.338491,129.171458,319.7,21,0,4,4,N,STB,2011,2018-06-17,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
예림1교,01,03,광역순환도로,88,03,2,기장군,26710,부산광역시 기장군 광역순환도로,부산광역시 기장군 정관읍 예림리,35.328847,129.208853,35.329587,129.204568,380,24,0.9,4,5,N,STB,2011,2018-06-17,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
충장고가접속 램프A교,01,03,충장대로,71,03,2,동구,26170,부산광역시 동구 충장대로,부산광역시 동구 범일동,35.129343,129.061051,35.126902,129.055161,579,5.9,0,4,1,N,STB,2011,2018-07-09,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
충장고가접속 램프B교,01,03,충장대로,71,03,2,동구,26170,부산광역시 동구 충장대로,부산광역시 동구 범일동,35.126985,129.055664,35.129343,129.061051,499,5.9,0,4,1,N,STB,2011,2018-07-09,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
가락교,01,03,가락대로,15,03,2,강서구,26440,부산광역시 강서구 가락대로,부산광역시 강서구 봉림동 972-1,35.164876,128.894241,35.165654,128.894905,130,41,7,4,6,N,STB,2011,2018-06-12,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
화명고가교,01,03,가락대로,0,03,2,북구,26320,부산광역시 북구 화명대로,부산광역시 북구 화명동 2257,35.235251,129.009078,35.234784,129.012611,330,17.9,0,4,4,N,PCI,2012,2017-12-22,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
화명고가교(2차),01,03,가락대로,0,03,2,북구,26320,부산광역시 북구 화명대로,부산광역시 북구 화명동 1341,35.234784,129.012611,35.234426,129.015579,270,17.9,0,4,4,N,PCI,2012,2018-06-24,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
"대동화명대교(UP,DOWN램프)",01,03,서낙동로,0,03,2,북구,26320,부산광역시 북구 서낙동로,부산광역시 북구 화명동 17118-13,35.234797,128.992374,35.235251,129.009078,1544,27.8,2.6,4,4,N,사장교,2012,2019-06-16,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
화명금곡교,01,03,내부순환도로,66,03,2,북구,26320,부산광역시 북구 강변대로,부산광역시 북구 금곡동 476,35.239134,129.007431,35.253705,129.010316,2239,20,0,4,4,N,PCI,2014,2017-06-13,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
