시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
4,남동구,장아산로,,인천광역시 남동구 장수동 631-1,142,01,N,N,37.44849626,126.748338,1,5,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수인로,,인천광역시 남동구 운연동 106-1,141,01,N,N,37.44616403,126.7578811,6,7,56,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수인로,,인천광역시 남동구 장수동 605-7,139,01,N,N,37.44846905,126.7551532,6,8,23,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,수인로,,인천광역시 남동구 장수동 609-5,138,01,N,N,37.44949662,126.7500618,6,8,23,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장수로,,인천광역시 남동구 장수동 808-1,136,01,N,N,37.4503197,126.7495056,3,6,8,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장수로,,인천광역시 남동구 장수동 783-10,135,01,N,N,37.45057577,126.749863,3,6,8,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장수로,,인천광역시 남동구 장수동 783-1,134,01,N,N,37.45141442,126.7499282,2,6,10,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자로,,인천광역시 남동구 장수동 788-8,133,01,N,N,37.45062237,126.7542813,1,4,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장자로,,인천광역시 남동구 장수동 779-15,132,01,N,N,37.4508997,126.7532369,2,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 559-1,201,01,N,N,37.43550904,126.7480343,4,5,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 560-2,200,01,N,N,37.43791739,126.7482767,4,6,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 560-3,199,01,N,N,37.43791739,126.7482767,4,5,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 557-15,198,01,N,N,37.43694858,126.746982,4,6,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 554-5,197,01,N,N,37.43815373,126.7467699,4,8,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로6번길,,인천광역시 남동구 서창동 554-7,196,01,N,N,37.43796538,126.7468521,2,4,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로16번길,,인천광역시 남동구 서창동 557-15,195,01,N,N,37.43694858,126.746982,3,6,10,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로16번길,,인천광역시 남동구 서창동 557-8,194,01,N,N,37.43685574,126.7467237,3,4,10,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로16번길,,인천광역시 남동구 서창동 557-8,193,01,N,N,37.43685574,126.7467237,1,3,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로16번길,,인천광역시 남동구 서창동 556-9,192,01,N,N,37.43680375,126.7460692,1,3,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로16번길,,인천광역시 남동구 서창동 553-14,191,01,N,N,37.4367197,126.7449406,1,3,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로 1104번길,,인천광역시 남동구 서창동 553-8,190,01,N,N,37.43678516,126.7451655,1,3,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로 1104번길,,인천광역시 남동구 서창동 554-1,189,01,N,Y,37.43816061,126.7457189,1,7,11,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 서창동 548-8,188,01,N,N,37.43860189,126.7491015,5,8,16,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 서창동 545,187,04,N,N,37.439033,126.7464162,5,5,15,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 서창동 554-5,186,01,N,N,37.43815373,126.7467699,4,8,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 서창동 554-1,185,01,N,N,37.43816061,126.7457189,5,8,17,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 서창동 550-7,184,01,N,N,37.43812604,126.7450075,5,8,16,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 서창동 550-1,183,01,N,N,37.43812979,126.7436628,4,8,13,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 만수동 1049,182,01,N,N,37.43908956,126.7373253116,6,6,21,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 만수동 1047,181,01,N,N,37.44027023,126.7382029,6,7,20,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 만수동 1046,180,01,N,N,37.44051134,126.7363117,6,8,20,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 만수동 1044,179,01,N,N,37.44089071,126.734712,6,8,19,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 수산동 398-13,178,01,N,N,37.43975052,126.7342565,7,6,21,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,매소홀로,,인천광역시 남동구 수산동 30-16,177,04,N,N,37.43989381,126.7324913,7,8,39,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1048,176,01,N,N,37.44087422,126.7399217,4,6,14,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1045,175,01,N,N,37.44127926,126.7365022,4,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1038,174,01,N,N,37.44245026,126.7390026,4,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1042,173,01,N,N,37.4416372,126.7362702,4,8,18,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1039,172,01,N,N,37.4432703,126.7390114,5,6,16,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1030,171,01,N,N,37.44365792,126.7390275,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,담방로,,인천광역시 남동구 만수동 1026-2,170,01,N,N,37.44548851,126.7391663,4,6,17,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 568-13,237,01,N,N,37.43407927,126.7517191,4,7,15,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 565-9,235,01,N,N,37.43459845,126.7513941,4,8,12,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 565-2,234,02,N,N,37.4355152,126.7511755,4,4,21,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 560-6,232,02,N,N,37.43602638,126.7500935,4,3,20,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 560-6,231,01,N,N,37.43602638,126.7500935,4,7,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 560-2,230,01,N,N,37.43791739,126.7482767,6,8,19,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 561-1,229,01,N,N,37.43797927,126.749869,5,8,17,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 548-8,228,01,N,N,37.43860189,126.7491015,5,8,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 296-2,227,01,N,N,37.43957938,126.7495147,4,7,15,Y,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 268-1,226,01,N,N,37.44099717,126.748960,4,8,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 만수동 662-1,225,01,N,N,37.44359092,126.7479902,4,6,13,Y,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 장수동 653-4,224,04,N,N,37.44671809,126.7471922,4,6,27,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로190번길,,인천광역시 남동구 서창동 565-1,223,01,N,N,37.43536915,126.7509971,1,4,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로174번길,,인천광역시 남동구 서창동 538,222,02,N,N,37.43451551,126.7520734,4,4,20,Y,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로174번길,,인천광역시 남동구 서창동 538,221,01,N,N,37.43451551,126.7520734,2,4,7,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로174번길,,인천광역시 남동구 서창동 560-2,219,01,N,N,37.43791739,126.7482767,4,7,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로174번길,,인천광역시 남동구 서창동 560-10,218,01,N,N,37.43475595,126.7492446,4,5,13,Y,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 563-1,217,02,N,N,37.43448939,126.7495993,4,5,26,Y,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 560-10,216,02,N,N,37.43475595,126.7492446,4,5,26,Y,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 543-2,215,01,N,N,37.43423308,126.7492193,4,5,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 542-9,214,01,N,N,37.43444452,126.7487639,4,6,13,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 540,213,01,N,N,37.43511209,126.7471369,2,4,8,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 542-9,212,01,N,N,37.43444452,126.7487639,3,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 542-18,211,01,N,N,37.43538076,126.747833,2,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 541,210,01,N,N,37.43556744,126.7475926,2,6,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로48번길,,인천광역시 남동구 서창동 541,208,01,N,N,37.43556744,126.7475926,2,4,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 571-1,207,01,N,N,37.43382643,126.7516668,2,4,10,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 570-5,206,01,N,N,37.43380603,126.7514411,2,4,10,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 566-2,205,01,N,N,37.43417402,126.750452,2,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 566-4,204,01,N,N,37.43418798,126.7500675,2,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 563-1,203,01,N,N,37.43448939,126.7495993,3,6,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 542-9,202,01,N,N,37.43444452,126.7487639,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 676,280,01,Y,N,37.42762152,126.7443127,3,6,9,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 678,276,01,Y,N,37.42901739,126.7450917,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 639,275,01,Y,N,37.43014164,126.7465982,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 640,272,01,Y,N,37.43137952,126.7477753,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 640,271,01,Y,N,37.43137952,126.7477753,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 647-5,270,01,Y,N,37.43016055,126.7500893,4,6,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 650-3,269,01,Y,N,37.42904494,126.7511021,4,6,11,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 683,268,01,Y,N,37.42788823,126.7507823,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 683,267,01,Y,N,37.42788823,126.7507823,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 685,265,01,Y,N,37.42504268,126.7500952,4,6,12,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 685,264,01,Y,N,37.42504268,126.7500952,5,6,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 663-3,263,01,Y,N,37.42470028,126.7509482,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 663-1,262,04,Y,N,37.42446862,126.750342,5,5,23,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 707-1,261,04,Y,N,37.42415313,126.7494773,5,6,23,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 637-3,260,01,Y,Y,37.42984407,126.7440271,4,6,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 639,259,04,Y,N,37.43014164,126.7465982,7,4,29,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 682,257,01,Y,N,37.42950217,126.7483263,5,6,17,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 682,256,01,Y,N,37.42950217,126.7483263,5,6,17,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 685,255,01,Y,N,37.42504268,126.7500952,6,6,16,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 685,254,01,Y,N,37.42504268,126.7500952,4,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 687-3,253,01,Y,N,37.42483207,126.7489237,7,6,24,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 707-1,252,01,Y,N,37.42415313,126.7494773,7,6,27,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 664-4,251,01,Y,N,37.42368998,126.7508407,4,6,16,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남로,,인천광역시 남동구 서창동 670,250,04,Y,Y,37.42267949,126.7515692,7,5,29,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,논고개로,,인천광역시 남동구 도림동 30-10,249,04,N,N,37.42638051,126.734391,2,4,32,Y,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,소래로,,인천광역시 남동구 도림동 37-4,248,01,N,N,37.42624687,126.7353762,5,8,27,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로128번길,,인천광역시 남동구 서창동 545,247,04,N,N,37.439033,126.7464162,2,4,16,Y,,,,,Y,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로128번길,,인천광역시 남동구 서창동 547-6,246,01,N,Y,37.43909176,126.7485623,2,3,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 547-6,243,01,N,N,37.43909176,126.7485623,1,2,20,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 549-8,240,01,N,N,37.43855894,126.7501531,1,4,3,N,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 293,239,01,N,N,37.43935476,126.7495749,1,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,장아산로,,인천광역시 남동구 서창동 571-1,238,01,N,N,37.43382643,126.7516668,1,3,8,N,,,,,N,Y,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로,,인천광역시 남동구 서창동 568-13,328,01,N,N,37.43407927,126.7517191,2,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로60번길,,인천광역시 남동구 서창동 570-1,327,01,N,N,37.43382351,126.7505369,1,4,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,독곡로60번길,,인천광역시 남동구 서창동 647-1,326,01,Y,N,37.43038398,126.7499161,1,5,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 650-1,324,01,Y,N,37.42944843,126.7509146,2,5,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 650-3,323,01,Y,N,37.42904494,126.7511021,2,5,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로10번길,,인천광역시 남동구 서창동 663-3,322,01,Y,N,37.42470028,126.7509482,1,6,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로216번길,,인천광역시 남동구 서창동 705,320,01,Y,N,37.42353092,126.7494311,2,3,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로216번길,,인천광역시 남동구 서창동 705,316,03,Y,N,37.42353092,126.7494311,2,7,7,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로216번길,,인천광역시 남동구 서창동 706,315,01,Y,N,37.42291361,126.7498481,2,6,6,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로216번길,,인천광역시 남동구 서창동 704-3,314,01,Y,N,37.42225131,126.7494185,3,6,17,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로215번길,,인천광역시 남동구 서창동 687-1,312,03,Y,N,37.42555725,126.7484823,2,7,4,N,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로215번길,,인천광역시 남동구 서창동 689,311,01,Y,N,37.425309,126.7480119,1,5,9,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로215번길,,인천광역시 남동구 서창동 688,308,01,Y,Y,37.42575645,126.747722,2,6,6,N,,,,,N,N,N,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로215번길,,인천광역시 남동구 서창동 689,307,01,Y,N,37.425309,126.7480119,2,6,5,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로215번길,,인천광역시 남동구 서창동 687-4,306,03,Y,N,37.42453096,126.7485671,3,5,13,N,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 699,305,01,Y,N,37.42317703,126.7449405,3,6,9,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 694,304,01,Y,N,37.42405186,126.7441689,5,6,13,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
4,남동구,서창남순환로,,인천광역시 남동구 서창동 699,303,01,Y,N,37.42317703,126.7449405,5,6,15,Y,,,,,N,Y,Y,,인천광역시 남동구청,032-453-2684,2020-03-20,3530000,인천광역시 남동구
