시도명,시군구명,납부필증사용대상,납부필증유형,1ℓ가격,2ℓ가격,3ℓ가격,4ℓ가격,5ℓ가격,6ℓ가격,7ℓ가격,10ℓ가격,15ℓ가격,20ℓ가격,22ℓ가격,25ℓ가격,26ℓ가격,30ℓ가격,40ℓ가격,50ℓ가격,60ℓ가격,70ℓ가격,120ℓ가격,200ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
부산광역시,동구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,051-440-4452,2020-07-15,3270000,부산광역시 동구
부산광역시,동구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,6000,0,0,0,자원순환과,051-440-4452,2020-07-15,3270000,부산광역시 동구
부산광역시,동구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,자원순환과,051-440-4452,2020-07-15,3270000,부산광역시 동구
경상북도,칠곡군,종량제봉투,종량제봉투,0,0,50,0,70,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,환경관리과,054-979-6723,2020-07-01,5220000,경상북도 칠곡군
강원도,고성군,단독주택,납부필증,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경보호과,033-680-3985,2020-07-14,4340000,강원도 고성군
강원도,고성군,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경보호과,033-680-3985,2020-07-14,4340000,강원도 고성군
강원도,고성군,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,환경보호과,033-680-3985,2020-07-14,4340000,강원도 고성군
전라북도,군산시,사업장용,납부필증,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,6000,0,자원순환과,063-454-3463,2020-06-29,4670000,전라북도 군산시
전라북도,군산시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,자원순환과,063-454-3463,2020-06-29,4670000,전라북도 군산시
서울특별시,종로구,사업장용,납부필증,0,0,0,0,0,0,0,1400,0,2800,0,0,0,0,0,0,0,0,16800,0,청소행정과,02-2148-2393,2020-07-07,3000000,서울특별시 종로구
서울특별시,종로구,공동주택,납부필증,100,190,300,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,02-2148-2393,2020-07-07,3000000,서울특별시 종로구
서울특별시,종로구,공동주택,기타,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,02-2148-2393,2020-07-07,3000000,서울특별시 종로구
인천광역시,부평구,단독주택,납부필증,0,120,180,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,032-509-6620,2020-07-07,3540000,인천광역시 부평구
인천광역시,부평구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,7200,0,자원순환과,032-509-6620,2020-07-07,3540000,인천광역시 부평구
인천광역시,부평구,사업장용,납부필증,0,0,0,0,0,0,0,850,0,1680,0,0,0,0,0,0,0,0,0,0,자원순환과,032-509-6620,2020-07-07,3540000,인천광역시 부평구
전라남도,무안군,단독주택,기타,0,0,0,0,0,110,0,0,0,310,0,0,0,0,0,0,1020,0,2040,0,환경과,061-450-5552,2020-07-07,4950000,전라남도 무안군
전라남도,무안군,사업장용,전용용기,0,0,0,0,0,110,0,0,0,310,0,0,0,0,0,0,1020,0,2040,0,환경과,061-450-5552,2020-07-07,4950000,전라남도 무안군
전라남도,무안군,공동주택,기타,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경과,061-450-5552,2020-07-07,4950000,전라남도 무안군
충청남도,서산시,"단독,일반주택/소형음식점",납부필증,0,0,0,0,180,0,0,0,0,0,770,0,0,0,0,0,0,0,4200,0,자원순환과,041-660-2033,2020-06-24,4530000,충청남도 서산시
경상남도,양산시,단독주택,납부필증,0,0,200,0,330,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,055-392-2643,2020-06-02,5380000,경상남도 양산시
경상남도,양산시,사업장용,납부필증,0,0,0,0,0,0,0,0,940,0,1400,0,1660,0,2590,0,0,0,0,0,자원순환과,055-392-2643,2020-06-02,5380000,경상남도 양산시
전라남도,광양시,기타,전용용기,0,0,0,0,130,0,0,0,0,530,0,0,0,0,0,0,0,0,3120,0,환경과,061-797-2794,2020-02-28,4840000,전라남도 광양시
전라남도,광양시,단독주택,전용용기,0,0,0,0,130,0,0,0,0,530,0,0,0,0,0,0,0,0,3120,0,환경과,061-797-2794,2020-02-28,4840000,전라남도 광양시
대구광역시,수성구,공동주택,전용용기,0,0,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,자원순환과,053-666-2716,2020-07-14,3460000,대구광역시 수성구
대구광역시,수성구,사업장용,전용용기,0,0,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,자원순환과,053-666-2716,2020-07-14,3460000,대구광역시 수성구
경상북도,고령군,단독주택,납부필증,20,40,50,0,90,0,0,180,0,360,0,0,0,0,0,0,0,0,0,0,환경과,054-950-6524,2020-07-01,5200000,경상북도 고령군
경상북도,고령군,공동주택,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경과,054-950-6524,2020-07-01,5200000,경상북도 고령군
전라남도,화순군,단독주택,납부필증,0,0,0,0,80,0,0,0,0,320,0,0,0,0,0,0,960,0,1920,0,자원순환팀,061-379-3604,2020-06-30,4900000,전라남도 화순군
전라남도,화순군,공동주택,납부필증,0,0,0,0,80,0,0,0,0,320,0,0,0,0,0,0,960,0,1920,0,자원순환팀,061-379-3604,2020-06-30,4900000,전라남도 화순군
전라남도,화순군,사업장용,납부필증,0,0,0,0,80,0,0,0,0,320,0,0,0,0,0,0,960,0,1920,0,자원순환팀,061-379-3604,2020-06-30,4900000,전라남도 화순군
전라남도,화순군,기타,납부필증,0,0,0,0,80,0,0,0,0,320,0,0,0,0,0,0,960,0,1920,0,자원순환팀,061-379-3604,2020-06-30,4900000,전라남도 화순군
전라남도,보성군,사업장용,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,0,환경생태과,061-850-5343,2020-06-25,4890000,전라남도 보성군
전라남도,보성군,공동주택,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,환경생태과,061-850-5343,2020-06-25,4890000,전라남도 보성군
경상남도,진주시,단독주택,납부필증,0,0,130,0,230,0,0,440,0,890,0,0,0,0,0,0,2660,0,5310,0,청소과,055-749-5343,2020-06-30,5310000,경상남도 진주시
전라남도,영광군,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,2600,0,도시환경과,061-350-5343,2020-06-23,4970000,전라남도 영광군
전라남도,영광군,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,2600,0,도시환경과,061-350-5343,2020-06-23,4970000,전라남도 영광군
제주특별자치도,제주시,단독주택,기타,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,생활환경과,064-728-3181,2020-07-07,6510000,제주특별자치도 제주시
제주특별자치도,제주시,공동주택,기타,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,생활환경과,064-728-3181,2020-07-07,6510000,제주특별자치도 제주시
제주특별자치도,제주시,사업장용,기타,51,102,153,204,255,306,357,408,459,510,561,612,663,714,765,816,867,918,969,1020,생활환경과,064-728-3181,2020-07-07,6510000,제주특별자치도 제주시
인천광역시,중구,단독주택+사업장용,납부필증,0,120,180,0,300,0,0,600,0,1200,0,0,0,0,0,0,3600,0,7200,0,환경보호과,032-760-7218,2020-07-09,3490000,인천광역시 중구
경상남도,거창군,단독주택,납부필증,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경과,055-940-3500,2020-06-30,5470000,경상남도 거창군
경상남도,거창군,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,환경과,055-940-3500,2020-06-30,5470000,경상남도 거창군
경상남도,거창군,사업장용/기타,납부필증,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,3600,0,환경과,055-940-3500,2020-06-30,5470000,경상남도 거창군
강원도,태백시,단독주택,납부필증,0,0,70,0,100,0,0,0,0,370,0,0,0,0,0,0,1110,0,2220,0,환경보호과,033-550-2063,2020-07-08,4220000,강원도 태백시
강원도,태백시,사업장용,납부필증,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,2610,0,5220,0,환경보호과,033-550-2603,2020-07-08,4220000,강원도 태백시
경상북도,영천시,공동주택,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,자원순환과,054-330-6193,2020-06-22,5100000,경상북도 영천시
충청북도,제천시,사업장용,기타,0,0,0,0,0,0,0,200,0,400,0,0,0,0,0,0,1400,0,0,0,자원순환과,043-641-6425,2020-06-25,4400000,충청북도 제천시
경상북도,구미시,"단독주택, 소형음식점",납부필증,0,0,60,0,125,0,0,250,0,470,0,0,0,0,0,0,1410,0,2820,0,자원순환과,054-480-5222,2020-06-30,5080000,경상북도 구미시
대전광역시,서구,단독주택,전용용기,0,0,180,0,300,0,0,600,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-288-3553,2020-06-30,3660000,대전광역시 서구
경기도,남양주시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,자원순환과,031-590-2256,2020-07-01,3990000,경기도 남양주시
대구광역시,남구,단독주택,납부필증,0,0,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,녹색환경과,053-664-2591,2020-06-26,3440000,대구광역시 남구
경상북도,경주시,단독주택,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,0,0,2400,0,4800,0,자원순환과,054-779-6693,2020-06-30,5050000,경상북도 경주시
경상북도,경주시,공동주택,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,0,0,2400,0,4800,0,자원순환과,054-779-6693,2020-06-30,5050000,경상북도 경주시
경상북도,경주시,사업장용,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,0,0,2400,0,4800,0,자원순환과,054-779-6693,2020-06-30,5050000,경상북도 경주시
충청남도,보령시,공동주택,기타,0,40,60,0,100,0,0,200,0,380,0,0,0,0,0,0,0,0,3200,0,충청남도 보령시청 환경보호과,041-930-3678,2020-07-01,4510000,충청남도 보령시
전라북도,임실군,사업장용,기타,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,3600,0,환경보호과,063-640-2393,2020-06-28,4760000,전라북도 임실군
전라북도,임실군,기타,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,13200,0,환경보호과,063-640-2393,2020-06-28,4760000,전라북도 임실군
서울특별시,강서구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,8400,0,16800,0,자원순환과,02-2600-4062,2020-07-01,3150000,서울특별시 강서구
광주광역시,북구,단독주택,납부필증,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-410-6511,2020-06-21,3620000,광주광역시 북구
광주광역시,북구,사업장용,납부필증,0,0,0,0,0,660,0,0,0,2200,0,0,0,0,0,0,6600,0,13200,0,청소행정과,062-410-6511,2020-06-21,3620000,광주광역시 북구
서울특별시,양천구,사업장용/기타,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,8400,0,16800,0,청소행정과,02-2620-3441,2020-06-24,3140000,서울특별시 양천구
충청남도,태안군,공동주택,기타,0,0,90,0,130,0,0,0,0,550,0,0,0,0,0,0,1560,0,3120,0,환경산림과,041-670-2795,2020-06-23,4620000,충청남도 태안군
충청남도,태안군,사업장용,기타,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,7200,0,14400,0,환경산림과,041-670-2795,2020-06-23,4620000,충청남도 태안군
충청북도,괴산군,사업장용,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,3840,0,환경수도사업소,043-830-3623,2020-06-19,4460000,충청북도 괴산군
부산광역시,강서구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,청소행정과,051-970-4434,2020-06-23,3360000,부산광역시 강서구
경상남도,남해군,단독주택,전용용기,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경녹지과,055-860-3279,2020-06-22,5430000,경상남도 남해군
경상북도,포항시 남구,공동주택,납부필증,0,0,0,0,270,0,0,0,0,1100,0,0,0,0,0,0,3300,0,6600,0,환경사업팀,054-280-9510,2020-03-24,B552865,포항시시설관리공단
충청남도,논산시,기타,기타,0,0,70,0,120,0,0,240,0,480,0,0,0,0,0,0,1440,0,2880,0,환경과,041-746-5533,2020-07-01,4540000,충청남도 논산시
전라남도,담양군,단독주택,납부필증,0,0,0,0,160,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,생태환경과,061-380-3076,2020-07-10,4850000,전라남도 담양군
경상남도,김해시,기타,기타,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,청소행정과,055-330-3407,2020-06-30,5350000,경상남도 김해시
광주광역시,동구,단독주택,스티커,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경청소과,062-608-2522,2020-07-08,6290000,광주광역시
광주광역시,동구,소형음식점,스티커,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,환경청소과,062-608-2522,2020-07-08,6290000,광주광역시
광주광역시,서구,단독주택,스티커,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-360-7323,2020-07-08,6290000,광주광역시
광주광역시,서구,소형음식점,스티커,0,0,0,0,0,660,0,0,1650,0,0,0,0,0,0,0,0,0,13200,0,청소행정과,062-360-7323,2020-07-08,6290000,광주광역시
광주광역시,남구,단독주택,스티커,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경생태과,062-607-3633,2020-07-08,6290000,광주광역시
광주광역시,남구,소형음식점,스티커,0,0,0,0,0,660,0,0,0,2200,0,0,0,0,0,0,0,0,13200,0,환경생태과,062-607-3633,2020-07-08,6290000,광주광역시
광주광역시,북구,단독주택,스티커,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-410-6522,2020-07-08,6290000,광주광역시
광주광역시,북구,소형음식점,스티커,0,0,0,0,0,660,0,0,0,2200,0,0,0,0,0,0,6600,0,13200,0,청소행정과,062-410-6522,2020-07-08,6290000,광주광역시
광주광역시,광산구,단독주택,스티커,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-960-8477,2020-07-08,6290000,광주광역시
광주광역시,광산구,소형음식점,스티커,0,0,0,0,0,660,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-960-8477,2020-07-08,6290000,광주광역시
충청남도,공주시,단독주택,기타,0,0,0,0,170,0,0,0,0,0,0,850,0,0,0,0,0,0,0,4070,자원순환과,041-840-8573,2020-07-07,4500000,충청남도 공주시
대전광역시,중구,단독주택,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-606-7312,2020-07-01,3650000,대전광역시 중구
대전광역시,중구,공동주택,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-606-7312,2020-07-01,3650000,대전광역시 중구
전라북도,군산시,단독주택,납부필증,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,063-454-3463,2020-06-29,4670000,전라북도 군산시
경상남도,거제시,사업장용,납부필증,0,0,0,0,220,0,0,0,660,0,0,1100,0,0,0,0,2640,0,5280,0,자원순환과,055-639-4836,2020-06-16,5370000,경상남도 거제시
서울특별시,성동구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-2286-5542,2020-06-18,3030000,서울특별시 성동구
서울특별시,성동구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,8400,0,16800,0,청소행정과,02-2286-5542,2020-06-18,3030000,서울특별시 성동구
충청남도,청양군,단독주택,납부필증,0,0,0,0,100,0,0,0,0,400,0,0,0,0,0,0,0,0,2400,0,환경보호과,041-940-2254,2020-05-28,4590000,충청남도 청양군
강원도,동해시청,단독주택,납부필증,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경과,033-530-2153,2020-06-11,4210000,강원도 동해시
대전광역시,대덕구,단독주택,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,기후환경과,042-608-6843,2020-04-30,3680000,대전광역시 대덕구
대전광역시,대덕구,기타,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,기후환경과,042-608-6843,2020-04-30,3680000,대전광역시 대덕구
경기도,의정부시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090,0,자원순환과,031-828-2994,2020-06-01,3820000,경기도 의정부시
경기도,시흥시,공동주택,납부필증,0,0,150,0,250,0,0,500,0,1000,0,0,0,0,0,0,3000,0,6000,0,청소행정과,031-310-2364,2020-06-02,4010000,경기도 시흥시
서울특별시,중랑구,공동주택용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,2094-1930,2020-06-01,3060000,서울특별시 중랑구
서울특별시,중랑구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,0,0,16800,0,청소행정과,2094-1930,2020-06-01,3060000,서울특별시 중랑구
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장수읍,063-350-1215,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장수읍,063-350-1215,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장수읍,063-350-1215,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,산서면,063-350-1264,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,산서면,063-350-1264,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,산서면,063-350-1264,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,번암면,063-350-1312,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,번암면,063-350-1312,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,번암면,063-350-1312,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장계면,063-350-1365,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장계면,063-350-1365,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장계면,063-350-1365,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천천면,063-350-1411,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천천면,063-350-1411,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천천면,063-350-1411,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계남면,063-350-1462,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계남면,063-350-1462,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계남면,063-350-1462,2020-06-02,4750000,전라북도 장수군
인천광역시,동구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,3850,0,7630,0,자원순환과,032-770-6422,2019-07-24,3500000,인천광역시 동구
인천광역시,동구,단독주택,납부필증,0,0,170,0,260,0,0,0,0,0,0,0,0,0,0,0,2810,0,5550,0,자원순환과,032-770-6422,2019-07-24,3500000,인천광역시 동구
경상남도,양산시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7850,0,자원순환과,055-392-2643,2020-06-02,5380000,경상남도 양산시
강원도,강릉시,기타,기타,0,50,80,0,110,0,0,230,0,440,0,0,0,0,0,0,0,0,0,0,자원순환과,033-640-4525,2020-07-03,4200000,강원도 강릉시
경상남도,통영시,단독주택,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,자원순환과,055-650-1330,2020-06-29,5330000,경상남도 통영시
경상남도,통영시,공동주택,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,자원순환과,055-650-1330,2020-06-29,5330000,경상남도 통영시
경상남도,통영시,사업장용,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,자원순환과,055-650-1330,2020-06-29,5330000,경상남도 통영시
부산광역시,해운대구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,자원순환과,051-749-4434,2020-06-24,3330000,부산광역시 해운대구
부산광역시,해운대구,단독주택,전용용기,0,0,6500,0,7000,0,0,0,0,16000,0,0,0,0,0,0,0,0,55000,0,자원순환과,051-749-4434,2020-06-24,3330000,부산광역시 해운대구
경상북도,영천시,단독주택,전용용기,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,054-330-6193,2020-06-22,5100000,경상북도 영천시
경상북도,영천시,사업장용,전용용기,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,자원순환과,054-330-6193,2020-06-22,5100000,경상북도 영천시
광주광역시,동구,기타,납부필증,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,환경청호과,062-608-2522,2020-02-12,3590000,광주광역시 동구
경기도,이천시,단독주택,기타,50,0,110,0,180,0,0,350,0,700,0,0,0,0,0,1750,0,0,0,0,자원관리과,031-644-2602,2020-02-12,4070000,경기도 이천시
경기도,이천시,공동주택,기타,50,0,110,0,180,0,0,350,0,700,0,0,0,0,0,1750,0,0,0,0,자원관리과,031-644-2602,2020-02-12,4070000,경기도 이천시
제주특별자치도,서귀포시,공동주택,기타,33,66,99,132,165,198,231,330,495,660,726,825,858,990,1320,1650,1980,2310,3960,6600,생활환경과,064-760-2931,2019-09-20,6520000,제주특별자치도 서귀포시
제주특별자치도,서귀포시,단독주택,기타,33,66,99,132,165,198,231,330,495,660,726,825,858,990,1320,1650,1980,2310,3960,6600,생활환경과,064-760-2931,2019-09-20,6520000,제주특별자치도 서귀포시
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계북면,063-350-1513,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계북면,063-350-1513,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계북면,063-350-1513,2020-06-02,4750000,전라북도 장수군
대구광역시,달서구,단독주택,납부필증,0,80,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,청소과,053-667-2722,2020-05-31,3470000,대구광역시 달서구
대구광역시,달서구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,청소과,053-667-2722,2020-05-31,3470000,대구광역시 달서구
대구광역시,달서구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4880,0,청소과,053-667-2722,2020-05-31,3470000,대구광역시 달서구
대구광역시,동구,단독주택,전용용기,0,0,0,160,0,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,환경녹색과,053-662-2722,2020-05-27,3420000,대구광역시 동구
강원도,원주시,단독주택,납부필증,0,0,100,0,170,0,0,320,0,680,0,0,0,0,0,0,0,0,0,0,생활자원과,033-737-3084,2020-05-27,4190000,강원도 원주시
전라북도,부안군,단독주택,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
전라북도,부안군,공동주택,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
전라북도,부안군,사업장용,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
전라북도,부안군,기타,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
울산광역시,남구,단독주택,납부필증,0,0,0,0,300,0,0,0,0,1200,0,0,0,0,0,0,3600,0,0,0,환경관리과,052-226-4821,2020-05-11,3700000,울산광역시 남구
울산광역시,남구,공동주택,납부필증,0,0,0,0,300,0,0,0,0,1200,0,0,0,0,0,0,3600,0,0,0,환경관리과,052-226-4821,2020-05-11,3700000,울산광역시 남구
울산광역시,남구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,7200,0,0,0,환경관리과,052-226-4821,2020-05-11,3700000,울산광역시 남구
서울특별시,동대문구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-2127-4733,2020-04-21,3050000,서울특별시 동대문구
서울특별시,동대문구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,8400,0,16800,0,청소행정과,02-2127-4733,2020-04-21,3050000,서울특별시 동대문구
경기도,김포시,기타,전용용기,0,50,100,0,160,0,0,320,0,650,0,0,0,0,0,0,0,0,0,0,자원순환과,031-980-2765,2020-01-01,4090000,경기도 김포시
경기도,군포시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,0,청소행정과,031-390-0353,2020-04-30,4020000,경기도 군포시
