가변전광표지판명,시도명,시군구명,시군구코드,도로종류,도로노선명,도로노선번호,도로노선방향,위도,경도,영상표시면가로길이,영상표시면세로길이,전광판함체가로길이,전광판함체세로길이,전광판높이,설치유형코드,출력방향코드,발광패널유형코드,표출색상,표시유형코드,출력크기,제공정보종류,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
지제역사거리 전,경기도,평택시,41220,02,지제동 634-5,1번,01,37.016314,127.072175,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
옥산오창 지방도540,충청북도,청주시 청원구,43114,04,지방도,540번,01,36.718016,127.414002,6000,1200,6400,1600,6685,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03+04,2018,옥산오창고속도로㈜,1877-1108,2019-09-23,1611000,국토해양부
장원산업단지교차로 앞,경기도,안성시,41550,02,죽산면 장원리 958-7,17번,01,37.071961,127.425144,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용설3교 앞,경기도,안성시,41550,02,죽산면 용설리 산 244-17,17번,01,37.061264,127.441765,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
교동교차로 앞,경기도,양평군,41830,02,청운면 비룡리 201-2,6번,02,37.540108,127.691472,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
단월교차로 앞,경기도,양평군,41830,02,단월면 보룡리 142-13,6번,01,37.527725,127.671019,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
광탄1호공원 전,경기도,양평군,41830,02,용문면 광탄리 418-1,6번,02,37.512486,127.627517,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
마룡1교 앞,경기도,양평군,41830,02,용문면 마룡리 산17-14,6번,01,37.497210,127.595827,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
대흥1교 앞,경기도,양평군,41830,02,양평읍 대흥리 493-1,6번,01,37.487986,127.540584,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용문터널,경기도,양평군,41830,02,용문면 삼성리 857,6번,02,37.483250,127.559703,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
양평교차로,경기도,양평군,41830,02,양평읍 공흥리 산25-9,6번,02,37.501331,127.502823,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
오빈2리입구(하행),경기도,양평군,41830,02,양평읍 오빈리 433-5,6번,02,37.504947,127.460719,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
오빈2리입구(상행),경기도,양평군,41830,02,양평읍 오빈리 421-4,6번,01,37.504950,127.458972,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
복포과선교(하행),경기도,양평군,41830,02,양서면 복포리 산17-4,6번,02,37.515469,127.424211,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
복포과선교(상행),경기도,양평군,41830,02,양서면 복포리 80-6,6번,01,37.515144,127.426447,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용담1리(검천나루) 후,경기도,양평군,41830,02,양서면 용담리 산37-6,6번,02,37.536878,127.337642,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
봉안대교 전(상행),경기도,남양주시,41360,02,조안면 능내리 산66-12,6번,01,37.530303,127.291239,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
팔당교 전 (형제마린앞),경기도,남양주시,41360,02,와부읍 팔당리 345-3,6번,02,37.543961,127.248872,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
팔당교 끝 (상행),경기도,남양주시,41360,02,와부읍 팔당리 249-10,6번,01,37.545414,127.244422,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
도곡근린공원 앞,경기도,남양주시,41360,02,와부읍 도곡리 1123-2,6번,01,37.576361,127.219533,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
하패1교,경기도,양주시,41630,05,은현면 하패리 734-18,3번,02,37.893000,127.029300,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
월덕보교,경기도,양주시,41630,05,봉양동 343-5,3번,02,37.849500,127.075300,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
봉양교,경기도,양주시,41630,05,봉양동 342,3번,01,37.849200,127.076600,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
고읍교차로,경기도,양주시,41630,05,광사동 산78-1,3번,02,37.798000,127.075400,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
광사IC,경기도,양주시,41630,05,광사동 82,3번,01,37.784000,127.076000,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
생태터널 후,경기도,의정부시,41150,05,낙양동 산 115-6,3번,02,37.752070,127.099660,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
생태터널 전,경기도,의정부시,41150,05,낙양동 716-4,3번,01,37.751770,127.100620,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
중원교 후,경기도,성남시중원구,41133,02,하대원동 414-1,3번,02,37.426602,127.141996,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
장암IC 전,경기도,의정부시,41150,05,장암동 산 21-14,3번,01,37.715140,127.061280,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
부발교차로앞(하행),경기도,이천시,41500,02,부발읍 수정리 521-2,3번,02,37.268250,127.524519,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
부발교차로앞(상행),경기도,이천시,41500,02,부발읍 죽당리 26-41,3번,01,37.231242,127.521907,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
당왕고가차도 끝,경기도,안성시,41550,02,당왕동 407-4,38번,02,37.022697,127.262306,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
안양교 앞,경기도,안성시,41550,02,대덕면 내리 446-5,38번,01,37.008867,127.212339,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
공도기업단지삼거리,경기도,안성시,41550,02,공도읍 용두리 275-289,38번,02,36.999404,127.163698,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
동방학교(하행),경기도,평택시,41220,02,용이동 257-4,38번,02,36.992772,127.127961,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
안중출장소(상행),경기도,평택시,41220,02,안중읍 학현리 499-19,38번,01,36.989475,126.922753,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
안성천2교 전,경기도,평택시,41220,02,합정동 217-5,38번,01,36.982106,127.104172,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
대반교차로 전,경기도,평택시,41220,02,안중읍 대반리 산4-7,38번,02,36.992461,126.944761,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
석정삼거리 전,경기도,평택시,41220,02,안중읍 성해리 산104-1,38번,02,36.988808,126.902303,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
서평택IC사거리 전,경기도,평택시,41220,04,포승읍 도곡리 1203,38번,01,36.986189,126.861256,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
매상교 전(하행),경기도,평택시,41220,02,포승읍 신영리 897-17,38번,02,36.935731,126.893619,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
연천 동이교차로,경기도,연천군,41800,02,미산면 동이리 1021,37번,01,38.011189,127.004530,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
연천 장탄교차로,경기도,연천군,41800,02,청산면 장탄리 산 78-1,37번,01,38.035775,127.088381,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파주 여우고개사거리 전,경기도,파주시,41480,02,문산읍 당동리 산 19-4,37번,02,37.871800,126.781334,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파주 아포삼거리 전,경기도,파주시,41480,02,파평면 금파리 산 14-15,37번,02,37.927556,126.831724,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파주 아포삼거리 전,경기도,파주시,41480,02,파평면 금파리 산 2-29,37번,01,37.936620,126.832248,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파주 주월교차로 전,경기도,파주시,41480,02,적성면 가월리 441-8,37번,02,37.976427,126.904708,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파주 구읍교차로 전,경기도,파주시,41480,02,적성면 구읍리 926-1,37번,01,37.978636,126.933810,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파주 어유교차로,경기도,파주시,41480,02,적성면 어유지리 229-8,37번,02,37.999919,126.987039,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
양평 공세교차로 후,경기도,양평군,41830,02,양평읍 회현리 10-74,37번,01,37.465950,127.525335,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
흑천교 후 (하행),경기도,양평군,41830,02,양평읍 회현리 32-1,37번,02,37.468467,127.523058,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
후포교 후 (상행),경기도,여주시,41670,02,대신면 당산리 124,37번,01,37.352880,127.597610,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
가산교 전 (하행),경기도,여주시,41670,02,대신면 천남리 385-40,37번,02,37.337420,127.625500,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
한국델파이 앞,경기도,여주시,41670,02,점봉동 161-10,37번,01,37.247870,127.650060,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
신세계토건 앞,경기도,안성시,41550,04,대덕면 소내리 198-2,23번,02,37.035297,127.223339,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
대림교육연수원 앞,경기도,용인시처인구,41461,02,양지면 평창리 산111-1,17번,02,37.222710,127.311420,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
성우물류창고 앞,경기도,용인시처인구,41461,02,원삼면 좌항리 산 5-1,17번,01,37.203740,127.324370,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
백봉교차로 앞,경기도,용인시처인구,41461,02,백암면 백봉리 산83-4,17번,02,37.146306,127.387375,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
고안교차로 앞,경기도,용인시처인구,41461,02,백암면 고안리 432-1,17번,01,37.126372,127.413561,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
매산교차로 앞,경기도,안성시,41550,02,죽산면 매산리 산78-1,17번,02,37.096731,127.433550,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
복하천수변공원 앞,경기도,이천시,41500,05,진리동 420,42번,01,37.268380,127.457410,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
파이로교차로 후,경기도,용인시처인구,41461,02,양지면 제일리 597-2,42번,02,37.237480,127.307500,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
양지1교 앞,경기도,용인시처인구,41461,02,양지면 남곡리 234-1,42번,01,37.228800,127.273460,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
신촌가든앞사거리,경기도,용인시처인구,41461,02,양지면 송문리 670,42번,02,37.225340,127.259520,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
양주 울대리,경기도,양주시,41630,02,장흥면 울대리 46-2,39번,02,37.736501,127.005417,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2007,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
고양1교앞교차로 후,경기도,고양시덕양구,41281,02,벽제동 140-7,39번,01,37.712497,126.908306,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2007,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
송라리(상행),경기도,화성시,41590,02,매송면 송라리 82-2,39번,01,37.283044,126.908703,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
쌍학3육교 전,경기도,화성시,41590,02,매송면 숙곡리 519-4,39번,02,37.252131,126.896144,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
백학IC 전,경기도,화성시,41590,02,비봉면 양노리 산 44-8,39번,01,37.222846,126.875588,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
자안교 전,경기도,화성시,41590,02,팔탄면 창곡리 371-1,39번,01,37.187844,126.881592,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
팔탄육교 앞,경기도,화성시,41590,02,팔탄면 구장리 산152-4,39번,02,37.168194,126.890828,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
지월교차로 앞 (상행),경기도,화성시,41590,02,팔탄면 지월리 712-1,39번,01,37.144367,126.892358,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
지월교차로 앞 (하행),경기도,화성시,41590,02,팔탄면 지월리 758-11,39번,02,37.141319,126.893033,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
상신지하차도 앞,경기도,화성시,41590,02,향남읍 상신리 599-15,39번,01,37.104300,126.901542,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2014,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
느런휴게소 전,경기도,평택시,41220,02,청북면 고렴리 476-2,39번,01,37.061060,126.921040,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
느런휴게소 전,경기도,평택시,41220,02,청북면 고렴리 840-5,39번,02,37.060919,126.920789,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
현곡지하차도교차로 후,경기도,평택시,41220,02,청북면 후사리 101-51,39번,01,37.038022,126.935935,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
금곡리(하행),경기도,평택시,41220,02,안중읍 용성리 720-6,39번,02,37.002992,126.944661,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
송담사거리 전,경기도,평택시,41220,02,안중읍 송담리 541-1,39번,01,36.974603,126.933683,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
현덕교차로 전,경기도,평택시,41220,02,현덕면 권관리 산50-17,39번,02,36.930544,126.914972,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
아산만방조제,경기도,평택시,41220,02,현덕면 권관리 564-21,39번,01,36.905006,126.909389,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
오갑교 앞,충청북도,음성군,43770,02,감곡면 문촌리 산97-1,38번,02,37.116564,127.683628,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
대서초교 앞,경기도,이천시,41500,02,장호원읍 대서리 7-3,38번,01,37.111744,127.576411,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
청미교 앞,경기도,안성시,41550,02,일죽면 신흥리 729-8,38번,02,37.096389,127.477225,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
안성월정산업단지 앞,경기도,안성시,41550,02,일죽면 월정리 521-1,38번,02,37.087228,127.457331,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
SK주유소 앞 (상행),경기도,안성시,41550,02,죽산면 장능리 578-1,38번,01,37.072095,127.392908,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
도촌(하행),경기도,안성시,41550,02,삼죽면 진촌리 439-1,38번,02,37.048244,127.363756,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
상삼리(상행),경기도,안성시,41550,02,보개면 상삼리 21-9,38번,01,37.027261,127.336781,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
내방리(하행),경기도,안성시,41550,02,보개면 내방리 283-4,38번,02,37.014878,127.312739,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
분천2교 방향,경기도,화성시,41590,02,정남면 보통리 30-5,43번,02,37.197500,126.976000,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
문화마을 전,경기도,화성시,41590,02,봉담읍 수기리 180-2,43번,01,37.197000,126.973000,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
은고개약수터,경기도,하남시,41450,02,상산곡동 359-12,43번,02,37.480764,127.240236,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
탄벌마을앞삼거리,경기도,광주시,41610,02,탄벌동 90-12,43번,02,37.415736,127.243753,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
고산육교 끝,경기도,광주시,41610,02,오포읍 고산리 산 2-6,43번,01,37.378922,127.240686,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
광주시청소년수련관 앞,경기도,광주시,41610,02,태전동 7-1,43번,02,37.384667,127.235242,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
추자교차로 앞,경기도,광주시,41610,02,오포읍 추자리 199-3,43번,01,37.363722,127.230553,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
상일리베가구 앞,경기도,광주시,41610,02,오포읍 추자리 324-14,43번,02,37.356122,127.223461,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
신분당자동차운전학원 앞,경기도,용인시처인구,41461,02,모현면 오산리 22-4,43번,01,37.333461,127.161364,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
장안대입구교차로 전 (하행),경기도,화성시,41590,05,봉담읍 상리 464-3,43번,02,37.211350,126.943692,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
흰돌산기도원입구 전,경기도,화성시,41590,02,봉담읍 당하리 282-1,43번,01,37.182000,126.937800,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
덕리사거리 앞,경기도,화성시,41590,02,봉담읍 유리 155-3,43번,02,37.174469,126.936336,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
점촌교차로 앞 (상행),경기도,화성시,41590,02,팔탄면 가재리 658-14,43번,01,37.140419,126.915647,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
점촌교차로 앞 (하행),경기도,화성시,41590,02,팔탄면 가재리 544-3,43번,02,37.140411,126.915319,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
E1-LPG 충전소 인근,경기도,화성시,41590,02,향남읍 방축리 297-57,43번,01,37.120177,126.918653,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
