터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
북방3터널(양양),도로터널,1종,01,5060,,상행,강원도,홍천군,42720,,강원도 홍천군 북방,00.000000,000.000000,00.000000,000.000000,1518,12.3,0,8.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
북방3터널(서울),도로터널,1종,01,5060,,하행,강원도,홍천군,42720,,강원도 홍천군 북방,00.000000,000.000000,00.000000,000.000000,1515,12.3,0,8.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
북방2터널(양양),도로터널,2종,01,5060,,상행,강원도,홍천군,42720,,강원도 홍천군 북방,00.000000,000.000000,00.000000,000.000000,326,11.6,0,8.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
북방2터널(서울),도로터널,2종,01,5060,,하행,강원도,홍천군,42720,,강원도 홍천군 북방,00.000000,000.000000,00.000000,000.000000,330,11.6,0,8.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
북방1터널(양양),도로터널,1종,01,5060,,상행,강원도,춘천시,42110,,강원도 춘천시 동산,00.000000,000.000000,00.000000,000.000000,2298,12.3,0,7.3,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
북방1터널(서울),도로터널,1종,01,5060,,하행,강원도,춘천시,42110,,강원도 춘천시 동산,00.000000,000.000000,00.000000,000.000000,2285,12.3,0,7.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
동산2터널(양양),도로터널,1종,01,5060,,상행,강원도,춘천시,42110,,강원도 춘천시 동산,00.000000,000.000000,00.000000,000.000000,1133.,12.3,0,7.3,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
동산2터널(서울),도로터널,1종,01,5060,,하행,강원도,춘천시,42110,,강원도 춘천시 동산,00.000000,000.000000,00.000000,000.000000,1235.,12.3,0,7.3,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
동산1터널(양양),도로터널,2종,01,5060,,상행,강원도,춘천시,42110,,강원도 춘천시 동산,00.000000,000.000000,00.000000,000.000000,683,11.6,0,8.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
동산1터널(서울),도로터널,2종,01,5060,,하행,강원도,춘천시,42110,,강원도 춘천시 동산,00.000000,000.000000,00.000000,000.000000,708,11.6,0,8.2,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
신니터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 신,00.000000,000.000000,00.000000,000.000000,309,10.5,0,7.5,2,2013,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
신니터널(평택),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 신,00.000000,000.000000,00.000000,000.000000,309,10.5,0,7.5,2,2013,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
수리산터널(제천),도로터널,2종,01,5040,,상행,충청북도,음성군,43770,,충청북도 음성군 생,00.000000,000.000000,00.000000,000.000000,212,10.3,0,7.4,2,2013,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
수리산터널(평택),도로터널,2종,01,5040,,하행,충청북도,음성군,43770,,충청북도 음성군 생,00.000000,000.000000,00.000000,000.000000,212,10.3,0,7.4,2,2013,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
내촌1터널(양양),도로터널,1종,01,5060,,하행,강원도,홍천군,42720,,강원도 홍천군 내촌,00.000000,000.000000,00.000000,000.000000,1248,10.7,0,8.3,2,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
화촌9터널(서울),도로터널,1종,01,5060,,상행,강원도,홍천군,42720,,강원도 홍천군 화촌,00.000000,000.000000,00.000000,000.000000,3690,12.6,0,8.3,2,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
기린1터널(서울),도로터널,2종,01,5060,,상행,강원도,인제군,42810,,강원도 인제군 기린,00.000000,000.000000,00.000000,000.000000,118,11.6,0,8.3,2,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
기린5터널(양양),도로터널,1종,01,5060,,하행,강원도,인제군,42810,,강원도 인제군 기린,00.000000,000.000000,00.000000,000.000000,1148,12.8,0,8.3,2,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
상남4터널(양양),도로터널,1종,01,5060,,하행,강원도,인제군,42810,,강원도 인제군 상남,00.000000,000.000000,00.000000,000.000000,1434,12.8,0,8.3,2,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
상남1터널(양양),도로터널,2종,01,5060,,하행,강원도,인제군,42810,,강원도 인제군 상남,00.000000,000.000000,00.000000,000.000000,60,13.9,0,8.3,2,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
내촌2터널(서울),도로터널,2종,01,5060,,상행,강원도,홍천군,42720,,강원도 홍천군 내촌,00.000000,000.000000,00.000000,000.000000,100,21.4,0,8.3,4,2017,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
천등산3터널(제천),도로터널,1종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,2645,10.7,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
천등산3터널(평택),도로터널,1종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,2619,10.7,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
천등산2터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,119,10.7,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
천등산1터널(제천),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,399,10.7,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
천등산1터널(평택),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,442,10.7,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척2터널(제천),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,274,11.7,0,8.7,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척2터널(평택),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,238,11.7,0,8.7,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척1터널(제천),도로터널,1종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 엄,00.000000,000.000000,00.000000,000.000000,1066,12.8,0,8.7,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척1터널(평택),도로터널,1종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 엄,00.000000,000.000000,00.000000,000.000000,1079,12.8,0,8.7,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
중앙탑터널(평택),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 중,00.000000,000.000000,00.000000,000.000000,679,12.4,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
중앙탑터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 중,00.000000,000.000000,00.000000,000.000000,679,12.4,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은4터널(평택),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,450,11.6,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은4터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,535,11.6,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은3터널(평택),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,356,11.6,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은3터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,368,11.6,0,7.3,2,2014,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은2터널(평택),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,210,11.6,0,8.1,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은2터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,206,11.6,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은1터널(평택),도로터널,2종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,968,11.7,0,7.3,2,2014,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
노은1터널(제천),도로터널,2종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 노,00.000000,000.000000,00.000000,000.000000,979,11.7,0,7.3,2,2014,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
화촌2터널(양양),도로터널,2종,01,5060,,상행,강원도,홍천군,42720,,강원도 홍천군 화촌,00.000000,000.000000,00.000000,000.000000,377.6,10.7,0,7.3,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
화촌2터널(서울),도로터널,2종,01,5060,,하행,강원도,홍천군,42720,,강원도 홍천군 화촌,00.000000,000.000000,00.000000,000.000000,359,10.7,0,7.3,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
화촌1터널(양양),도로터널,2종,01,5060,,상행,강원도,홍천군,42720,,강원도 홍천군 화촌,00.000000,000.000000,00.000000,000.000000,721,10.7,0,7.3,2,2009,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
영동1터널(부산),도로터널,1종,01,5001,,하행,충청북도,영동군,43740,,충청북도 영동군 심,00.000000,000.000000,00.000000,000.000000,618,13.6,0,8.3,3,2003,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
영동1터널(서울),도로터널,1종,01,5001,,상행,충청북도,영동군,43740,,충청북도 영동군 심,00.000000,000.000000,00.000000,000.000000,578,13.6,0,8.3,3,2003,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
황간터널(서울),도로터널,1종,01,5001,,상행,충청북도,영동군,43740,,충청북도 영동군 황,00.000000,000.000000,00.000000,000.000000,624,12.8,0,8.4,3,2006,2018-12-31,B,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
황간터널(부산),도로터널,1종,01,5001,,하행,충청북도,영동군,43740,,충청북도 영동군 추,00.000000,000.000000,00.000000,000.000000,613,12.8,0,8.4,3,2006,2018-12-31,B,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
진천터널(통영),도로터널,2종,01,5035,,하행,충청북도,진천군,43750,,충청북도 진천군 초,00.000000,000.000000,00.000000,000.000000,475,10,0,6.6,2,1987,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
진천터널(하남),도로터널,2종,01,5035,,상행,충청북도,진천군,43750,,충청북도 진천군 초,00.000000,000.000000,00.000000,000.000000,475,10,0,6.6,2,1987,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
구완터널(서대전),도로터널,2종,01,5300,,하행,대전광역시,중구,30140,,대전광역시 중구 구,00.000000,000.000000,00.000000,000.000000,622,10,0,6.7,2,1999,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
구완터널(비룡),도로터널,2종,01,5300,,상행,대전광역시,중구,30140,,대전광역시 중구 구,00.000000,000.000000,00.000000,000.000000,622,10,0,6.7,2,1999,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
안영2터널(서대전),도로터널,2종,01,5300,,하행,대전광역시,중구,30140,,대전광역시 중구 안,00.000000,000.000000,00.000000,000.000000,600,11.2,0,6.6,2,2000,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
안영2터널(비룡),도로터널,2종,01,5300,,상행,대전광역시,중구,30140,,대전광역시 중구 안,00.000000,000.000000,00.000000,000.000000,600,11.2,0,6.6,2,2000,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
안영1터널(비룡),도로터널,2종,01,5300,,상행,대전광역시,서구,30170,,대전광역시 서구 괴,00.000000,000.000000,00.000000,000.000000,718,10,0,6.7,2,2000,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
안영1터널(서대전),도로터널,2종,01,5300,,하행,대전광역시,서구,30170,,대전광역시 서구 괴,00.000000,000.000000,00.000000,000.000000,738,10,0,6.7,2,2000,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
구봉터널(비룡),도로터널,2종,01,5300,,상행,대전광역시,서구,30170,,대전광역시 서구 관,00.000000,000.000000,00.000000,000.000000,786,10,0,6.7,2,2000,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
구봉터널(서대전),도로터널,2종,01,5300,,하행,대전광역시,서구,30170,,대전광역시 서구 관,00.000000,000.000000,00.000000,000.000000,795,10,0,6.7,2,2000,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
대전터널(부산),도로터널,1종,01,5001,,하행,대전광역시,대덕구,30230,,대전광역시 대덕구 ,00.000000,000.000000,00.000000,000.000000,796,13.6,0,8.3,3,1999,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
대전터널(서울),도로터널,1종,01,5001,,상행,대전광역시,대덕구,30230,,대전광역시 대덕구 ,00.000000,000.000000,00.000000,000.000000,812,13.6,0,8.3,3,1999,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
금성터널(제천),도로터널,1종,01,5040,,하행,충청북도,제천시,43150,,충청북도 제천시 청,00.000000,000.000000,00.000000,000.000000,4427,10.7,0,7.3,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
금성터널(평택),도로터널,1종,01,5040,,상행,충청북도,제천시,43150,,충청북도 제천시 청,00.000000,000.000000,00.000000,000.000000,4465,10.7,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척4터널(제천),도로터널,1종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,1243,13.5,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척4터널(평택),도로터널,1종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,1191,13.5,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척3터널(제천),도로터널,1종,01,5040,,하행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,1256,13.5,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
산척3터널(평택),도로터널,1종,01,5040,,상행,충청북도,충주시,43130,,충청북도 충주시 산,00.000000,000.000000,00.000000,000.000000,1274,13.5,0,8.1,2,2015,2018-12-31,A,정밀점검,미적용,N,,0,-    ,N,한국도로공사 강원본부,033-730-9285,2020-01-01,AAAAAAA,공공데이터활용지원센터
회인터널(영덕),도로터널,2종,01,5030,,상행,충청북도,보은군,43720,,충청북도 보은군 회,00.000000,000.000000,00.000000,000.000000,228,12.3,0,7.4,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
회인터널(당진),도로터널,2종,01,5030,,하행,충청북도,보은군,43720,,충청북도 보은군 회,00.000000,000.000000,00.000000,000.000000,215,12.3,0,7.4,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
피반령터널(영덕),도로터널,1종,01,5030,,상행,충청북도,청주시,43111,,충청북도 청주시 상,00.000000,000.000000,00.000000,000.000000,1951,13.3,0,7.3,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
피반령터널(당진),도로터널,1종,01,5030,,하행,충청북도,청주시,43111,,충청북도 청주시 상,00.000000,000.000000,00.000000,000.000000,2014,13.3,0,7.3,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
문의2터널(영덕),도로터널,2종,01,5030,,상행,충청북도,청주시,43111,,충청북도 청주시 상,00.000000,000.000000,00.000000,000.000000,219,12.2,0,7.4,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
문의2터널(당진),도로터널,2종,01,5030,,하행,충청북도,청주시,43111,,충청북도 청주시 상,00.000000,000.000000,00.000000,000.000000,120,13.3,0,7.4,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
문의1터널(영덕),도로터널,2종,01,5030,,상행,충청북도,청주시,43111,,충청북도 청주시 상,00.000000,000.000000,00.000000,000.000000,536,13.5,0,8.7,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
문의1터널(당진),도로터널,2종,01,5030,,하행,충청북도,청주시,43111,,충청북도 청주시 상,00.000000,000.000000,00.000000,000.000000,451,13.4,0,8.6,2,2007,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
운산터널(목포),도로터널,2종,01,5015,,하행,충청남도,서산시,44210,,충청남도 서산시 운,00.000000,000.000000,00.000000,000.000000,80,12.4,0,9.1,2,2001,2018-12-31,B,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
운산터널(서울),도로터널,2종,01,5015,,상행,충청남도,서산시,44210,,충청남도 서산시 운,00.000000,000.000000,00.000000,000.000000,80,12.4,0,9.1,2,2001,2018-12-31,B,정밀점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
증약터널(부산),도로터널,1종,01,5001,,하행,대전광역시,동구,30110,,대전광역시 동구 신,00.000000,000.000000,00.000000,000.000000,755,13.6,0,8.3,3,1999,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
증약터널(서울),도로터널,1종,01,5001,,상행,대전광역시,동구,30110,,대전광역시 동구 신,00.000000,000.000000,00.000000,000.000000,755,13.6,0,8.3,3,1999,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
삼양터널(부산),도로터널,1종,01,5001,,하행,충청북도,옥천군,43730,,충청북도 옥천군 옥,00.000000,000.000000,00.000000,000.000000,336,13.6,0,8.3,3,2005,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
삼양터널(서울),도로터널,1종,01,5001,,상행,충청북도,옥천군,43730,,충청북도 옥천군 옥,00.000000,000.000000,00.000000,000.000000,361,13.6,0,8.3,3,2005,2018-12-31,B,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
옥천1터널(부산),도로터널,1종,01,5001,,하행,충청북도,옥천군,43730,,충청북도 옥천군 동,00.000000,000.000000,00.000000,000.000000,681,13.6,0,8.3,3,2003,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
옥천1터널(서울),도로터널,1종,01,5001,,상행,충청북도,옥천군,43730,,충청북도 옥천군 동,00.000000,000.000000,00.000000,000.000000,690,13.6,0,8.3,3,2003,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
옥천2터널(부산),도로터널,1종,01,5001,,하행,충청북도,옥천군,43730,,충청북도 옥천군 동,00.000000,000.000000,00.000000,000.000000,210,13.6,0,8.3,3,2003,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
옥천2터널(서울),도로터널,1종,01,5001,,상행,충청북도,옥천군,43730,,충청북도 옥천군 동,00.000000,000.000000,00.000000,000.000000,212,13.6,0,8.3,3,2003,2018-12-31,A,정기점검,미적용,N,,0,-    ,N,한국도로공사 대전충청본부,042-630-7414,2020-01-01,AAAAAAA,공공데이터활용지원센터
