시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
청라2동 행정복지센터,인천광역시,서구,28260,인천광역시 서구 청라커낼로 269,,37.5326413074,126.6441471109,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,청라2동 행정복지센터,032-560-4619,2020-07-01,3560000,인천광역시 서구
만나교회(휴먼브릿지),경기도,성남시,41135,경기도 성남시 분당구 양현로 353,경기도 성남시 분당구 야탑동 393,37.41474683,127.1221609,만나교회(휴먼브릿지),09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,만나교회(휴먼브릿지),070-4236-4587,2020-06-30,3780000,경기도 성남시
백현동행정복지센터,경기도,성남시,41135,경기도 성남시 분당구 동판교로 21,경기도 성남시 분당구 백현동 557,37.38853828,127.1108397,백현동행정복지센터,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,백현동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
분당노인종합복지관,경기도,성남시,41135,경기도 성남시 분당구 불정로 50,경기도 성남시 분당구 정자동 253,37.35760271,127.1125099,분당노인종합복지관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,분당노인종합복지관,070-4236-4587,2020-06-30,3780000,경기도 성남시
분당도서관,경기도,성남시,41135,경기도 성남시 분당구 불정로110,경기도 성남시 분당구 정자동 208,37.35810335,127.1165787,분당도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,분당도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
분당우리교회(우리주간보호센터),경기도,성남시,41135,경기도 성남시 분당구 황새울로 311번길9,경기도 성남시 분당구 서현동 276-2,37.38481773,127.1194113,분당우리교회(우리주간보호센터),09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,분당우리교회(우리주간보호센터),070-4236-4587,2020-06-30,3780000,경기도 성남시
삼평동행정복지센터,경기도,성남시,41135,경기도 성남시 분당구 동판교로 266번길 7,경기도 성남시 분당구 삼평동 712,37.40612818,127.1163097,삼평동행정복지센터,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,삼평동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
상대원2동 제1복지회관,경기도,성남시,41133,경기도 성남시 중원구 희망로335번길 40,경기도 성남시 중원구 상대원동 4672,37.43632679,127.1540375,상대원2동 제1복지회관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,상대원2동 제1복지회관,070-4236-4587,2020-06-30,3780000,경기도 성남시
샘물교회(마라톤주간보호센터),경기도,성남시,41135,"경기도 성남시 분당구 내정로 17번길 8, 분당타운",경기도 성남시 분당구 정자동 131-3,37.36190115,127.1138348,샘물교회(마라톤주간보호센터),09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,샘물교회(마라톤주간보호센터),070-4236-4587,2020-06-30,3780000,경기도 성남시
서현도서관,경기도,성남시,41135,경기도 성남시 분당구 중앙공원로 77,경기도 성남시 분당구 서현동 234,37.38358563,127.1324713,서현도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,서현도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
성남종합사회복지관,경기도,성남시,41133,경기도 성남시 중원구 금빛로 89,경기도 성남시 중원구 금광동 2957,37.44970315,127.1660806,성남종합사회복지관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,성남종합사회복지관,070-4236-4587,2020-06-30,3780000,경기도 성남시
성남중앙병원,경기도,성남시,41133,경기도 성남시 중원구 산성대로476번길 12,경기도 성남시 중원구 금광동 3956,37.45294525,127.162001,성남중앙병원,00:00,00:00,00:00,00:00,00:00,00:00,1,Y,Y,성남중앙병원,070-4236-4587,2020-06-30,3780000,경기도 성남시
수정도서관,경기도,성남시,41131,경기도 성남시 수정구 수정로332번길 32,경기도 성남시 수정구 산성동 2224,37.45224023,127.1528496,수정도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,수정도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
야탑2동행정복지센터,경기도,성남시,41135,경기도 성남시 분당구 야탑로76번길 5,경기도 성남시 분당구 야탑동 508,37.40942532,127.1273752,야탑2동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,야탑2동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
양지동행정복지센터,경기도,성남시,41131,경기도 성남시 수정구 산성대로 483,경기도 성남시 수정구 양지동 870,37.45490007,127.1609609,양지동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,양지동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
운중동행정복지센터,경기도,성남시,41135,경기도 성남시 분당구 운중로 138번길 10,경기도 성남시 분당구 운중동 935,37.39058287,127.0778912,운중동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,운중동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
위례종합사회복지관,경기도,성남시,41131,경기도 성남시 수정구 위례광장로 311,경기도 성남시 수정구 창곡동 510,37.47122697,127.143736,위례종합사회복지관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,위례종합사회복지관,070-4236-4587,2020-06-30,3780000,경기도 성남시
중앙도서관,경기도,성남시,41135,경기도 성남시 분당구 판교로 542,경기도 성남시 분당구 야탑동 622-1,37.40671897,127.1336235,중앙도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,중앙도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
중앙동행정복지센터,경기도,성남시,41133,경기도 성남시 중원구 광명로264번길 1,경기도 성남시 중원구 중앙동 708,37.44285798,127.1562974,중앙동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,중앙동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
중원도서관,경기도,성남시,41133,경기도 성남시 중원구 원터로17번길 46,경기도 성남시 중원구 성남동 3116-1,37.43022796,127.1401641,중원도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,중원도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
중원어린이도서관,경기도,성남시,41133,경기도 성남시 중원구 산성대로 408번길 42,경기도 성남시 중원구 금광동 3487,37.44762767,127.1631694,중원어린이도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,중원어린이도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
차량등록사업소,경기도,성남시,41135,경기도 성남시 분당구 야탑로 327,경기도 성남시 분당구 야탑동 135-5,37.40723853,127.1538966,차량등록사업소,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,차량등록사업소,070-4236-4587,2020-06-30,3780000,경기도 성남시
태평1동 복지회관,경기도,성남시,41131,경기도 성남시 수정구 성남대로 1314,경기도 성남시 수정구 태평동 5118,37.44722141,127.1271409,태평1동 복지회관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,태평1동 복지회관,070-4236-4587,2020-06-30,3780000,경기도 성남시
태평2동 복지회관,경기도,성남시,41131,경기도 성남시 수정구 남문로111번길 3,경기도 성남시 수정구 태평동 2645,37.447713,127.1386779,태평2동 복지회관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,태평2동 복지회관,070-4236-4587,2020-06-30,3780000,경기도 성남시
태평2동행정복지센터,경기도,성남시,41131,경기도 성남시 수정구 남문로 108,경기도 성남시 수정구 태평동 3307-2,37.44713271,127.1387084,태평2동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,태평2동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
가정1동 행정복지센터,인천광역시,서구,28260,인천광역시 서구 염곡로464번길 11,,37.52641513,126.6705158,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가정1동 행정복지센터,032-560-4603,2020-07-01,3560000,인천광역시 서구
태평4동 복지회관,경기도,성남시,41131,경기도 성남시 수정구 공원로 409번길 11,경기도 성남시 수정구 태평동 7320-5,37.44653282,127.1430921,태평4동 복지회관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,태평4동 복지회관,070-4236-4587,2020-06-30,3780000,경기도 성남시
태평4동행정복지센터,경기도,성남시,41131,경기도 성남시 수정구 남문로 112,경기도 성남시 수정구 태평동 7289,37.44734677,127.1405577,태평4동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,태평4동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
판교노인종합복지관,경기도,성남시,41135,경기도 성남시 분당구 판교역로 99,경기도 성남시 분당구 백현동 528,37.39022707,127.1086108,판교노인종합복지관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,판교노인종합복지관,070-4236-4587,2020-06-30,3780000,경기도 성남시
판교도서관,경기도,성남시,41135,경기도 성남시 분당구 운중로 225번길 37,경기도 성남시 분당구 판교동 553,37.39189991,127.0908701,판교도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,판교도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
판교동행정복지센터,경기도,성남시,41135,경기도 성남시 분당구 서판교로 32번길 9,경기도 성남시 분당구 판교동 575,37.38992222,127.098673,판교동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,판교동행정복지센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
판교어린이도서관,경기도,성남시,41135,경기도 성남시 분당구 판교역로 75,경기도 성남시 분당구 백현동 523,37.38752486,127.1076674,판교어린이도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,판교어린이도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
판교종합사회복지관,경기도,성남시,41135,경기도 성남시 분당구 운중로 254,경기도 성남시 분당구 판교동 628,37.38901657,127.090957,판교종합사회복지관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,판교종합사회복지관,070-4236-4587,2020-06-30,3780000,경기도 성남시
할렐루야교회(사랑의학교),경기도,성남시,41135,경기도 성남시 분당구 야탑로 368,경기도 성남시 분당구 야탑동 132,37.41041444,127.156099,할렐루야교회(사랑의학교),09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,할렐루야교회(사랑의학교),070-4236-4587,2020-06-30,3780000,경기도 성남시
해오름도서관,경기도,성남시,41135,경기도 성남시 중원구 희망로 403,경기도 성남시 중원구 중앙동 712,37.44159956,127.1594453,해오름도서관,09:00,18:00,09:00,18:00,00:00,00:00,1,Y,Y,해오름도서관,070-4236-4587,2020-06-30,3780000,경기도 성남시
북구청,광주광역시,북구,29170,광주광역시 북구 우치로 77(용봉동),광주광역시 북구 용봉동 239-2,35.17428882,126.9121086,북구청 민원봉사과 내 설치되어 있음,00:00,23:59,00:00,23:59,00:00,23:59,2,N,N,북구청,062-410-6242,2020-06-30,3620000,광주광역시 북구
두암3동주민센터,광주광역시,북구,29170,광주광역시 북구 삼정로3번길 25,광주광역시 북구 두암동 249,35.163097,126.934784,동주민센터 민원실 내 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,두암3동주민센터,062-410-8783,2020-06-30,3620000,광주광역시 북구
오치2동주민센터,광주광역시,북구,29170,광주광역시 북구 서하로183번길 29,광주광역시 북구 오치동 861-58,35.19004634,126.9004838,동주민센터 입구 안쪽에 설치되어있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,오치2동주민센터,062-410-8833,2020-06-30,3620000,광주광역시 북구
우리이웃장애인자립생활센터,광주광역시,북구,29170,광주광역시 북구 서하로233번길 5,광주광역시 북구 오치동 953-5,35.187465,126.9059459,기관 내 사무실에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,우리이웃장애인자립생활센터,062-264-3157,2020-06-30,3620000,광주광역시 북구
호남권역재활병원,광주광역시,북구,29170,광주광역시 북구 하서로 590,광주광역시 북구 본촌동 459-3,35.22576124,126.8839765,병원 로비층 복도 중앙에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,호남권역재활병원,062-613-9000,2020-06-30,3620000,광주광역시 북구
광주장애인종합복지관,광주광역시,북구,29170,광주광역시 북구 북문대로 219,광주광역시 북구 동림동 24,35.18518026,126.867851,장애인복지관 내부 보장구실(시설지원팀) 설치되어있음,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,광주장애인종합복지관,062-513-0977,2020-06-30,3620000,광주광역시 북구
용봉동주민센터,광주광역시,북구,29170,광주광역시 북구 용주로18번길 28,광주광역시 북구 용봉동 1228-7,35.1803988,126.9011762,동주민센터 입구 안쪽에 설치되어있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,용봉동주민센터,062-410-6905,2020-06-30,3620000,광주광역시 북구
동림동주민센터,광주광역시,북구,29170,광주광역시 북구 북문대로 236,광주광역시 북구 동림동 1156-3,35.187081,126.866654,동주민센터 입구 안쪽에 설치되어있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,동림동주민센터,062-410-8586,2020-06-30,3620000,광주광역시 북구
문화동주민센터,광주광역시,북구,29170,광주광역시 북구 군왕로 233,광주광역시 북구 각화동 224-12,35.181469,126.936852,동주민센터 입구 안쪽에 설치되어있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,문화동주민센터,062-410-6368,2020-06-30,3620000,광주광역시 북구
일곡동주민센터,광주광역시,북구,29170,광주광역시 북구 설죽로 525,광주광역시 북구 일곡동 849-5,35.206064,126.8972795,동주민센터 입구 안쪽에 설치되어있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,일곡동주민센터,062-410-8807,2020-06-30,3620000,광주광역시 북구
건국동주민센터,광주광역시,북구,29170,광주광역시 북구 본촌마을길 25,광주광역시 북구 본촌동 378-1,35.22294676,126.8816343,동주민센터 짚풀공예장 내에 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,건국동주민센터,062-410-8576,2020-06-30,3620000,광주광역시 북구
양산동주민센터,광주광역시,북구,29170,광주광역시 북구 양산택지로 32,광주광역시 북구 양산동 1019,35.209166,126.8796423,동주민센터 민원실 내 설치되어 있음,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,양산동주민센터,062-410-8877,2020-06-30,3620000,광주광역시 북구
봉양읍행정복지센터,충청북도,제천시,43150,충청북도 제천시 봉양읍 주포로 83,충청북도 제천시 봉양읍 주포리 164-2,37.13285022,128.1215628,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
금성면행정복지센터,충청북도,제천시,43150,충청북도 제천시 금성면 청풍호로 1045,충청북도 제천시 금성면 구룡리 66-11,37.06182682,128.1684056,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
청풍면행정복지센터,충청북도,제천시,43150,충청북도 제천시 청풍면 청풍호로 2115,충청북도 제천시 청풍면 물태리 133,37.00094624,128.1685735,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
수산면행정복지센터,충청북도,제천시,43150,충청북도 제천시 월악로 26길 39,충청북도 제천시 수산리 601-7,37.05386269,128.1604613,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
덕산면행정복지센터,충청북도,제천시,43150,충청북도 제천시 덕산면 약초로 59,충청북도 제천시 덕산면 도전리 800-1,36.91203688,128.1643813,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
백운면행정복지센터,충청북도,제천시,43150,충청북도 제천시 백운면 애련로 13,충청북도 제천시 백운면 평동리 209-2,37.13777036,128.0258169,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
송학면행정복지센터,충청북도,제천시,43150,충청북도 제천시 송학면 시곡포전로1길 14-2,충청북도 제천시 송학면 시곡리 1157,37.18493495,128.2609122,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
교동행정복지센터,충청북도,제천시,43150,충청북도 제천시 장락로 43,충청북도 제천시 장락동 674,37.14626594,128.2218853,후문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
의림지동행정복지센터,충청북도,제천시,43150,충청북도 제천시 의림대로42길 34,충청북도 제천시 고암동 1207-1,37.16207379,128.2151199,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
중앙동행정복지센터,충청북도,제천시,43150,충청북도 제천시 독순로 61,충청북도 제천시 중앙로2가 26-1,37.13935386,128.2102179,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
남현동행정복지센터,충청북도,제천시,43150,충청북도 제천시 의병대로 147,충청북도 제천시 동현동 55-33,37.13478538,128.2170456,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
영서동행정복지센터,충청북도,제천시,43150,충청북도 제천시 동명로 11,충청북도 제천시 서부동 1155,37.13282096,128.2017954,후문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
용두동행정복지센터,충청북도,제천시,43150,충청북도 제천시 용두대로 17길 8,충청북도 제천시 하소동 323-21,37.1423157,128.2003522,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
신백동행정복지센터,충청북도,제천시,43150,충청북도 제천시 의병대로34길 50,충청북도 제천시 신백동 306-1,37.12837567,128.2232508,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
청전동행정복지센터,충청북도,제천시,43150,충청북도 제천시 의림대로 241,충청북도 제천시 청전동 106-4,37.14916414,128.2140248,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
화산동행정복지센터,충청북도,제천시,43150,충청북도 제천시 내토로 521,충청북도 제천시 화산동 638,37.12731011,128.2147394,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
제천장애인종합복지관,충청북도,제천시,43150,충청북도 제천시 의림대로 242,충청북도 제천시 청전동 110,37.14868519,128.2168544,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,제천장애인종합복지관,043-652-0900,2020-06-30,4400000,충청북도 제천시
제천어울림체육센터,충청북도,제천시,43150,충청북도 제천시 관전로 70,충청북도 제천시 신백동 193-1,37.13065173,128.2299317,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,충청북도 제천시,043-641-5351,2020-06-30,4400000,충청북도 제천시
한국철도공사충북본부,충청북도,제천시,43150,충청북도 제천시 의림대로 1,충청북도 제천시 영천동 1381-1,37.12845259,128.2041118,맞이방,09:00,00:00,00:00,00:00,00:00,00:00,1,Y,Y,한국철도공사충북본부,043-641-2206,2020-06-30,4400000,충청북도 제천시
춘천시청,강원도,춘천시,41800,강원도 춘천시 시청길 11,강원도 춘천시 옥천동 111-1,37.8821342594,127.7307705200,1층 민원담당관실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,춘천시청 장애인복지과,033-250-4326,2020-07-13,4180000,강원도 춘천시
춘천시보건소,강원도,춘천시,41800,강원도 춘천시 중앙로 135,강원도 춘천시 중앙로3가 67,37.8755504323,127.7202170146,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,춘천시보건소,033-245-4584,2020-07-13,4180000,강원도 춘천시
신북읍행정복지센터,강원도,춘천시,41800,강원도 춘천시 신북읍 율문길 75,강원도 춘천시 신북읍 율문리 293-1,37.9257371810,127.7460057582,1층 민원실 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,힐링보장구협동조합,070-4236-4587,2020-07-13,4180000,강원도 춘천시
동면행정복지센터,강원도,춘천시,41800,강원도 춘천시 동면 가산로 69,강원도 춘천시 동면 지내리 209-15,37.9103414882,127.7811101810,1층 현관 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,힐링보장구협동조합,070-4236-4587,2020-07-13,4180000,강원도 춘천시
동내면행정복지센터,강원도,춘천시,41800,강원도 춘천시 동내면 동내로 78,강원도 춘천시 동내면 신촌리 583-1,37.8478901893,127.7611497597,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,힐링보장구협동조합,070-4236-4587,2020-07-13,4180000,강원도 춘천시
춘천시립도서관,강원도,춘천시,41800,강원도 춘천시 우석로 100,강원도 춘천시 석사동 산 32-1,37.8619914184,127.7550174044,1층 정문 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,춘천시립도서관,033-245-5111,2020-07-13,4180000,강원도 춘천시
사북면행정복지센터,강원도,춘천시,41800,강원도 춘천시 사북면 영서로 4721,강원도 춘천시 사북면 신포리 413-3,38.0297583099,127.6406294340,1층 후문 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,사북면 행정복지센터,033-245-5004,2020-07-13,4180000,강원도 춘천시
서면행정복지센터,강원도,춘천시,41800,강원도 춘천시 서면 금산길 31,강원도 춘천시 서면 금산리 925-2,37.8987139926,127.6927875607,1층 화장실 맞은편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서면 행정복지센터,033-245-4584,2020-07-13,4180000,강원도 춘천시
효자2동행정복지센터,강원도,춘천시,41800,강원도 춘천시 돌담길10번길 8,강원도 춘천시 효자동 148-31,37.8724127913,127.7363344569,1층 민원실 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,효자2동 행정복지센터,033-245-5740,2020-07-13,4180000,강원도 춘천시
효자3동행정복지센터,강원도,춘천시,41800,강원도 춘천시 두하길 21,강원도 춘천시 효자동 44-49,37.8764713745,127.7413759143,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,힐링보장구협동조합,070-4587-4236,2020-07-13,4180000,강원도 춘천시
석사동행정복지센터,강원도,춘천시,41800,강원도 춘천시 후석로 48,강원도 춘천시 석사동 665,37.8585330723,127.7423552527,1층 로비 무인민원발급기 바로 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,석사동 행정복지센터,033-245-5779,2020-07-13,4180000,강원도 춘천시
퇴계동행정복지센터,강원도,춘천시,41800,강원도 춘천시 퇴계로 46,강원도 춘천시 퇴계동 1178,37.8644971971,127.7261824557,1층 민원실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,힐링보장구협동조합,070-4236-4587,2020-07-13,4180000,강원도 춘천시
후평3동행정복지센터,강원도,춘천시,41800,강원도 춘천시 후만로 83,강원도 춘천시 후평동 805-1,37.8765217940,127.7538654244,1층 엘리베이터 맞은편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,후평3동 행정복지센터,033-245-5689,2020-07-13,4180000,강원도 춘천시
이디오피아한국전쟁참전기념관,강원도,춘천시,41800,강원도 춘천시 이디오피아길 1,강원도 춘천시 근화동 365-1,37.8737998248,127.7117893956,1층 로비 입구,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,이디오피아 한국전쟁참전기념관,033-240-1649,2020-07-13,4180000,강원도 춘천시
한림대학교 춘천성심병원,강원도,춘천시,41800,강원도 춘천시 삭주로 77,강원도 춘천시 교동 153,37.8837639764,127.7392938085,1층 영상학과 옆,08:00,20:00,00:00,24:00,00:00,24:00,2,N,Y,한림성심대학교병원,033-240-5324,2020-07-13,4180000,강원도 춘천시
강원도재활병원,강원도,춘천시,41800,강원도 춘천시 충열로142번길 24-16,강원도 춘천시 우두동 291-2,37.9036734142,127.7411802925,후문 1층 방사선실 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도재활병원 시설관리팀,033-248-7690,2020-07-13,4180000,강원도 춘천시
북부노인종합복지관,강원도,춘천시,41800,강원도 춘천시 충열로 124,강원도 춘천시 우두동 426-1,37.9039277739,127.7391271009,1층 로비 사무실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,북부노인종합복지관,033-255-9877,2020-07-13,4180000,강원도 춘천시
동부노인종합복지관,강원도,춘천시,41800,강원도 춘천시 동면 세실로 250,강원도 춘천시 동면 만천리 893-3,37.8797045779,127.7576851914,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,동부노인종합복지관,033-255-8866,2020-07-13,4180000,강원도 춘천시
남부노인종합복지관,강원도,춘천시,41800,강원도 춘천시 방송길 86,강원도 춘천시 온의동 6-33,37.8679182668,127.7189516929,3층 휴게실 복도,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,남부노인종합복지관,033-241-5600,2020-07-13,4180000,강원도 춘천시
강원도장애인종합복지관,강원도,춘천시,41800,강원도 춘천시 사우로 27,강원도 춘천시 사농동 105-5,37.9074239582,127.7274637936,1층 안내실 맞은편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도장애인종합복지관 안내실,033-255-2491,2020-07-13,4180000,강원도 춘천시
춘천시장애인종합복지관,강원도,춘천시,41800,강원도 춘천시 영서로 1925-21,강원도 춘천시 석사동 136,37.8459774620,127.7548586372,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도지체장애인사회복지협회,033-255-3838,2020-07-13,4180000,강원도 춘천시
효자종합사회복지관,강원도,춘천시,41800,강원도 춘천시 공지로 234-16,강원도 춘천시 효자동 333,37.8643324295,127.7381905011,1층 관리사무소 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,효자종합사회복지관,033-261-1790,2020-07-13,4180000,강원도 춘천시
춘천종합사회복지관,강원도,춘천시,41800,강원도 춘천시 후석로228번길 47,강원도 춘천시 후평동 899,37.8708942524,127.7581268415,1층 정문 입구,08:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,춘천종합사회복지관,033-242-0051,2020-07-13,4180000,강원도 춘천시
월드비전춘천종합사회복지관,강원도,춘천시,41800,강원도 춘천시 근화길 95,강원도 춘천시 효자동 373-90,37.8703025081,127.7227162529,1층 쉼터 앞,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,월드비전춘천종합사회복지관 운영팀,033-254-7244,2020-07-13,4180000,강원도 춘천시
춘천중증장애인자립지원센터,강원도,춘천시,41800,강원도 춘천시 삭주로 3,강원도 춘천시 교동 36,37.8818114039,127.7322723024,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,춘천 중증장애인자립지원센터,033-256-1222,2020-07-13,4180000,강원도 춘천시
