자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
목포자동차검사소,공공,전라남도 목포시 옥암로 153 (상동),전라남도 목포시 상동 713-22,34.8119407,126.4227879622,061-283-5004,평일 9~18 토요일 9~13,2,3596,774,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,광주전남본부,2020-06-23,B553881,한국교통안전공단
문경자동차검사소,공공,경상북도 문경시 영신로 81 (점촌동),경상북도 문경시 점촌동 17-1,36.5933976,128.2086838,054-552-2820,평일 9~18 토요일 9~13,1,2259,322,,Y,Y,Y,Y,Y,N,Y,053-794-3812,대구경북본부,2020-06-23,B553881,한국교통안전공단
부천자동차검사소,공공,경기도 부천시 오정로42 (삼정동),경기도 부천시 삼정동 29-4,37.5245932723,126.7650540450,032-674-5000,평일 9~18 토요일 9~13,4,6817,1555,,Y,Y,Y,Y,Y,Y,Y,032-833-5000,인천본부,2020-06-23,B553881,한국교통안전공단
북광주자동차검사소,공공,광주광역시 광산구 사암로 877 (도천동),광주광역시 광산구 도천동 1-9,35.2180285052,126.8247380121,062-962-0990,평일 9~18 토요일 9~13,3,4776,923,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,광주전남본부,2020-06-23,B553881,한국교통안전공단
사하자동차검사소,공공,부산광역시 사하구 을숙도대로 631 (신평동),부산광역시 사하구 신평동 572,35.0860850117,128.9747312720,051-204-9536,평일 9~18 토요일 9~13,3,10126,1404,,Y,Y,Y,Y,Y,Y,Y,051-315-5000,부산본부,2020-06-23,B553881,한국교통안전공단
상암자동차검사소,공공,서울특별시 마포구 구룡길 15 (상암동),서울특별시 마포구 상암동 1733,37.5864923,126.8840895724,02-309-7033,평일 9~18 토요일 9~13,3,6620,3005,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,서울본부,2020-06-23,B553881,한국교통안전공단
서수원자동차검사소,공공,경기도 수원시 권선구 수인로 24 (서둔동),경기도 수원시 권선구 서둔동 9-19,37.2707557,126.9954540891,031-293-9339,평일 9~18 토요일 9~13,4,6166,1232,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기남부본부,2020-06-23,B553881,한국교통안전공단
서인천자동차검사소,공공,인천광역시 서구 중봉대로 218 (가좌동),인천광역시 서구 가좌동 602-2,37.4985462951,126.6485610347,032-579-7811,평일 9~18 토요일 9~13,4,4304,1097,,Y,Y,Y,Y,Y,Y,Y,032-833-5000,인천본부,2020-06-23,B553881,한국교통안전공단
성남자동차검사소,공공,경기도 성남시 중원구 사기막골로148번길 8 (상대원동),경기도 성남시 중원구 상대원동 171-5,37.4410537,127.1783702,031-747-9467,평일 9~18 토요일 9~13,3,4222,1107,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기남부본부,2020-06-23,B553881,한국교통안전공단
성동자동차검사소,공공,서울특별시 성동구 가람길 117 (송정동),서울특별시 성동구 송정동 73-36,37.5526032354,127.0578565467,02-2244-2556,평일 9~18 토요일 9~13,2,3089,491,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,서울본부,2020-06-23,B553881,한국교통안전공단
성산자동차검사소,공공,서울특별시 마포구 월드컵로 220 (성산동),서울특별시 마포구 성산동 436-1,37.5673389,126.9013650589,02-306-5986,평일 9~18 토요일 9~13,8,15731,2549,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,서울본부,2020-06-23,B553881,한국교통안전공단
세종자동차검사소,공공,세종특별자치시 종합운동장로 11-5 (대평동),세종특별자치시 대평동 583-2,36.4675000670,127.2671512642,044-868-0515,평일 9~18 토요일 9~13,3,7197,1426,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,대전충남본부,2020-06-23,B553881,한국교통안전공단
수성자동차검사소,공공,대구광역시 수성구 노변로 33 (노변동),대구광역시 수성구 노변동 435,35.8343084492,128.6990104,053-791-6039,평일 9~18 토요일 9~13,4,10240,2038,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,대구경북본부,2020-06-23,B553881,한국교통안전공단
수원자동차검사소,공공,경기도 수원시 영통구 신원로 240 (매탄동),경기도 수원시 영통구 매탄동 495-7,37.2566634061,127.0607000687,031-211-2414,평일 9~18 토요일 9~13,3,5270,1166,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기남부본부,2020-06-23,B553881,한국교통안전공단
순천자동차검사소,공공,전라남도 순천시 해촌길 10 (조례동),전라남도 순천시 조례동 1791,34.9649137,127.5495402,061-741-5532,평일 9~18 토요일 9~13,2,2578,512,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,광주전남본부,2020-06-23,B553881,한국교통안전공단
신탄진자동차검사소,공공,대전광역시 대덕구 대덕대로1417번길 31 (문평동),대전광역시 대덕구 문평동 83-1,36.4470167,127.4051162726,042-931-8106,평일 9~18 토요일 9~13,3,6150,1649,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,대전충남본부,2020-06-23,B553881,한국교통안전공단
안동자동차검사소,공공,경상북도 안동시 경북대로 166-13 (수상동),경상북도 안동시 수상동 590-41,36.548134,128.7028337966,054-858-8447,평일 9~18 토요일 9~13,2,4629,833,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,대구경북본부,2020-06-23,B553881,한국교통안전공단
㈜풍성자동차공업사,민간,서울특별시 성동구 성수이로22길 21,서울특별시 성동구 성수동2가 277-49,37.544214,127.059605,02-462-9002,09:00~18:00,1,1489.64,1489.64,4,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
안산자동차검사소,공공,경기도 안산시 상록구 안산천서로6길 16 (월피동),경기도 안산시 상록구 월피동 483-1,37.3373915178,126.849213,031-475-5270,평일 9~18 토요일 9~13,2,4480,826,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기남부본부,2020-06-23,B553881,한국교통안전공단
안양자동차검사소,공공,경기도 안양시 동안구 시민대로 392 (관양동),경기도 안양시 동안구 관양동 909-1,37.3955071370,126.9736054306,031-422-4500,평일 9~18 토요일 9~13,4,4367,1254,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기남부본부,2020-06-23,B553881,한국교통안전공단
여수자동차검사소,공공,전라남도 여수시 만성로 184-11 (만흥동),전라남도 여수시 만흥동 1372-7,34.7733143057,127.7167516,061-653-9893,평일 9~18 토요일 9~13,1,3258,368,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,광주전남본부,2020-06-23,B553881,한국교통안전공단
영주자동차검사소,공공,경상북도 영주시 구성로88번길 52 (휴천동),경상북도 영주시 휴천동 1878,36.803408,128.6330261,054-636-0279,평일 9~18 토요일 9~13,1,2729,458,,Y,Y,Y,Y,Y,N,Y,053-794-3812,대구경북본부,2020-06-23,B553881,한국교통안전공단
용인자동차검사소,공공,경기도 용인시 기흥구 중부대로 853 (상하동),경기도 용인시 기흥구 상하동 64-27,37.2528659829,127.1458856316,031-281-3709,평일 9~18 토요일 9~13,2,4323,776,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기남부본부,2020-06-23,B553881,한국교통안전공단
울산자동차검사소,공공,울산광역시 남구 장생포로 8 (여천동),울산광역시 남구 여천동 866,35.5192646608,129.3440447310,052-269-8598,평일 9~18 토요일 9~13,3,3347,1226,,Y,Y,Y,Y,Y,Y,Y,052-256-9373,울산본부,2020-06-23,B553881,한국교통안전공단
원주자동차검사소,공공,강원도 원주시 행구로 255 (행구동),강원도 원주시 행구동 1537-2,37.3434873550,127.9843491001,033-747-1110,평일 9~18 토요일 9~13,2,5699,827,,Y,Y,Y,Y,Y,Y,Y,033-261-1580,강원본부,2020-06-23,B553881,한국교통안전공단
유성자동차검사소,공공,대전광역시 서구 계룡로232번길 123 (월평동),대전광역시 서구 월평동 135-8,36.3462118264,127.3550213679,042-535-7147,평일 9~18 토요일 9~13,2,1321,222,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,대전충남본부,2020-06-23,B553881,한국교통안전공단
의정부자동차검사소,공공,경기도 의정부시 평화로 287 (호원동),경기도 의정부시 호원동 441-9,37.7179065492,127.0467063702,031-871-5000,평일 9~18 토요일 9~13,2,3198,507,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,경기북부본부,2020-06-23,B553881,한국교통안전공단
이현자동차검사소,공공,대구광역시 서구 문화로 27 (이현동),대구광역시 서구 이현동 42-238,35.8749419,128.5357905,053-565-5000,평일 9~18 토요일 9~13,4,8145,1910,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,대구경북본부,2020-06-23,B553881,한국교통안전공단
익산자동차검사소,공공,전라북도 익산시 석암로13길 101-7 (팔봉동),전라북도 익산시 팔봉동 835-1,35.9547307,127.0049552,063-832-0404,평일 9~18 토요일 9~13,2,989,301,,Y,Y,Y,Y,Y,Y,Y,063-212-4740,전북본부,2020-06-23,B553881,한국교통안전공단
인천자동차검사소,공공,인천광역시 미추홀구 아암대로253번길 81 (학익동),인천광역시 미추홀구 학익동 587-76,37.4411840843,126.6376729,032-831-0196,평일 9~18 토요일 9~13,5,6627,1690,,Y,Y,Y,Y,Y,Y,Y,032-833-5000,인천본부,2020-06-23,B553881,한국교통안전공단
전주자동차검사소,공공,전라북도 전주시 덕진구 신행로44 (팔복동3가),전라북도 전주시 덕진구 팔복동3가 211-5,35.8490141415,127.0928186904,063-211-9936,평일 9~18 토요일 9~13,3,4737,1278,,Y,Y,Y,Y,Y,Y,Y,063-212-4740,전북본부,2020-06-23,B553881,한국교통안전공단
정읍자동차검사소,공공,전라북도 정읍시 해평복룡길 11 (공평동),전라북도 정읍시 공평동 314,35.5835888459,126.8312269844,063-535-6009,평일 9~18 토요일 9~13,2,3838,774,,Y,Y,Y,Y,Y,Y,Y,063-212-4740,전북본부,2020-06-23,B553881,한국교통안전공단
제주자동차검사소,공공,제주특별자치도 제주시 삼봉로 79 (도련이동),제주특별자치도 제주시 도련이동 568-1,33.5143462,126.5894927817,064-723-3114,평일 9~18 토요일 9~13,2,4893,966,,Y,Y,Y,Y,Y,Y,Y,064-755-3110,제주본부,2020-06-23,B553881,한국교통안전공단
주례자동차검사소,공공,부산광역시 사상구 학장로 256 (주례동),부산광역시 사상구 주례동 1287,35.1456721271,128.9946988849,051-324-1431,평일 9~18 토요일 9~13,4,10542,1924,,Y,Y,Y,Y,Y,Y,Y,051-315-5000,부산본부,2020-06-23,B553881,한국교통안전공단
진주자동차검사소,공공,경상남도 진주시 솔밭로43번길 15 (상평동),경상남도 진주시 상평동 235-8,35.1727322,128.1055381,055-752-0814,평일 9~18 토요일 9~13,2,2670,709,,Y,Y,Y,Y,Y,Y,Y,055-294-2501,경남본부,2020-06-23,B553881,한국교통안전공단
창원자동차검사소,공공,경상남도 창원시 의창구 창원대로 494 (대원동),경상남도 창원시 의창구 대원동 76,35.2290613373,128.6487970205,055-273-5000,평일 9~18 토요일 9~13,5,5883,1692,,Y,Y,Y,Y,Y,Y,Y,055-294-2501,경남본부,2020-06-23,B553881,한국교통안전공단
천안자동차검사소,공공,충청남도 천안시 서북구 음봉로 909-15 (백석동),충청남도 천안시 서북구 백석동 604-18,36.8256827586,127.1063325273,041-552-6905,평일 9~18 토요일 9~13,2,4215,839,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,대전충남본부,2020-06-23,B553881,한국교통안전공단
청주자동차검사소,공공,충청북도 청주시 흥덕구 사운로386번길 21 (신봉동),충청북도 청주시 흥덕구 신봉동 260-6,36.6612277265,127.466392,043-272-1889,평일 9~18 토요일 9~13,2,3902,912,,Y,Y,Y,Y,Y,Y,Y,043-269-5000,충북본부,2020-06-23,B553881,한국교통안전공단
춘천자동차검사소,공공,강원도 춘천시 동내로 10 (석사동),강원도 춘천시 석사동 123-1,37.8497642801,127.7544064088,033-262-2255,평일 9~18 토요일 9~13,2,4174,939,,Y,Y,Y,Y,Y,Y,Y,033-261-1580,강원본부,2020-06-23,B553881,한국교통안전공단
충주자동차검사소,공공,충청북도 충주시 목행산단6로 29 (금릉동),충청북도 충주시 금릉동 206-46,37.0006899081,127.9190498406,043-853-5050,평일 9~18 토요일 9~13,1,4961,833,,Y,Y,Y,Y,Y,Y,Y,043-269-5000,충북본부,2020-06-23,B553881,한국교통안전공단
태백자동차검사소,공공,강원도 태백시 태백로 576 (화전동),강원도 태백시 화전동 83-9,37.1869235,128.9616777,033-553-8191,평일 9~18 토요일 9~13,1,3306,451,,Y,Y,Y,Y,Y,N,Y,033-261-1580,강원본부,2020-06-23,B553881,한국교통안전공단
포항자동차검사소,공공,경상북도 포항시 남구 섬안로45번길 34 (괴동동),경상북도 포항시 남구 괴동동 1100-4,35.9955294054,129.3652649,054-285-2134,평일 9~18 토요일 9~13,2,4959,996,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,대구경북본부,2020-06-23,B553881,한국교통안전공단
해운대자동차검사소,공공,부산광역시 해운대구 센텀동로 201 (재송동),부산광역시 해운대구 재송동 801-17,35.1840271,129.1197484,051-781-7570,평일 9~18 토요일 9~13,6,11424,2363,,Y,Y,Y,Y,Y,Y,Y,051-315-5000,부산본부,2020-06-23,B553881,한국교통안전공단
홍성자동차검사소,공공,충청남도 홍성군 홍성읍 충서로 1207,충청남도 홍성군 홍성읍 남장리 217,36.5838908705,126.6549167,041-632-5837,평일 9~18 토요일 9~13,1,5446,774,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,대전충남본부,2020-06-23,B553881,한국교통안전공단
무진장공업사,민간,전라북도 진안군 진안읍 전진로 3136-9,전라북도 진안군 진안읍 정곡리 47-1,35.7800172168,127.4047396882,063-433-7711,09:00~18:00,20,3656,957.3,2,N,Y,N,N,Y,Y,N,063-430-2355,진안군 건설교통과,2020-06-22,4730000,전라북도 진안군
진안공업사,민간,전라북도 진안군 진안읍 전진로 3152-4,전라북도 진안군 진안읍 정곡리 43-13,35.7805012,127.4051451082,063-433-3448,09:00~18:00,20,500,208.9,5,N,Y,N,N,Y,Y,N,063-430-2355,진안군 건설교통과,2020-06-22,4730000,전라북도 진안군
안천공업사,민간,전라북도 진안군 안천면 진무로 3023,전라북도 진안군 안천면 노성리 697-1,35.8990157,127.5548345,063-432-4141,09:00~18:00,20,987,231,1,N,Y,N,N,Y,Y,N,063-430-2355,진안군 건설교통과,2020-06-22,4730000,전라북도 진안군
화영공업사주식회사,민간,서울특별시 성동구 자동차시장1길 94-25,서울특별시 성동구 용답동 238-3,37.5593125,127.067939,02-2244-8757,09:00~18:00,1,2053.36,2053.36,3,Y,Y,N,N,N,Y,N,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
월드자동차서비스센타㈜,민간,서울특별시 성동구 아차산로 171,"서울특별시 성동구 성수동2가 277-69,139",37.542934,127.063011,02-464-6464,09:00~18:00,1,1120.49,1120.49,4,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
㈜호혜자동차,민간,서울특별시 성동구 성수이로22길 40,서울특별시 성동구 성수동2가 277-62,37.5434002,127.061338,02-465-9494,09:00~18:00,1,1000.55,1000.55,3,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
㈜한양그린모터스,민간,서울특별시 성동구 왕십리로 155,서울특별시 성동구 성수동1가 674-17,37.551375,127.0434335800,02-464-5484,09:00~18:00,1,1003.22,1003.22,5,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
화양검사정비사업소,민간,서울특별시 성동구 광나루로 320-2,"서울특별시 성동구 성수동2가 281-8,9",37.5479071497,127.064929,02-469-3611,09:00~18:00,1,1021.27,1021.27,3,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
(주)에이원모터스,민간,서울특별시 성동구 광나루로 192,서울특별시 성동구 성수동1가 13-13,37.5506312386,127.051355,02-463-0027,09:00~18:00,1,1110.03,1110.03,3,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
㈜해성자동차,민간,서울특별시 성동구 아차산로 147,서울특별시 성동구 성수동2가 277-59,37.5437108944,127.0604043,02-465-4111,09:00~18:00,1,718,718,5,Y,Y,N,N,N,Y,Y,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
대명자동차공업㈜,민간,서울특별시 성동구 고산자로 354,서울특별시 성동구 마장동 523-4,37.5712041419,127.038328,02-2294-0011,09:00~18:00,1,1491.23,1491.23,4,Y,Y,N,N,N,Y,N,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
대덕자동차공업사,민간,서울특별시 성동구 가람길 281,서울특별시 성동구 용답동 238-10,37.5593079211,127.0689261271,02-2249-6666,09:00~18:00,1,1044.35,1044.35,5,Y,Y,N,N,N,Y,N,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
성동자동차검사소,공공,서울특별시 성동구 가림길 117,서울특별시 성동구 송정동 73-36,37.552671,127.0578565467,02-2244-2556,09:00~18:00,1,35089,35089,5,Y,Y,Y,Y,N,Y,N,1577-0990,교통안전공단,2020-06-17,3030000,서울특별시 성동구
성우자동차공업사(주),공공,서울특별시 성동구 왕십리로16길 26,서울특별시 성동구 성수1가2동 5-1,37.5512096851,127.0470548168,02-465-3554,09:00~18:00,1,3217.59,3217.59,5,Y,Y,Y,Y,N,Y,N,1577-0990,교통안전공단,2020-06-17,3030000,서울특별시 성동구
㈜성수검사정비,민간,서울특별시 성동구 성수이로20길 29,서울특별시 성동구 성수동2가 273-39,37.5429074409,127.0599582510,02-499-0111,09:00~18:00,1,615.015,615.015,4,Y,Y,N,N,N,Y,N,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
㈜아남모터스,민간,서울특별시 성동구 광나루로6길 48,서울특별시 성동구 성수동2가 279-51,37.5458099945,127.0642696616,02-452-8282,09:00~18:00,1,1057,1057,2,Y,Y,N,N,N,Y,N,02-2286-5702,성동구청,2020-06-17,3030000,서울특별시 성동구
용상종합정비㈜,민간,충청북도 단양군 단양읍 단양로957,충청북도 단양군 단양읍 상진리 211-7,36.97745528,128.3448483,043-422-2222,4월~9월:09:00~17:30+10월~3월:09:00~17:00,1,4959,1028,1,Y,Y,Y,N,Y,N,Y,043-420-2497,충청북도 단양군청,2020-04-20,4480000,충청북도 단양군
태극모터스,민간,인천광역시 옹진군 백령면 백령로 857,인천광역시 옹진군 백령면 북포리 531-24,37.9576410312,124.6635559673,032-836-5800,08:30~07:30,1,1267,402,1,Y,Y,N,N,N,N,N,032-899-2532,옹진군청,2020-03-17,3580000,인천광역시 옹진군
대림자동차정비서비스(유),공공,경기도 성남시 수정구 사송로77번길 68,경기도 성남시 수정구 사송동 356-2,37.409306,127.1143041078,031-723-8207,평일:09~18:00+토요일:09:00~13:00,1,2147,297,5,N,Y,N,Y,N,Y,Y,031-729-3705,경기도 성남시 교통도로국 대중교통과,2020-03-24,3780000,경기도 성남시
세원자동차써비스㈜,공공,경기도 성남시 중원구 둔촌대로458,경기도 성남시 중원구 상대원동 513-18,37.4315111069,127.1677577808,031-731-6911,평일:09~18:00+토요일:09:00~13:00,1,2640,1345,3,N,Y,N,Y,N,Y,Y,031-729-3705,경기도 성남시 교통도로국 대중교통과,2020-03-24,3780000,경기도 성남시
르노삼성 중원자동차,공공,경기도 성남시 중원구 둔촌대로 156,경기도 성남시 중원구 하대원동 110,37.429105,127.136411,031-752-8204,평일:09~18:00+토요일:09:00~13:00,1,1260,853,5,N,Y,N,Y,N,Y,Y,031-729-3705,경기도 성남시 교통도로국 대중교통과,2020-03-24,3780000,경기도 성남시
1급분당종합정비사업(주),공공,경기도 성남시 분당구 동원북로 18,경기도 성남시 분당구 동원동 108-1,37.346282,127.0993968177,031-711-3334,평일:09~18:00+토요일:09:00~13:00,1,975,733,4,N,Y,N,Y,N,Y,Y,031-729-3705,경기도 성남시 교통도로국 대중교통과,2020-03-24,3780000,경기도 성남시
(주)현대자동차검사정비사업소,공공,경기도 성남시 분당구 대왕판교로 277,경기도 성남시 분당구 궁내동 239-2,37.368205,127.1009250300,031-726-7890,평일:09~18:00+토요일:09:00~13:00,1,1380,627,3,N,Y,N,Y,N,Y,Y,031-729-3705,경기도 성남시 교통도로국 대중교통과,2020-03-24,3780000,경기도 성남시
(주)일급신분당검사정비사업소,공공,경기도 성남시 분당구 이매로 118,경기도 성남시 분당구 이매동 366-3,37.39212248,127.1324456781,031-707-4979,평일:09~18:00+토요일:09:00~13:00,1,2015,400,2,N,Y,N,Y,N,Y,Y,031-729-3705,경기도 성남시 교통도로국 대중교통과,2020-03-24,3780000,경기도 성남시
고속종합정비공장,민간,경상북도 김천시 새까끔길 5,경상북도 김천시 다수동 111,36.12724088,128.0731941,054-435-3399,08:30~18:00,1,1000,480,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
김천현대종합정비,민간,경상북도 김천시 공단2길 15,경상북도 김천시 대광동 953-2,36.14082434,128.137104,054-430-8181,08:30~18:00,1,3820,523,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
황악자동차정비공장,민간,경상북도 김천시 대항면 복전길 190,경상북도 김천시 대항면 복전리 49,36.13446079,128.0334636,054-436-8811,08:30~17:30,1,1478,1180,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
스마일자동차종합,민간,경상북도 김천시 영남대로 2097-6,경상북도 김천시 덕곡동 738-2,36.11509138,128.157771,054-430-2225,08:30~17:30,1,592,783,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
태성종합정비,민간,경상북도 김천시 영남대로 2137,경상북도 김천시 덕곡동 784-2,36.1133484,128.1616948,054-433-4982,08:30~17:30,1,181,1079,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
그린자동차종합정비,민간,경상북도 김천시 영남대로 2078,경상북도 김천시 덕곡동 972,36.115077,128.1550032698,054-431-7200,08:30~18:00,1,1627,971,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
삼성자동차종합정비,민간,경상북도 김천시 백옥1길 5,경상북도 김천시 백옥동 174,36.124685,128.082138,054-437-8282,08:30~18:00,1,1597,486,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
삼영자동차정비공장,민간,경상북도 김천시 농공단지2길 12,경상북도 김천시 신음동 100-1,36.13209554,128.1327771,054-430-2477,08:30~18:00,1,4584,1082,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
김천제일종합정비공장,민간,경상북도 김천시 시청로 172,경상북도 김천시 신음동 569-1,36.1431832,128.1193818,054-432-3500,08:30~18:00,1,3165,730,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
영남종합정비,민간,경상북도 김천시 아홉사리길 8,경상북도 김천시 응명동 895-1,36.15424568,128.1166944,054-437-8541,08:30~17:30,1,6225,1569,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
김천자동차공업사,민간,경상북도 김천시 양금로 206,경상북도 김천시 황금동 129,36.11214541,128.1234235,054-439-3636,08:30~17:30,1,4227,996,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
안국자동차정비공장,민간,경상북도 김천시 평화장미길 87,경상북도 김천시 평화동 70-16,36.12796572,128.1130517,054-439-1244,08:30~18:00,1,912,508,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
황악모터스주식회사,민간,경상북도 김천시 남면 아포대로 348-7,경상북도 김천시 남면 초곡리 97,36.13471849,128.184633,054-431-7272,08:30~17:30,1,1650,945,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
서김천현대서비스,민간,경상북도 김천시 속구미길 65,경상북도 김천시 신음동 78-3,36.1291113275,128.1334940140,054-433-1154,08:30~18:00,1,9352,1401,1,N,Y,N,N,N,N,N,054-420-6254,교통행정과,2020-03-23,5060000,경상북도 김천시
하진1급자동차공업사,민간,광주광역시 서구 상무누리로 133,,35.1550208724,126.8381530464,062-367-0888,평일 : 09:00-18:00/토요일 : 09:00-12:00,1,2500,180,3,Y,Y,N,N,Y,Y,Y,062-360-7817,광주광역시 서구청,2020-03-17,3600000,광주광역시 서구
상무정비마을1급자동차공업사,민간,광주광역시 서구 시청서편로 9,,35.1596215,126.8452604420,062-383-3455,평일 : 09:00-17:00/토요일 : 09:00-11:00,1,1300,250,2,Y,Y,N,N,Y,Y,N,062-360-7817,광주광역시 서구청,2020-03-17,3600000,광주광역시 서구
뉴신한자동차공업사,민간,광주광역시 서구 무진대로772번길 6,,35.1610924948,126.8646674877,062-376-2104,평일 : 08:00-18:00/토요일 : 08:00-13:00,1,450,250,4,N,Y,N,N,N,Y,Y,062-360-7817,광주광역시 서구청,2020-03-17,3600000,광주광역시 서구
삼삼1급자동차공업사,민간,광주광역시 서구 상무누리로 137,,35.1553340808,126.8378056133,062-381-3333,평일 : 09:00-18:00/토요일 : 09:00-13:00,1,2555,174,4,N,Y,N,N,N,Y,Y,062-360-7817,광주광역시 서구청,2020-03-17,3600000,광주광역시 서구
한솔자동차공업사,민간,광주광역시 서구 풍서우로 172,,35.1284307033,126.8436343586,062-374-9988,평일 : 08:30-18:00/토요일 : 08:30-13:00,1,1322,592,3,Y,Y,N,N,Y,Y,Y,062-360-7817,광주광역시 서구청,2020-03-17,3600000,광주광역시 서구
상무1급자동차공업사,민간,광주광역시 서구 상무누리로 131-1,,35.15485446,126.8377319,062-371-3444,평일 : 09:00-18:00/토요일 : 09:00-13:00,1,1185,192,4,N,Y,N,N,N,Y,Y,062-360-7817,광주광역시 서구청,2020-03-17,3600000,광주광역시 서구
국제자동차공업사,민간,전라북도 익산시 서동로 205,전라북도 익산시 금강동 951-4,35.9388690214,126.9726220574,063-855-0776,평일:09:00~18:00토요일:09:00~13:00,1,2408,1118.43,3,N,Y,N,N,N,Y,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)익산자동차공업사,민간,전라북도 익산시 목천로1길 19,전라북도 익산시 평화동 246,35.9310440037,126.9450943747,063-855-0841,평일:09:00~17:00토요일:09:00~12:00,1,3345.6,1377.09,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
(유)유신공업사,민간,전라북도 익산시 서동로 209,전라북도 익산시 금강동 951-16,35.9390746664,126.9733401273,063-855-0327,평일:08:30~17:30토요일:08:30~12:00,1,3068,687.7,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
1급 서일특장자동차 공업사,민간,전라북도 익산시 함열읍 함열10길 25,전라북도 익산시 함열읍 와리 189,36.0760819311,126.9664820118,063-861-0334,평일:09:00~17:00토요일:09:00~12:00,1,1230,296.63,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
새한자동차공업사,민간,전라북도 익산시 목천로 51,전라북도 익산시 목천동 311-4,35.9192609424,126.933902,063-852-1234,평일:09:00~17:00토요일:09:00~12:00,1,6507,2747.18,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2020-03-13,4680000,전라북도 익산시
